variable_name,description,datatype,survey_name,survey_version,label,required,value_constraints,Channel,seeAlso,question_id,units,unique,CDE,form_name,section_header,ui,field_note,min,max,branching_logic,Custom Alignment,Matrix Group Name,CDE Reference,Value Set,Dependent Fields,source_file,source_directory,categories,related_group
we_d_like_to_know_more_about_the_symptoms_you_experienced_looking_back_over_the_past_7_days3__headache__yesterday,"We?d like to know more about the symptoms you experienced. Looking back over the past 7 days, please indicate on which days you felt the following symptoms. | Headache | Yesterday",text,,,,,"[""""yesterday""""]",,,,,,,,,,,,,,,,,,,survey__weekly_survey_origcopy.csv,RADx-DHT,"yesterday,day,symptom",group45
we_d_like_to_know_more_about_the_symptoms_you_experienced_looking_back_over_the_past_7_days3__headache__4_days_ago,"We?d like to know more about the symptoms you experienced. Looking back over the past 7 days, please indicate on which days you felt the following symptoms. | Headache | 4 days ago",text,,,,,"[""""4_days_ago""""]",,,,,,,,,,,,,,,,,,,survey__weekly_survey_origcopy.csv,RADx-DHT,"day,symptom",group45
what_sx,,select any,Baseline Survey,7,What symptoms did you have? CHECK ALL THAT APPLY,true,"A scratchy throat;A painful sore throat;A cough (worse than usual if you have a baseline cough);A runny nose;Symptoms of fever  or chills;A temperature greater than 100.4 °F or 38.0 °C;Muscle aches (worse than usual if you have baseline muscle aches);Nausea, vomiting or diarrhea;Shortness of breath;Unable to taste or smell;Red or painful eyes;Other",,,,,,,,,,,,,,,,,,,survey_data_dictionary_origcopy.csv - Baseline Survey.csv,RADx-DHT,symptom,group45
we_d_like_to_know_more_about_the_symptoms_you_experienced_looking_back_over_the_past_7_days3__nausea_feeling_like_you_wanted_to_throw_up_and_or_vomiting__3_days_ago,"We?d like to know more about the symptoms you experienced. Looking back over the past 7 days, please indicate on which days you felt the following symptoms. | Nausea (feeling like you wanted to throw up) and/or vomiting | 3 days ago",text,,,,,"[""""3_days_ago""""]",,,,,,,,,,,,,,,,,,,survey__weekly_survey_origcopy.csv,RADx-DHT,"symptom,day,nausea",group45
symptoms_change,,,,,"If your child had long COVID/post-acute sequelae of COVID-19 (PASC) symptoms at the time of vaccination, did those symptoms change?",,"1, Yes | 0, No | 3, Child is not in first year of life | 99, Prefer not to answer",,,,,,,tier2_ped,COVID-19 Vaccination History,radio,,,,,,,,,,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,"symptom,long covid,child,pasc,vaccination",group45
30150-flu_tst_symptoms-12,"Symptoms experienced prior to getting tested, selected; Headaches",categorical,,,Which of the following symptoms did you experience prior to getting tested? Headaches,true,"0, Not Selected or Not Provided; 1, Selected or Yes",,,,,,,Symptom Screening,,,,,,,,,,,,COVIDCARE_survey_dictionary_v2_ForSubmission_MIT_Phase_II_2021-12-26.csv,RADx-DHT,"headache,symptom",group45
we_d_like_to_know_more_about_the_symptoms_you_experienced_looking_back_over_the_past_7_days3__headache__5_days_ago,"We?d like to know more about the symptoms you experienced. Looking back over the past 7 days, please indicate on which days you felt the following symptoms. | Headache | 5 days ago",text,,,,,"[""""5_days_ago""""]",,,,,,,,,,,,,,,,,,,survey__weekly_survey_origcopy.csv,RADx-DHT,"day,symptom",group45
symp__sweats,,string,,,"We‚Äôd like to know more about the symptoms you experienced. Looking back over the past 7 days, did you have any of the following symptoms? Please select all that apply.__Sweats",,"['Sweats', nan]",,,0.0,,,,,,,,,,,,,,,,data_dictionary.xlsx [LSFS - Flu].csv,RADx-DHT,"day,symptom",group45
symp__cough,,string,,,"We‚Äôd like to know more about the symptoms you experienced. Looking back over the past 7 days, did you have any of the following symptoms? Please select all that apply.__Cough",,"['Cough', nan]",,,0.0,,,,,,,,,,,,,,,,data_dictionary.xlsx [LSFS - Flu].csv,RADx-DHT,"day,symptom",group45
symp__fever,,string,,,"We‚Äôd like to know more about the symptoms you experienced. Looking back over the past 7 days, did you have any of the following symptoms? Please select all that apply.__Fever or feeling feverish",,"['Fever or feeling feverish', nan]",,,0.0,,,,,,,,,,,,,,,,data_dictionary.xlsx [LSFS - Flu].csv,RADx-DHT,"day,symptom",group45
we_d_like_to_know_more_about_the_symptoms_you_experienced_looking_back_over_the_past_7_days3__nausea_feeling_like_you_wanted_to_throw_up_and_or_vomiting__5_days_ago,"We?d like to know more about the symptoms you experienced. Looking back over the past 7 days, please indicate on which days you felt the following symptoms. | Nausea (feeling like you wanted to throw up) and/or vomiting | 5 days ago",text,,,,,"[""""5_days_ago""""]",,,,,,,,,,,,,,,,,,,survey__weekly_survey_origcopy.csv,RADx-DHT,"symptom,day,nausea",group45
32599-symptoms_ill_12,(If applicable) The participant indicates this was a first symptom related to: Headaches,categorical,,,Did you experience this symptom first? Headaches,false,"0, Not Selected or Not Provided; 1, Selected or Yes",,,,,,,Symptom Screening,,,,,,,,,,,,COVIDCARE_survey_dictionary_v2_ForSubmission_MIT_Phase_II_2021-12-26.csv,RADx-DHT,"participant,headache,symptom",group45
we_d_like_to_know_more_about_the_symptoms_you_experienced_looking_back_over_the_past_7_days__fever,"We?d like to know more about the symptoms you experienced. Looking back over the past 7 days, did you have any of the following symptoms? Symptoms could have been mild, moderate, or severe when you experienced them. Please select all that apply. | Fever",text,,,,,"[""""fever""""]",,,,,,,,,,,,,,,,,,,survey__weekly_survey_origcopy.csv,RADx-DHT,"day,symptom",group45
symp__no_symp,,string,,,"We‚Äôd like to know more about the symptoms you experienced. Looking back over the past 7 days, did you have any of the following symptoms? Please select all that apply.__I did not experience any flu-like symptoms",,"[nan, 'I did not experience any flu-like symptoms']",,,0.0,,,,,,,,,,,,,,,,data_dictionary.xlsx [LSFS - Flu].csv,RADx-DHT,"flu,day,symptom,like symptom",group45
we_d_like_to_know_more_about_the_symptoms_you_experienced_looking_back_over_the_past_7_days__headache,"We?d like to know more about the symptoms you experienced. Looking back over the past 7 days, did you have any of the following symptoms? Symptoms could have been mild, moderate, or severe when you experienced them. Please select all that apply. | Headache",text,,,,,"[""""headache""""]",,,,,,,,,,,,,,,,,,,survey__weekly_survey_origcopy.csv,RADx-DHT,"day,symptom",group45
we_d_like_to_know_more_about_the_symptoms_you_experienced_looking_back_over_the_past_7_days3__fever__5_days_ago,"We?d like to know more about the symptoms you experienced. Looking back over the past 7 days, please indicate on which days you felt the following symptoms. | Fever | 5 days ago",text,,,,,"[""""5_days_ago""""]",,,,,,,,,,,,,,,,,,,survey__weekly_survey_origcopy.csv,RADx-DHT,"day,symptom",group45
we_d_like_to_know_more_about_the_symptoms_you_experienced_looking_back_over_the_past_7_days3__fever__3_days_ago,"We?d like to know more about the symptoms you experienced. Looking back over the past 7 days, please indicate on which days you felt the following symptoms. | Fever | 3 days ago",text,,,,,"[""""3_days_ago""""]",,,,,,,,,,,,,,,,,,,survey__weekly_survey_origcopy.csv,RADx-DHT,"day,symptom",group45
we_d_like_to_know_more_about_the_symptoms_you_experienced_looking_back_over_the_past_7_days__sneezing,"We?d like to know more about the symptoms you experienced. Looking back over the past 7 days, did you have any of the following symptoms? Symptoms could have been mild, moderate, or severe when you experienced them. Please select all that apply. | Sneezing",text,,,,,"[""""sneezing""""]",,,,,,,,,,,,,,,,,,,survey__weekly_survey_origcopy.csv,RADx-DHT,"day,symptom",group45
symp__bodyache,,string,,,"We‚Äôd like to know more about the symptoms you experienced. Looking back over the past 7 days, did you have any of the following symptoms? Please select all that apply.__Body/muscle ache",,"['Body/Muscle Ache', nan, 'Body/muscle ache']",,,0.0,,,,,,,,,,,,,,,,data_dictionary.xlsx [LSFS - Flu].csv,RADx-DHT,"muscle ache,day,symptom",group45
we_d_like_to_know_more_about_the_symptoms_you_experienced_looking_back_over_the_past_7_days__i_did_not_experience_any_flu_like_symptoms,"We?d like to know more about the symptoms you experienced. Looking back over the past 7 days, did you have any of the following symptoms? Symptoms could have been mild, moderate, or severe when you experienced them. Please select all that apply. | I did not experience any flu-like symptoms",text,,,,,"[""""i_did_not_experience_any_flu_like_symptoms""""]",,,,,,,,,,,,,,,,,,,survey__weekly_survey_origcopy.csv,RADx-DHT,"flu,day,symptom,like symptom",group45
we_d_like_to_know_more_about_the_symptoms_you_experienced_looking_back_over_the_past_7_days__diarrhea,"We?d like to know more about the symptoms you experienced. Looking back over the past 7 days, did you have any of the following symptoms? Symptoms could have been mild, moderate, or severe when you experienced them. Please select all that apply. | Diarrhea",text,,,,,"[""""diarrhea""""]",,,,,,,,,,,,,,,,,,,survey__weekly_survey_origcopy.csv,RADx-DHT,"diarrhea,day,symptom",group45
we_d_like_to_know_more_about_the_symptoms_you_experienced_looking_back_over_the_past_7_days3__nausea_feeling_like_you_wanted_to_throw_up_and_or_vomiting__4_days_ago,"We?d like to know more about the symptoms you experienced. Looking back over the past 7 days, please indicate on which days you felt the following symptoms. | Nausea (feeling like you wanted to throw up) and/or vomiting | 4 days ago",text,,,,,"[""""4_days_ago""""]",,,,,,,,,,,,,,,,,,,survey__weekly_survey_origcopy.csv,RADx-DHT,"symptom,day,nausea",group45
cough,Are you currently experiencing any of the following symptoms in the past 24 hours? -Cough,radio,,,Cough,,"1, Yes | 2, No | 3, Don't know",,,,,,,,,,,,,,,,,,,Demographics_and_Clinical.csv,RADx-DHT,"hour,symptom",group45
covid_rec_sympt,symptoms/problems that are still present,checkbox,,,What problems or symptoms do you notice that still trouble you after your illness? ,,"1, Need supplemental oxygen | 2, More short of breath than before the illness | 3, Tired (more than before illness) | 4, Muscle weakness | 5, Cough | 6, Chest pain | 7, Difficulty walking distances as well as before the illness | 8, Mental confusion | 9, None | 10, Other",,,,,,,,,,,,,,,,,,,Demographics_and_Clinical.csv,RADx-DHT,"illness,problem,symptom",group45
symp__fatigue,,string,,,"We‚Äôd like to know more about the symptoms you experienced. Looking back over the past 7 days, did you have any of the following symptoms? Please select all that apply.__Feeling more tired than usual",,"['Feeling more tired than usual', nan]",,,0.0,,,,,,,,,,,,,,,,data_dictionary.xlsx [LSFS - Flu].csv,RADx-DHT,"day,symptom",group45
32011-symptom_startdate_deid,Number of days from day of Consent when Participant started exhibiting COVID symptoms,integer,,,What was the date that your symptoms first started?,true,De-identified Value in Days,,,,days,,,Symptom Screening,,,,,,,,,,,,COVIDCARE_survey_dictionary_v2_ForSubmission_MIT_Phase_II_2021-12-26.csv,RADx-DHT,"consent,date,symptom,covid symptom,participant,day",group45
symptoms_ongoing,,,,,Are the symptoms ongoing (including intermittent symptoms)?,,"1, Yes | 0, No  | 97, N/A (no symptoms) | 98, Don't know| 99, Prefer not to answer",,,,,,,tier2_ped,Which infant symptoms were confirmed by physical exam?,radio,,,,,,,,,,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,"intermittent symptom,symptom",group45
covid_iso_chal," @NONEOFTHEABOVE = '9,98,99'",,,,"If you needed to isolate due to a positive test or illness, what challenges do you face? ",,"1,There are other people in my household | 2, There are children in my household | 3, There are older adults in my household | 4, I don't have a good place where I could isolate | 5, No one to help me if I am sick| 6, Lost income or wages | 7, People might blame me or treat me badly | 8, Other | 9, None of the above  |98 , Don't know |99, Prefer not to answer",,,,,,,tier2_testing,Tier 2 Covid,checkbox,,,,,RV,,,,,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,"positive test,illness,challenge",group45
long_other_specify,,,,,What other symptoms (comma-separated)?,,,,,,,,,tier2_ped,Which of the following long symptoms were confirmed by physical exam?,text,,,,[long_other] = '1' ,,,,,,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,symptom,group45
when_sx_start,,date,Baseline Survey,7,When did your symptoms start?,true,Date,,,,,,,,,,,,,,,,,,,survey_data_dictionary_origcopy.csv - Baseline Survey.csv,RADx-DHT,symptom,group45
we_d_like_to_know_more_about_the_symptoms_you_experienced_looking_back_over_the_past_7_days__cough,"We?d like to know more about the symptoms you experienced. Looking back over the past 7 days, did you have any of the following symptoms? Symptoms could have been mild, moderate, or severe when you experienced them. Please select all that apply. | Cough",text,,,,,"[""""cough""""]",,,,,,,,,,,,,,,,,,,survey__weekly_survey_origcopy.csv,RADx-DHT,"day,symptom",group45
acute_fatigue,,,,,Fatigue,,"1, Yes | 0, No | 98, Don't know | 99, Prefer not to answer",,,,,,,tier2_ped,"Symptoms/Physical Findings

Which of the following acute COVID/MIS-C symptoms were experienced at any time point during current illness? ",radio,,,,,,acute_symp,,,,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,fatigue,group46
32597-symptoms_ill_10,(If applicable) The participant indicates this was a first symptom related to: Fatigue (more than normal),categorical,,,Did you experience this symptom first? Fatigue (more than normal),false,"0, Not Selected or Not Provided; 1, Selected or Yes",,,,,,,Symptom Screening,,,,,,,,,,,,COVIDCARE_survey_dictionary_v2_ForSubmission_MIT_Phase_II_2021-12-26.csv,RADx-DHT,"symptom,participant,fatigue",group46
acute_fatigue_pe,,,,,Fatigue,,"1, Yes | 0, No| 99, Prefer not to answer",,,,,,,tier2_ped,Which of the following acute symptoms were confirmed by physical exam?,radio,,,,[acute_fatigue] ='1' OR  [acute_fatigue] ='0',,acute_pe,,,,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,fatigue,group46
headache,,,,,Headache,,"1, Yes | 0, No",,,,,,,form_1,Symptoms ,radio,,,,,,,,,,RADx-rad_MinimumCDE_REDCapDataDictionary_2021-04-08.csv,RADx-rad,headache,group47
acute_headache_pe,,,,,Headache,,"1, Yes | 0, No| 99, Prefer not to answer",,,,,,,tier2_ped,Which of the following acute symptoms were confirmed by physical exam?,radio,,,,[acute_headache] ='1' OR  [acute_headache] ='0',,acute_pe,,,,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,headache,group47
acute_headache,,,,,Headache,,"1, Yes | 0, No | 98, Don't know | 99, Prefer not to answer",,,,,,,tier2_ped,"Symptoms/Physical Findings

Which of the following acute COVID/MIS-C symptoms were experienced at any time point during current illness? ",radio,,,,,,acute_symp,,,,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,headache,group47
loss_taste,Are you currently experiencing any of the following symptoms in the past 24 hours? - New loss of taste or smell,radio,,,New loss of taste or smell,,"1, Yes | 2, No | 3, Don't know",,,,,,,,,,,,,,,,,,,Demographics_and_Clinical.csv,RADx-DHT,"symptom,smell,taste,new loss,hour",group48
acute_tastesmell,,,,,New loss of taste or smell,,"1, Yes | 0, No | 98, Don't know | 99, Prefer not to answer",,,,,,,tier2_ped,"Symptoms/Physical Findings

Which of the following acute COVID/MIS-C symptoms were experienced at any time point during current illness? ",radio,,,,,,acute_symp,,,,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,"new loss,smell,taste",group48
30158-symtpom_neuro-7,"In the last 14 days,  the participant experienced the following neurological symptoms; Loss of smell",categorical,,,"In the last 14 days, did you experience any of the following neurological symptoms? Loss of smell",true,"0, Not Selected or Not Provided; 1, Selected or Yes",,,,,,Symptoms,Symptom Screening,,,,,,,,,,,,COVIDCARE_survey_dictionary_v2_ForSubmission_MIT_Phase_II_2021-12-26.csv,RADx-DHT,"loss,smell,participant,neurological symptom,day",group48
covid_olfactory_2,|https://www.cdc.gov/screening/index.html|CDC COVID-19 Screening,,,,New loss of taste or smell,,"1, Yes | 0, No | 98, Don't know| 99, Prefer not to answer",,,,,,,symptoms,Current Symptoms,radio,,,,,,covid_symptomlist,,,,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,"new loss,smell,taste",group48
new_loss_of_taste_or_smell,,,,,New loss of taste or smell,,"1, Yes | 0, No",,,,,,,form_1,Symptoms ,radio,,,,,,,,,,RADx-rad_MinimumCDE_REDCapDataDictionary_2021-04-08.csv,RADx-rad,"new loss,smell,taste",group48
symptoms_new loss of taste or smell,Indicates that the participant reported having New loss of taste or smell in the past 24 hours,categorical,,,"In the past 24 hours, have you experienced any of the following covid-related symptoms?",,"1, Yes;
0, No",,,,,,,,,,,,,,,,,,,NIH_DWS_DD_origcopy.csv,RADx-DHT,"symptom,smell,taste,new loss,hour,participant",group48
acute_tastesmell_pe,,,,,New loss of taste or smell,,"1, Yes | 0, No| 99, Prefer not to answer",,,,,,,tier2_ped,Which of the following acute symptoms were confirmed by physical exam?,radio,,,,[acute_tastesmell] ='1' OR  [acute_tastesmell] ='0',,acute_pe,,,,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,"new loss,smell,taste",group48
we_d_like_to_know_more_about_the_symptoms_you_experienced_looking_back_over_the_past_7_days3__muscle_or_body_aches__today,"We?d like to know more about the symptoms you experienced. Looking back over the past 7 days, please indicate on which days you felt the following symptoms. | Muscle or body aches | Today",text,,,,,"[""""today""""]",,,,,,,,,,,,,,,,,,,survey__weekly_survey_origcopy.csv,RADx-DHT,"muscle,day,symptom,body",group49
we_d_like_to_know_more_about_the_symptoms_you_experienced_looking_back_over_the_past_7_days2__muscle_or_body_aches,"We?d like to know more about the symptoms you experienced. Looking back over the past 7 days, please indicate on which days you felt the following symptoms. | Muscle or body aches",text,,,,,"[""4_days_ago"",""6_days_ago"",""today"",""yesterday"",""2_days_ago"",""3_days_ago"",""5_days_ago""]",,,,,,,,,,,,,,,,,,,survey__weekly_survey_origcopy.csv,RADx-DHT,"muscle,day,symptom,body",group49
covid_myalgia_2,|https://www.cdc.gov/screening/index.html|CDC COVID-19 Screening,,,,Muscle or body aches,,"1, Yes | 0, No | 98, Don't know| 99, Prefer not to answer",,,,,,,symptoms,Current Symptoms,radio,,,,,,covid_symptomlist,,,,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,body,group49
acute_aches,,,,,Muscle or body aches,,"1, Yes | 0, No | 98, Don't know | 99, Prefer not to answer",,,,,,,tier2_ped,"Symptoms/Physical Findings

Which of the following acute COVID/MIS-C symptoms were experienced at any time point during current illness? ",radio,,,,,,acute_symp,,,,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,"muscle,body",group49
we_d_like_to_know_more_about_the_symptoms_you_experienced_looking_back_over_the_past_7_days3__muscle_or_body_aches__3_days_ago,"We?d like to know more about the symptoms you experienced. Looking back over the past 7 days, please indicate on which days you felt the following symptoms. | Muscle or body aches | 3 days ago",text,,,,,"[""""3_days_ago""""]",,,,,,,,,,,,,,,,,,,survey__weekly_survey_origcopy.csv,RADx-DHT,"muscle,day,symptom,body",group49
we_d_like_to_know_more_about_the_symptoms_you_experienced_looking_back_over_the_past_7_days3__muscle_or_body_aches__2_days_ago,"We?d like to know more about the symptoms you experienced. Looking back over the past 7 days, please indicate on which days you felt the following symptoms. | Muscle or body aches | 2 days ago",text,,,,,"[""""2_days_ago""""]",,,,,,,,,,,,,,,,,,,survey__weekly_survey_origcopy.csv,RADx-DHT,"muscle,day,symptom,body",group49
muscleache,Are you currently experiencing any of the following symptoms in the past 24 hours?-Muscle or body aches,radio,,,Muscle or body aches,,"1, Yes | 2, No | 3, Don't know",,,,,,,,,,,,,,,,,,,Demographics_and_Clinical.csv,RADx-DHT,"muscle,symptom,body",group49
32604-symptoms_ill_17,(If applicable) The participant indicates this was a first symptom related to: Muscle aches (not due to exercise),categorical,,,Did you experience this symptom first? Muscle aches (not due to exercise),false,"0, Not Selected or Not Provided; 1, Selected or Yes",,,,,,,Symptom Screening,,,,,,,,,,,,COVIDCARE_survey_dictionary_v2_ForSubmission_MIT_Phase_II_2021-12-26.csv,RADx-DHT,"participant,muscle,symptom,exercise",group49
we_d_like_to_know_more_about_the_symptoms_you_experienced_looking_back_over_the_past_7_days3__muscle_or_body_aches__5_days_ago,"We?d like to know more about the symptoms you experienced. Looking back over the past 7 days, please indicate on which days you felt the following symptoms. | Muscle or body aches | 5 days ago",text,,,,,"[""""5_days_ago""""]",,,,,,,,,,,,,,,,,,,survey__weekly_survey_origcopy.csv,RADx-DHT,"muscle,day,symptom,body",group49
30141-covid_tst_symptoms-17,"Symptoms experienced prior to getting tested, selected; Muscle aches (not due to exercise)",categorical,,,Which of the following symptoms did you experience prior to getting tested? Muscle aches (not due to exercise),true,"0, Not Selected or Not Provided; 1, Selected or Yes",,,,,,,Symptom Screening,,,,,,,,,,,,COVIDCARE_survey_dictionary_v2_ForSubmission_MIT_Phase_II_2021-12-26.csv,RADx-DHT,"muscle,symptom,exercise",group49
we_d_like_to_know_more_about_the_symptoms_you_experienced_looking_back_over_the_past_7_days3__muscle_or_body_aches__6_days_ago,"We?d like to know more about the symptoms you experienced. Looking back over the past 7 days, please indicate on which days you felt the following symptoms. | Muscle or body aches | 6 days ago",text,,,,,"[""""6_days_ago""""]",,,,,,,,,,,,,,,,,,,survey__weekly_survey_origcopy.csv,RADx-DHT,"muscle,day,symptom,body",group49
we_d_like_to_know_more_about_the_symptoms_you_experienced_looking_back_over_the_past_7_days2__muscle_or_body_aches,"We?d like to know more about the symptoms you experienced. Looking back over the past 7 days, please indicate on which days you felt the following symptoms. | Muscle or body aches",text,,,,,"[""today"",""6_days_ago"",""yesterday"",""2_days_ago"",""3_days_ago"",""4_days_ago"",""5_days_ago""]",,,,,,,,,,,,,,,,,,,survey__baseline_survey_origcopy.csv,RADx-DHT,"muscle,day,symptom,body",group49
we_d_like_to_know_more_about_the_symptoms_you_experienced_looking_back_over_the_past_7_days3__muscle_or_body_aches__yesterday,"We?d like to know more about the symptoms you experienced. Looking back over the past 7 days, please indicate on which days you felt the following symptoms. | Muscle or body aches | Yesterday",text,,,,,"[""""yesterday""""]",,,,,,,,,,,,,,,,,,,survey__weekly_survey_origcopy.csv,RADx-DHT,"symptom,muscle,yesterday,body,day",group49
acute_aches_pe,,,,,Muscle or body aches,,"1, Yes | 0, No| 99, Prefer not to answer",,,,,,,tier2_ped,Which of the following acute symptoms were confirmed by physical exam?,radio,,,,[acute_aches] ='1' OR  [acute_aches] ='0',,acute_pe,,,,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,"muscle,body",group49
we_d_like_to_know_more_about_the_symptoms_you_experienced_looking_back_over_the_past_7_days3__muscle_or_body_aches__4_days_ago,"We?d like to know more about the symptoms you experienced. Looking back over the past 7 days, please indicate on which days you felt the following symptoms. | Muscle or body aches | 4 days ago",text,,,,,"[""""4_days_ago""""]",,,,,,,,,,,,,,,,,,,survey__weekly_survey_origcopy.csv,RADx-DHT,"muscle,day,symptom,body",group49
32606-symptoms_ill_19,(If applicable) The participant indicates this was a first symptom related to: Pinkeye or Conjunctivitis,categorical,,,Did you experience this symptom first? Pinkeye or Conjunctivitis,false,"0, Not Selected or Not Provided; 1, Selected or Yes",,,,,,,Symptom Screening,,,,,,,,,,,,COVIDCARE_survey_dictionary_v2_ForSubmission_MIT_Phase_II_2021-12-26.csv,RADx-DHT,"participant,conjunctivitis,pinkeye,symptom",group50
30141-covid_tst_symptoms-19,"Symptoms experienced prior to getting tested, selected; Pinkeye or Conjunctivitis",categorical,,,Which of the following symptoms did you experience prior to getting tested? Pinkeye or Conjunctivitis,true,"0, Not Selected or Not Provided; 1, Selected or Yes",,,,,,,Symptom Screening,,,,,,,,,,,,COVIDCARE_survey_dictionary_v2_ForSubmission_MIT_Phase_II_2021-12-26.csv,RADx-DHT,"conjunctivitis,pinkeye,symptom",group50
acute_con,,,,,Conjunctivitis,,"1, Yes | 0, No | 98, Don't know | 99, Prefer not to answer",,,,,,,tier2_ped,"Symptoms/Physical Findings

Which of the following acute COVID/MIS-C symptoms were experienced at any time point during current illness? ",radio,,,,,,acute_symp,,,,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,conjunctivitis,group50
acute_con_pe,,,,,Conjunctivitis,,"1, Yes | 0, No| 99, Prefer not to answer",,,,,,,tier2_ped,Which of the following acute symptoms were confirmed by physical exam?,radio,,,,[acute_con] ='1' OR  [acute_con] ='0',,acute_pe,,,,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,conjunctivitis,group50
conjunctivitis,,,,,Conjunctivitis,,"1, Yes | 0, No",,,,,,,form_1,Symptoms ,radio,,,,,,,,,,RADx-rad_MinimumCDE_REDCapDataDictionary_2021-04-08.csv,RADx-rad,conjunctivitis,group50
30153-symptoms-4,"In the last 14 days, the participant experienced the following symptoms, selected; Pinkeye or Conjunctivitis",categorical,,,"In the last 14 days, did you experience any of the following symptoms? Pinkeye or Conjunctivitis",true,"0, Not Selected or Not Provided; 1, Selected or Yes",,,,,,Symptoms,Symptom Screening,,,,,,,,,,,,COVIDCARE_survey_dictionary_v2_ForSubmission_MIT_Phase_II_2021-12-26.csv,RADx-DHT,"symptom,conjunctivitis,pinkeye,participant,day",group50
acute_throat,,,,,Sore throat,,"1, Yes | 0, No | 98, Don't know | 99, Prefer not to answer",,,,,,,tier2_ped,"Symptoms/Physical Findings

Which of the following acute COVID/MIS-C symptoms were experienced at any time point during current illness? ",radio,,,,,,acute_symp,,,,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,sore throat,group51
covid_runnynose_2,|https://www.cdc.gov/screening/index.html|CDC COVID-19 Screening,,,,"Sore throat, congestion or runny nose ",,"1, Yes | 0, No | 98, Don't know| 99, Prefer not to answer",,,,,,,symptoms,Current Symptoms,radio,,,,,,covid_symptomlist,,,,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,"runny nose,sore throat,congestion",group51
we_d_like_to_know_more_about_the_symptoms_you_experienced_looking_back_over_the_past_7_days__nasal_congestion_having_a_stuffy_nose_or_a_runny_nose,"We?d like to know more about the symptoms you experienced. Looking back over the past 7 days, did you have any of the following symptoms? Symptoms could have been mild, moderate, or severe when you experienced them. Please select all that apply. | Nasal congestion (having a stuffy nose) or a runny nose",text,,,,,"[""""nasal_congestion_having_a_stuffy_nose_or_a_runny_nose""""]",,,,,,,,,,,,,,,,,,,survey__weekly_survey_origcopy.csv,RADx-DHT,"runny nose,stuffy nose,symptom,day,nasal congestion",group51
we_d_like_to_know_more_about_the_symptoms_you_experienced_looking_back_over_the_past_7_days3__nasal_congestion_having_a_stuffy_nose_or_a_runny_nose__2_days_ago,"We?d like to know more about the symptoms you experienced. Looking back over the past 7 days, please indicate on which days you felt the following symptoms. | Nasal congestion (having a stuffy nose) or a runny nose | 2 days ago",text,,,,,"[""""2_days_ago""""]",,,,,,,,,,,,,,,,,,,survey__weekly_survey_origcopy.csv,RADx-DHT,"stuffy nose,nasal congestion,symptom,day",group51
we_d_like_to_know_more_about_the_symptoms_you_experienced_looking_back_over_the_past_7_days3__nasal_congestion_having_a_stuffy_nose_or_a_runny_nose__6_days_ago,"We?d like to know more about the symptoms you experienced. Looking back over the past 7 days, please indicate on which days you felt the following symptoms. | Nasal congestion (having a stuffy nose) or a runny nose | 6 days ago",text,,,,,"[""""6_days_ago""""]",,,,,,,,,,,,,,,,,,,survey__weekly_survey_origcopy.csv,RADx-DHT,"stuffy nose,nasal congestion,symptom,day",group51
30141-covid_tst_symptoms-25,"Symptoms experienced prior to getting tested, selected; Sore throat",categorical,,,Which of the following symptoms did you experience prior to getting tested? Sore throat,true,"0, Not Selected or Not Provided; 1, Selected or Yes",,,,,,,Symptom Screening,,,,,,,,,,,,COVIDCARE_survey_dictionary_v2_ForSubmission_MIT_Phase_II_2021-12-26.csv,RADx-DHT,"sore throat,symptom",group51
acute_throat_pe,,,,,Sore throat,,"1, Yes | 0, No| 99, Prefer not to answer",,,,,,,tier2_ped,Which of the following acute symptoms were confirmed by physical exam?,radio,,,,[acute_throat] ='1' OR  [acute_throat] ='0',,acute_pe,,,,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,sore throat,group51
