variable_name,description,datatype,Digest (variable_name|source_file|source_directory),survey_name,survey_version,label,required,value_constraints,Channel,seeAlso,question_id,units,unique,CDE,form_name,Concept,Comment,section_header,ui,field_note,pattern,min,max,branching_logic,Custom Alignment,Matrix Group Name,CDE Reference,Value Set,Dependent Fields,source_file,source_directory,categories,related_group,matches
acute_con,,,7fdebbc12e80cf164a1c53208149b7d8dce0cf248e62eb3dfce5f44a6bc2175a06dde55d4d320ba9fe33b2e3365c2b40cf564725166b74e7e33cdfc623ade2b7,,,Conjunctivitis,,"1, Yes | 0, No | 98, Don't know | 99, Prefer not to answer",,,,,,,tier2_ped,,,"Symptoms/Physical Findings

Which of the following acute COVID/MIS-C symptoms were experienced at any time point during current illness? ",radio,,,,,,,acute_symp,,,,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,conjunctivitis,group51,"fdd7a1,1.0;5eaa5d,0.75;864948,1.0;c08e04,1.0"
conjunctivitis,,,1addca0c257942f3cf393e24cf909440ab3e166c6466ab8948e492247f4afecdbe6769fd4e517665af8de4696a4b6dc8f9323a0a24fbb3f4a2260d1476c08e04,,,Conjunctivitis,,"1, Yes | 0, No",,,,,,,,,,Symptoms,radio,,,,,,,,RADx-rad Minimum CDE,,,RADx-rad_Data_Elements_Wastewater_V006.csv,RADx-rad,conjunctivitis,group51,"2c109e,1.0;5eaa5d,0.75;ade2b7,1.0"
dht_congestion_sorethroat_runnynose,,,2defe12750d537a17103f80dce73512c1e02592e03dfdd0120d7a3ca9e0d68eb77c67d9650acad729f86a0e6a24cd63b8f06d9c367e0cd62eb363429fa3cacb5,,,"Congestion, runny nose, sore throat",,"0,No;1,Yes;98, Don’t know;99, Prefer not to answer",,,,,,,,Symptoms,,,,,,,,,,,,,,RADx-DHT-global-code-book.csv,RADx-DHT,"congestion,runny nose,sore throat",group52,"7d5ede,0.74;bcb92e,0.74;dd6a27,0.85;ee684e,0.91"
acute_nasal,,,5650db9d1b3fe5fc6ebba36103f9b2aba4af9d509c92d3df27b7a38d962420692e058c9fb593bbe1e3f78d15834f83f99aea7c44b89767c98237bce0e37d5ede,,,Nasal congestion or runny nose,,"1, Yes | 0, No | 98, Don't know | 99, Prefer not to answer",,,,,,,tier2_ped,,,"Symptoms/Physical Findings

Which of the following acute COVID/MIS-C symptoms were experienced at any time point during current illness? ",radio,,,,,,,acute_symp,,,,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,"runny nose,nasal congestion",group52,"3cacb5,0.74"
acute_nasal_pe,,,6b3e1365337d14df7164fe653f9ee4875d7964ad563a7ca056f0aa0d2d2a4a3f21d105e9af6885ea35f04f6cee9d45260730d4f9417a7f748f89d80ababcb92e,,,Nasal congestion or runny nose,,"1, Yes | 0, No| 99, Prefer not to answer",,,,,,,tier2_ped,,,Which of the following acute symptoms were confirmed by physical exam?,radio,,,,,[acute_nasal] ='1' OR  [acute_nasal] ='0',,acute_pe,,,,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,"runny nose,nasal congestion",group52,"3cacb5,0.74"
covid_runnynose_2,|https://www.cdc.gov/screening/index.html|CDC COVID-19 Screening,,faf4d95657b8e9508225cffad3f50d06a9ddfc3cba8cc6ddf8e8553b3ac4ebc961541ddbd1f5e817f97c9f28a608a6d754cab2e063a8b97a38e13c997add6a27,,,"Sore throat, congestion or runny nose ",,"1, Yes | 0, No | 98, Don't know| 99, Prefer not to answer",,,,,,,symptoms,,,Current Symptoms,radio,,,,,,,covid_symptomlist,,,,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,"congestion,sore throat",group52,"3cacb5,0.85;2573e2,0.76"
sorethroat,"Are you currently experiencing any of the following symptoms in the past 24 hours? - Congestion, sore throat, runny nose",radio,2a2ceb13eebf249d2e5b29bfa842536a71c6b7b9adf680b3f3597f95efdfde37222736f1fe91fd61318304514217c4de6c89e37ef8541ac1d2c9b807cc2573e2,,,"Congestion, sore throat, runny nose",,"1, Yes | 2, No | 3, Don't know",,,,,,,,,,,,,,,,,,,,,,Demographics_and_Clinical.csv,RADx-DHT,"congestion,hour,symptom,runny nose,sore throat",group52,"dd6a27,0.76;ee684e,0.8"
covid_runnynose,,,28967b22417b9c0ad3d6efcd38455629109cff2b53a4813e1db440a3382c15fa7eb1e910c8fc63b9d88441d6c19f0b55ce3b80ccc7cc147f4bc69dd445ee684e,,,"Sore throat, congestion or runny nose",,"1, Yes | 0, No | 98, Don't know",,,,,,,,Symptoms,,,,,,,,,,,,,,RADx-UP-global-code-book.csv,RADx-UP,"congestion,runny nose,sore throat",group52,"3cacb5,0.91;2573e2,0.8"
abdominal_pain,,,7720d9c4829c8efe7359e3f360507c94d782f72d9deff0291615b321be060d81c9048281e697e05e07d665458ec09ee09052913267e17781b06134613c2a7804,,,Abdominal pain,,"1, Yes | 0, No",,,,,,,,Symptoms,,,,,,,,,,,,,,RADx-rad-global-code-book.csv,RADx-rad,abdominal pain,group53,"717c1a,0.81;4fbb6d,1.0;632094,1.0;e90496,1.0"
abdominal_pain,,,9c969f461acea1c4b5e93d0d1731c72b8da49687ad0f0e7a2a66b808699a763e834f829cba83329968ccda33f4a6ebe8968990067e913b8a2d31a3cc1fa4835f,,,Abdominal pain,,"1, Yes | 0, No",,,,,,,form_1,,,Symptoms ,radio,,,,,,,,,,,RADx-rad_MinimumCDE_REDCapDataDictionary_2021-04-08.csv,RADx-rad,abdominal pain,group53,"717c1a,0.81;4fbb6d,1.0;632094,1.0;e90496,1.0"
abdominal_pain,,,604c535738b838587f4a3c15a98868a595f0f0865a5d65a6941eb5b5a16941399ac1e4d517ba99a9abe81fc8e9ee0217a2f960fa3174ddec701871ab84063a68,,,Abdominal pain,,"1, Yes | 0, No",,,,,,,,,,Symptoms,radio,,,,,,,,RADx-rad Minimum CDE,,,RADx-rad_Data_Elements_Wastewater_V006.csv,RADx-rad,abdominal pain,group53,"717c1a,0.81;4fbb6d,1.0;632094,1.0;e90496,1.0"
dht_abdom_pain,,,3b167222083b4fdf2fae752f2c03b508f1308160e05d529e2206f9424990e77286bb703fd6aacb7aa2ecf4baecec0874444b4cd9b465c2a339493d61a3717c1a,,,Stomach or abdominal pain,,"0,No;1,Yes;98, Don’t know;99, Prefer not to answer",,,,,,,,Symptoms,,,,,,,,,,,,,,RADx-DHT-global-code-book.csv,RADx-DHT,"abdominal pain,stomach",group53,"2a7804,0.81;a4835f,0.81;063a68,0.81;4fbb6d,0.81;632094,0.81;e90496,0.81"
covid_abpain,,,63d4991a44999c4e22e273712b92fc534dd3473a6bbf782023cbded6b91811dcd375a82cf3cdcc2900ca846cdee98ae3ebb8554b3cdcadff5d419db2144fbb6d,,,Abdominal Pain,,"1, Yes | 0, No | 98, Don't know",,,,,,,,Symptoms,,,,,,,,,,,,,,RADx-UP-global-code-book.csv,RADx-UP,abdominal pain,group53,"2a7804,1.0;a4835f,1.0;063a68,1.0;717c1a,0.81"
acute_abpain_pe,,,873cd068366b78b7769663055833738e0d7183ecd1a9a6feaaa878e649b4d71723dc1e888696fcf88794e404e41b82af50273d6f17cd969315c9bbbe68632094,,,Abdominal pain,,"1, Yes | 0, No| 99, Prefer not to answer",,,,,,,tier2_ped,,,Which of the following acute symptoms were confirmed by physical exam?,radio,,,,,[acute_abpain] ='1' OR  [acute_abpain] ='0',,acute_pe,,,,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,abdominal pain,group53,"2a7804,1.0;a4835f,1.0;063a68,1.0;717c1a,0.81"
acute_abpain,,,0dab895ddb9ebe2a3895fcb7f4c7246a1d1b34f46a51fd3a09965c89c616e1c3129efb3baa901ab569873724115e159284d9ca943b09e395e009fc962ae90496,,,Abdominal pain,,"1, Yes | 0, No | 98, Don't know | 99, Prefer not to answer",,,,,,,tier2_ped,,,"Symptoms/Physical Findings

Which of the following acute COVID/MIS-C symptoms were experienced at any time point during current illness? ",radio,,,,,,,acute_symp,,,,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,abdominal pain,group53,"2a7804,1.0;a4835f,1.0;063a68,1.0;717c1a,0.81"
blockages_in_your_coronary,,select one,b97e0d45e91a25b9964f7fe8d205149585e20927d0c1c1be7f260550746ae17829e00b08985ce0cb819cf933515bbd0b51cb8adf6671f124c2dfe30404cea7ce,Your Medical Conditions,4,Coronary artery disease (blockages in your heart vessels) or angina (chest pain)?,true,Yes;No;Don't know,,,,,,,,,,,,,,,,,,,,,,survey_data_dictionary_origcopy.csv - Your Medical Conditions.csv,RADx-DHT,"coronary artery disease,heart vessel,angina,blockage,chest pain",group54,"400f02,1.0"
coronary_artery_disease,,,4d9339f3339af930ff8c33e0ab6da9c30395d4f678338875b20c1b6e338c2354c0f2e5e51b1e607d11616d0ef7d01362b386b043b7b40631073f6ac154400f02,,,Coronary artery disease (blockages in your heart vessels) or angina (chest pain)?,,"0,No|1,Yes|77,Dont Know|88,Refused/Na|99,Other",,,,,,,,Medical History,,,,,,,,,,,,,,RADx-TECH-global-code-book.csv,RADx-TECH,"coronary artery disease,heart vessel,angina,blockage,chest pain",group54,"cea7ce,1.0"
diarrhea,,,e27322f44befd236c828c43100c51bad28a78fd1e61600ea188f7529e61072c004a290e9ce282ff1e8b351ed6e4caf517da7198648a1387ed36e837b2b6b4eef,,,Diarrhea,,"1, Yes | 0, No",,,,,,,,,,Symptoms,radio,,,,,,,,RADx-rad Minimum CDE,,,RADx-rad_Data_Elements_Wastewater_V006.csv,RADx-rad,diarrhea,group55,"3f5492,1.0;5e3a48,1.0"
acute_diarrhea_pe,,,9f903f537424e193db75122210ec11b14fda2ff5b71e51154e40d61ed92b0c1d8ecc9d29b831ad24868318eaea8f63a86eda267c3cd050c3477e59d1ba3f5492,,,Diarrhea,,"1, Yes | 0, No| 99, Prefer not to answer",,,,,,,tier2_ped,,,Which of the following acute symptoms were confirmed by physical exam?,radio,,,,,[acute_diarrhea] ='1' OR  [acute_diarrhea] ='0',,acute_pe,,,,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,diarrhea,group55,"6b4eef,1.0;18caec,1.0"
diarrhea,,,3e2f8103e79152d021c640f9cd45922ef3a4a67055fa86224f79758c1121aed278d19b5b4c627a4b6f34a528bcca0d19d71dbee17797e7d1e42fc7552918caec,,,Diarrhea,,"1, Yes | 0, No",,,,,,,form_1,,,Symptoms ,radio,,,,,,,,,,,RADx-rad_MinimumCDE_REDCapDataDictionary_2021-04-08.csv,RADx-rad,diarrhea,group55,"3f5492,1.0;5e3a48,1.0"
acute_diarrhea,,,fe5b0830e930a28f02e19d446f0146fed64166a57fe4374d1531af5bd7938071b1c7d3e36c9c62b14fbd9f78818bf0ffb39b4ecdb1cd686019b37343fe5e3a48,,,Diarrhea,,"1, Yes | 0, No | 98, Don't know | 99, Prefer not to answer",,,,,,,tier2_ped,,,"Symptoms/Physical Findings

Which of the following acute COVID/MIS-C symptoms were experienced at any time point during current illness? ",radio,,,,,,,acute_symp,,,,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,diarrhea,group55,"6b4eef,1.0;18caec,1.0"
stroke,,select one,106ad40920676f7cfe4c17f554b31331de1d51f3762d6357231e116ff5964b42f8ff8d37dcd6d7a83258ad0ceb59c7adc7a947d836775b17352bacff31c084fb,Your Medical Conditions,4,Stroke or TIA (Transient Ischemic Attack or Mini-Stroke)?,true,Yes;No;Don't know,,,,,,,,,,,,,,,,,,,,,,survey_data_dictionary_origcopy.csv - Your Medical Conditions.csv,RADx-DHT,"tia,transient ischemic attack,stroke",group56,"525be9,1.0"
dht_stroke,,,4afbd9bd22ee068a279c609c9d49f616b5cd7b42d4deb34fd36ea0170bbc26d83fa202f6e5a4369fae9759e240b19e513ff306ff0c0e27a68fd1b959a35a7026,,,Stroke or TIA (Transient Ischemic Attack or Mini-Stroke)?,,"0,No;1,Yes;98, Don’t know;99, Prefer not to answer",,,,,,,,Medical History,,,,,,,,,,,,,,RADx-DHT-global-code-book.csv,RADx-DHT,"tia,transient ischemic attack,stroke",group56,"525be9,1.0"
stroke,,,edcfb3b9ef30c75e5aff274e6e40556d5eb75dfbe69ffaff6d85acf0d93e0696b2f33147fdafcca0ee64c26c2af3af2808d277dd863dd082d6d97baf0a525be9,,,Stroke or TIA (Transient Ischemic Attack or Mini-Stroke)?,,"0,No|1,Yes|77,Dont Know|88,Refused/Na|99,Other",,,,,,,,Medical History,,,,,,,,,,,,,,RADx-TECH-global-code-book.csv,RADx-TECH,"tia,transient ischemic attack,stroke",group56,"c084fb,1.0;5a7026,1.0"
hungry,,select one,44bd6e5aed32eee68fddb3926fce36022d1846ee1c3538137f3a341801a5c677ebf688095298792a1a604e4538c6fb2a567d1ff1838604fc454ec70b15986bed,Food Security,0," In the last 30 days, were you ever hungry but didn't eat because there wasn't enough money for food?",true,Yes;No,,,,,,,,,,,,,,,,,,,,,,survey_data_dictionary_origcopy.csv - Food Security.csv,RADx-DHT,"money,food,day",group57,"c6ed73,0.75;f87483,0.86"
fi_eat_less,PX270301,,dc98184a1e4efd232179db3928189cd2d9825c1c79ef3047246dbedac3fe0c2126e81ff8929fbef2b9ba1ad68c79fdd68b4d727fc04be782df9d12c911c6ed73,,,"In the last 12 months, did you ever eat less than you felt you should because there wasn't enough money to buy food?",,"1, Yes | 2, No | 98, Don't know | 99, Prefer not to answer",,,,,,,tier2_food_insecurity,,,"Food Insecurity:

I'm going to read you two statements that people have made about their food situation. 

Please tell me whether the statement was OFTEN, SOMETIMES, or NEVER true for (you/you and the other members of your household) in the last 12 months.",radio,,,,,[fi_change_diet]='1',,,,,,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,"month,money,food,px270301",group57,"986bed,0.75;39431b,0.9"
fi_hungry,PX270301,,fc70d72d93906b35717d1cd1a44698cbc6c4b82dc6f854b4a163e913579c9af5d20a4c05ab12371f0c48ffe7d2274a884471047713aeca87e2094beffff87483,,,"In the last 12 months, were you ever hungry but didn't eat because you couldn't afford enough food?",,"1, Yes | 2, No | 98, Don't know | 99, Prefer not to answer",,,,,,,tier2_food_insecurity,,,"Food Insecurity:

I'm going to read you two statements that people have made about their food situation. 

Please tell me whether the statement was OFTEN, SOMETIMES, or NEVER true for (you/you and the other members of your household) in the last 12 months.",radio,,,,,,,,,,,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,"month,food,px270301",group57,"986bed,0.86;39431b,0.72"
eat_less,,select one,b803f15c224973f4da664900303853881838e3a6b9ebb93aaa90f5e61f09f6d24b35142889264ba3d28c437a2cf8175c547f9c0f469bba0172250e168839431b,Food Security,0,"In the last 30 days, did you ever eat less than you felt you should because there wasn't enough money for food?",true,Yes;No,,,,,,,,,,,,,,,,,,,,,,survey_data_dictionary_origcopy.csv - Food Security.csv,RADx-DHT,"money,food,day",group57,"c6ed73,0.9;f87483,0.72"
fi_change_diet,PX270301,,8f7aaad344f2e6b543aa9cdd28925fa6d887db1cdb6b0f3e29d744338e4ba6f51e76621e6d02a61ece3b66e04ac8e46dd91747c98ebf813954d5af7f93a504e7,,,"In the last 12 months, since (date 12 months ago) did (you/you or other adults in your household) ever cut the size of your meals or skip meals because there wasn't enough money for food?",,"1, Yes | 2, No | 98, Don't know | 99, Prefer not to answer",,,,,,,tier2_food_insecurity,,,"Food Insecurity:

I'm going to read you two statements that people have made about their food situation. 

Please tell me whether the statement was OFTEN, SOMETIMES, or NEVER true for (you/you and the other members of your household) in the last 12 months.",radio,,,,,,,,,,,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,"adult,px270301,month,household,food,meal",group58,"50dc36,0.8"
skip_meals,,select one,d12fab0214ee13addfa4606d6f46735970ebcd6eeff39ed00392d362e75ad43cebfa76f514d147f3221ad3b79757b58b4e29853be0fdfe2dc09a9c719c50dc36,Food Security,0,"In the last 30 days, did you ever have to cut the size of your meals or skip meals because there wasn’t enough money for food?",true,"Yes, on 1 day;Yes, on 2 days;Yes, on 3 or more days;No",,,,,,,,,,,,,,,,,,,,,,survey_data_dictionary_origcopy.csv - Food Security.csv,RADx-DHT,"size,food,money,meal,day",group58,"a504e7,0.8"
vaccine_edu_post,,,fc3b364ce74dc7e31d7d4964748d75e2a3649dd2a15581be9f60c9af9908d125859506fee0a37663c2ee0dca60ea307a35bdfd4a2a1113579f2bb61f78322add,,,"After your vaccination, were you given information or brochures about the vaccine and/or COVID-19? ",,"1, Yes | 0, No | 98, Don't know | 99, Prefer not to answer",,,,,,,tier2_vaccine_acceptance,,,"In deciding whether to get the COVID-19 vaccine, how important are/were these statements to you ?  
1 = Not Important, 3 = Neutral,  5 = Very Important",radio,"This would include materials or discussions with your doctor, your library or church, a government health agency, university/college, or community health organization.",,,,[covid_vaccine] = '1',,,,,,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,"brochure,vaccine,information,vaccination",group59,"0a9171,0.77"
30171-covid_vaccine,COVID vaccine status,categorical,852f4ec354bf8667acca164805a9d4cab6e419374fc028d85029fd0b109508622f17159f0ece1c41686fd697877c797ccd0b571b0fafbf2a0c7fbe88e00a9171,,,Did you receive a vaccine for COVID-19?,true,"1, No; 2, Yes, both doses of a two-dose vaccine; 3, Yes, only the 1st dose of a two-dose vaccine; 4, Yes, one dose of a one-dose vaccine; 999, Prefer not to answer",,,,,,,Symptom Screening,,,,,,,,,,,,,,,COVIDCARE_survey_dictionary_v2_ForSubmission_MIT_Phase_II_2021-12-26.csv,RADx-DHT,"covid vaccine status,vaccine",group59,"322add,0.77;4c7066,0.75;8701f0,0.72"
vaccine_edu_pre,,,1eba5e0ae74d3e17273eb623df9b927cb2620ea6e8f20ae61674fa5b650697a6a37206ed68a40a8cba35501d539c8522014bf2cd6e5350e8e63d7db0544c7066,,,"Prior to your vaccination, were you given information or brochures about the vaccine and/or COVID-19?",,"1, Yes | 0, No | 98, Don't know | 99, Prefer not to answer",,,,,,,tier2_vaccine_acceptance,,,"In deciding whether to get the COVID-19 vaccine, how important are/were these statements to you ?  
1 = Not Important, 3 = Neutral,  5 = Very Important",radio,"This would include materials or discussions with your doctor, your library or church, a government health agency, university/college, or community health organization.",,,,[covid_vaccine] = '1',,,,,,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,"brochure,vaccine,information,vaccination",group59,"0a9171,0.75"
vaccine_requirement,,,0fb68ade8e8e508379cb5a1a9e6f0618856d4f3cd8d99a69bf08ac64aa974e583007dbf2694357bb644bf134515811604c5780e3df78660a3394322d5b8701f0,,,Is the vaccine required by your school or job?,,"1, Yes | 0, No | 98, Don't know | 99, Prefer not to answer",,,,,,,tier2_vaccine_acceptance,,,"In deciding whether to get the COVID-19 vaccine, how important are/were these statements to you ?  
1 = Not Important, 3 = Neutral,  5 = Very Important",radio,,,,,,,,,,,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,"job,school,vaccine",group59,"0a9171,0.72"
pcr_target,The PCR gene target used to quantify SARS-CoV-2,category,af1d1b7ba071b5dd6a9d4ec748febc599fd71e30ceb70a5f88570927af521c984f5290963fdf8910b32bac9110922270c8831145fae462afe8209cec7bb40b8f,,,,required,,,,,[none],,,,,,,,,,,,,,,,,None,NWSS-Data-Dictionary_v2_0_3_20210621.xlsx [Metadata].csv,Unknown Source,"pcr gene target,sar",group60,"e6fc40,0.77;947911,1.0"
pcr_type,The type of PCR used to quantify SARS-CoV-2,category,c26fc8aadbe66ee70ebdbb2e3cd60be8ea766eaeab01cf00c2e3a45424e7d0530f90c030d5dcb6cbc2ace33f63f2696ac75ebe4bb7b32bc75688d83f73f3b829,,,,required,,,,,[none],,,,,,,,,,,,,,,,,None,NWSS-Data-Dictionary_v2_0_3_20210621.xlsx [Metadata].csv,Unknown Source,"type,sar,pcr",group60,"e6fc40,1.0;947911,0.77"
pcr_type,,,7dcb6b716562198c75c180f2132ac9609b89ccaabc8233d45f4460ce8d7a9659237e431ecabd774b2217b9d9953ee25e47828b19dcccc813dcf5aacf63e6fc40,,,The type of PCR used to quantify SARS-CoV-2,,qpcr | ddpcr | qiagen dpcr | fluidigm dpcr | life technologies dpcr | raindance dpcr,,,,,,,,,,SARSCoV2 Quantification Method,category,,,,,,,,NWSS_DCIPHER_Data_Dictionary_v2.0.0_20210319,,,RADx-rad_Data_Elements_Wastewater_V006.csv,RADx-rad,"type,sar,pcr",group60,"b40b8f,0.77;f3b829,1.0"
pcr_target,,,d7891c1046738e2a87b3ae45a1983e5c2bff1e6e641724969e829e66279553d62a625197f3257dd712e4c5d04ae10becfa00573de291e54382ed9102b3947911,,,The PCR gene target used to quantify SARS-CoV-2,,n1 | n2 | n3 | e_sarbeco | n_sarbeco | rdrp_sarsr | niid_2019-ncov_n | rdrp gene / ncov_ip2 | rdrp gene / ncov_ip4 | taqpath n | taqpath s | orf1b | orf1ab | n1 and n2 combined,,,,,,,,,,SARSCoV2 Quantification Method,category,,,,,,,,NWSS_DCIPHER_Data_Dictionary_v2.0.0_20210319,,,RADx-rad_Data_Elements_Wastewater_V006.csv,RADx-rad,"pcr gene target,sar",group60,"b40b8f,1.0;f3b829,0.77"
quant_stan_type,,,350cf5b2492093fa0ca30b044f169e3b4e6b0499b798e0a66ad782b39f33688095365b492bbb5530575fc5080b80065b20284f4bb9000b3c5dd47c3e9048a44a,,,The type of nucleic acid used as a standard for SARS-CoV-2 quantification,,DNA | RNA,,,,,,,,,,SARSCoV2 Quantification Method,category,,,,,,,,NWSS_DCIPHER_Data_Dictionary_v2.0.0_20210319,,,RADx-rad_Data_Elements_Wastewater_V006.csv,RADx-rad,"standard,type,nucleic acid,sar",group61,"8eb6b1,1.0"
quant_stan_type,The type of nucleic acid used as a standard for SARS-CoV-2 quantification,category,c46df3f61ca505a0b5b0399ba904eee4067427c935e871605f7058eb6f8eb5f8a8baa5445fbf846dd5a811fb7f216b6d45e64b034319a97f34cfee0d358eb6b1,,,,required,,,,,[none],,,,,,,,,,,,,,,,,None,NWSS-Data-Dictionary_v2_0_3_20210621.xlsx [Metadata].csv,Unknown Source,"standard,type,nucleic acid,sar",group61,"48a44a,1.0"
wwtp_jurisdiction,,,9350fbef23248957784e6228f595ef94208f8579b3cf568bf8d9e4334bad0b8279b4484218d7661767a270709450636a3f81484bf5e33c52eb8df1801f800315,,,"State, DC, US territory, or Freely Associated State jurisdiction name (2-letter abbreviation) in which the wastewater treatment plant provided in 'wwtp_name' is located",,"AL, Alabama | AK, Alaska | AS, American Samoa | AZ, Arizona | AR, Arkansas | CA, California | CI, Chicago, IL | CO, Colorado | MP, Commonwealth of Northern Mariana Islands | CT, Connecticut | DE, Delaware | DC, District of Columbia | FM, Federated States of Micronesia | FL, Florida | GA, Georgia | GU, Guam | HI, Hawaii | HO, Houston, TX | ID, Idaho | IL, Illinois | IN, Indiana | IA, Iowa | KS, Kansas | KY, Kentucky | LC, Los Angeles County, CA | LA, Louisiana | ME, Maine | MD, Maryland | MA, Massachusetts | MI, Michigan | MN, Minnesota | MS, Mississippi | MO, Missouri | MT, Montana | NE, Nebraska | NV, Nevada | NH, New Hampshire | NJ, New Jersey | NM, New Mexico | NY, New York | NZ, New York City, NY | NC, North Carolina | ND, North Dakota | OH, Ohio | OK, Oklahoma | OR, Oregon | PA, Pennsylvania | PH, Philadelphia, PA | PR, Puerto Rico | MH, Republic of the Marshall Islands | PW, Republic of Palau | RI, Rhode Island | SC, South Carolina | SD, South Dakota | TN, Tennessee | TX, Texas | VI, U.S. Virgin Islands | UT, Utah | VT, Vermont | VA, Virginia | WA, Washington | WV, West Virginia | WI, Wisconsin | WY, Wyoming",,,,,,,,,,WWTP,radio,,,,,,,,NWSS_DCIPHER_Data_Dictionary_v2.0.0_20210319,,,RADx-rad_Data_Elements_Wastewater_V006.csv,RADx-rad,"wastewater treatment plant,state,freely associate state jurisdiction,letter abbreviation,territory",group62,"a424e6,1.0"
wwtp_jurisdiction,"State, DC, US territory, or Freely Associated State jurisdiction name (2-letter abbreviation) in which the wastewater treatment plant provided in 'wwtp_name' is located",category,621cea831f49f247e467459777825e1e640af9ac05db73e6e9cb1c6ab00e1ae0350894ffcb3668f6f00ac7d2d18fc9c36d7b41a6e1939d7983bc5a1988a424e6,,,,required,,,,,[none],,,,,,,,,,,,,,,,,None,NWSS-Data-Dictionary_v2_0_3_20210621.xlsx [Metadata].csv,Unknown Source,"wastewater treatment plant,state,freely associate state jurisdiction,letter abbreviation,territory",group62,"800315,1.0"
age,,,8dfff4d453558bc36635087e1e8a2b96bd494d00388f26c7734fdf0bb81544afa032638da2e72be2b0011f3d329c96afcae70e8cada0520be1f5b45941550703,,,What is your age?,,,,,,,,,,,,Age,integer,"Age in years. For babies less than 1 year old, write 0 as the age",,0,90,,,,RADx-rad Minimum CDE,,,RADx-rad_Data_Elements_Wastewater_V006.csv,RADx-rad,age,group63,"4ce622,1.0"
age,,,7f5d17a7a85465613681173476261f74e3831dec276da99d88da7fe519c14dae4d48ea6722b5fc79f405379773dcfed5c33d3323c5ceef298dec57010d7501ce,,,What is your age?,,text,,,,,,,,Age,"Age in years. For babies less than 1 year old, write 0 as the age",,,,,,,,,,,,,RADx-rad-global-code-book.csv,RADx-rad,age,group63,"4ce622,1.0"
dht_age,,,2284535a4e8e6eac7dfa2ee68f2c88464ea526f8a98687f7cd66d337fb2c3e73d74f3eda25fb842c1c128363710e5a46e2f9ebf4e88e92a6456e5bbe244ce622,,,What is your age?,,Age in years; de-identification per RADx guideline,,,,,,,,Age,,,,,,,,,,,,,,RADx-DHT-global-code-book.csv,RADx-DHT,age,group63,"550703,1.0;7501ce,1.0;4407f3,1.0"
age,,,ce36f26df9b74ffe9b34f110509b8cf79fd920909bf5b3803cc73f58bb64eea799641d318b8209e1df052e09cc9ad85d698c2da81206d0b431d64d5f2a4407f3,,,What is your age?,,,,,,,,,form_1,,,Age,text,"Age in years. For babies less than 1 year old, write 0 as the age",integer,0,120,,,,,,,RADx-rad_MinimumCDE_REDCapDataDictionary_2021-04-08.csv,RADx-rad,age,group63,"4ce622,1.0"
covid_test_name,,,61b6d91b00c312757a254aceb99eb294f1c0a60271f062662928dbadde7aea04598edfa9469a7cb732ac3a4dc6ae8a720946a7411e7586ed244fa73a8e45cd7d,,,Test manufacturer (or LDT) and test name,,,,,,,,,,,,Covid Testing,text,,,,,,,,RADx-UP Testing Core,,,RADxrad_COVID_Testing_Data_Elements_v000.xlsx [RADxrad_COVID_Testing_Data_Elem].csv,RADx-rad,"test manufacturer,test,ldt",group64,"1ef92f,0.88"
covid_test_name,From RADx-UP Testing Core,,82aa16645cd726959b4caa970eaf715fdb25b3e4aee27696fa26ed83c543f95025aa0c4bc7606e8a969c440b410063da433db3acc8fba08db4e552a6421ef92f,,,Test manufacturer (or LDT) and test name,,,,,,,,,covid_test,,,Accessibility to testing,text,,,,,,,,,,,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,"radx,test core,test manufacturer,test,ldt",group64,"45cd7d,0.88"
health_status,,,54bb744424128023e4dd4968bcd7c10a6132569e8b0fc597fe2aa44c0b35b356a48fb2026d8ff98369cef6711f71f98c1c31ddbbed8ad081ea06264475fbb0c4,,,"Would you say that (your) health in general is excellent, very good, good, fair or poor?",,"1, Excellent | 2, Very good | 3, Good | 4, Fair | 5, Poor",,,,,,,,,,Health Status,radio,,,,,,,,RADx-rad Minimum CDE,,,RADx-rad_Data_Elements_Wastewater_V006.csv,RADx-rad,health,group65,"e2a55a,0.9;e7da36,0.99"
