variable_name,description,datatype,Digest (variable_name|source_file|source_directory),survey_name,survey_version,label,required,value_constraints,Channel,seeAlso,question_id,units,unique,CDE,form_name,Concept,Comment,section_header,ui,field_note,pattern,min,max,branching_logic,Custom Alignment,Matrix Group Name,CDE Reference,Value Set,Dependent Fields,source_file,source_directory,categories
heart__max,Maximum of that day's minute-level HR values,double,5f7d950ad5dbffcbf2d57d93a08e54568d83969029eac92486194d8852f0a62579c51a5ac7803bf46bbe3844bbfd9043964c0a4174b9b2f0aa29207dff2e1bfe,,,,,,Heart,,,,,,,,,,,,,,,,,,,,,data_dictionary.xlsx [FBML Day Level].csv,RADx-DHT,"level hr value,day"
heart__mean,Mean of that day's minute-level HR values,double,45590f536f4fe46142c47cb7829526708ee7c044cbf562d4ead8c47539862ca6391a1f90bf579ac8924c9e74201ebf5e310e575056a5c0a389ed9efee26e6b2e,,,,,,Heart,,,,,,,,,,,,,,,,,,,,,data_dictionary.xlsx [FBML Day Level].csv,RADx-DHT,"level hr value,day"
heart__median,Median of that day's minute-level HR values,double,9369cf0f4512e749eeecf536e5134b6bce33dbae6987b32507bd8053a287dd2662d819dcbe780a1e9c6974b6feb14a4a1c3daf31f4b9cdc35403a0a017cc8cb4,,,,,,Heart,,,,,,,,,,,,,,,,,,,,,data_dictionary.xlsx [FBML Day Level].csv,RADx-DHT,"day,level hr value,median"
heart__min,Minimum of that day's minute-level HR values,double,3a844ec740b8322bc8100e3810ace4a569810d6637de5dbc0f83e8a5d966be65792d7a539bdbeff75d7d4b2a1a2f4e3e79984192f0ca05170334722d7a5919ad,,,,,,Heart,,,,,,,,,,,,,,,,,,,,,data_dictionary.xlsx [FBML Day Level].csv,RADx-DHT,"minimum,level hr value,day"
heart__peaks,The number of HR peaks times 1440 divided by the number of non-missing HR values. Where a peak is defined as a relative maximum value within a the HR series after it has been smoothed by taking a rolling 30 minute average.,double,2d3cc88fd67eb6c6106a7d4dc8fb76fb7245b17aaa3fef9a25fbcfe142b1cc99825f50d455271670fc6c6eec108ef52d4daa92dffc6dc2f42d9b37c62e9b8d43,,,,,,Heart,,,,,,,,,,,,,,,,,,,,,data_dictionary.xlsx [FBML Day Level].csv,RADx-DHT,"hr peak time,relative maximum value,minute average,peak,hr series"
heart__peaks_gt_125_perc_median,The number of peaks greater than 1.25 times the median HR times 1440 divided by the number of non-missing HR values,double,3ae179ca0e60660ae98678c855d565ab2cbd90f309f03174345090ac818e3bf37c3d476849b8a489a78d40c83377b9cf12df36500250904e2ceef39a7dbe55f5,,,,,,Heart,,,,,,,,,,,,,,,,,,,,,data_dictionary.xlsx [FBML Day Level].csv,RADx-DHT,"peak,median hr time,time,number"
heart__peaks_gt_150_perc_median,The number of peaks greater than 1.5 times the median HR times 1440 divided by the number of non-missing HR values,double,573513035e482deedae1f9855579bc5d5f5d9a61214f7847f316720068b2996b5e423a92d5c4b98733533105d236b69accce1ee0bcf457cc859cfe557832c2d9,,,,,,Heart,,,,,,,,,,,,,,,,,,,,,data_dictionary.xlsx [FBML Day Level].csv,RADx-DHT,"peak,median hr time,time,number"
heart__quant_05th,The 5th quantile of HR data,double,848b3903d5eb6cf9eaa4d9d97ef9794952b21e63b2df17b7dff47349c97c9ca27006d14de529216db61065f59b8b1c5428f2f769b0b0fa9ad37ca7ae5e3b9cba,,,,,,Heart,,,,,,,,,,,,,,,,,,,,,data_dictionary.xlsx [FBML Day Level].csv,RADx-DHT,"5th quantile,hr datum"
heart__quant_25th,The 25th quantile of HR data,double,14c155e60492b6007fb5ce39e7357682d385551701b6b8b75e288bc8d7fc9697329f8575758655ee53100636b0aee0b2dd952a2a622bbdb705e9b0ab525c0ce5,,,,,,Heart,,,,,,,,,,,,,,,,,,,,,data_dictionary.xlsx [FBML Day Level].csv,RADx-DHT,"25th quantile,hr datum"
heart__quant_75th,The 75th quantile of HR data,double,4e1bc6360e34832686c8e28f02933a4938bebfac0f7d6234ad3a57643e7ea53654344dadd8b03669d30c1eefe93d2fce92481538a1eec8fe074a3102e518ea0c,,,,,,Heart,,,,,,,,,,,,,,,,,,,,,data_dictionary.xlsx [FBML Day Level].csv,RADx-DHT,"75th quantile,hr datum"
heart__quant_95th,The 95th quantile of HR data,double,77c29d636846dbc8332063422344547e1d3191cab14e29055150506ddcaa0642d250f7cc6db9c15d616165df32df336f2ae686d5fc98420a9bf35aef89c5a87a,,,,,,Heart,,,,,,,,,,,,,,,,,,,,,data_dictionary.xlsx [FBML Day Level].csv,RADx-DHT,"95th quantile,hr datum"
heart__resting_heart_rate,https://dev.fitbit.com/build/reference/web-api/heart-rate/,double,f3afa80b752b6e65414246ee158151a0696146e8e3e216f13858e8a19bd742d76cf46b294fe3754e8ec4a933146f7decbb5b6b5473e8ed701c2397e26fef9adc,,,,,,Heart,,,,,,,,,,,,,,,,,,,,,data_dictionary.xlsx [FBML Day Level].csv,RADx-DHT,
heart__std,Standard deviation of that day's minute-level HR values,double,a423babe882d8350fefefa396f1cc7f0643a351d32021e02aac646001bcc7c7711d73cdf64c1b80d430dbd9f2c07c5ba46dcb3ecc304bfa7370871120c93f1b9,,,,,,Heart,,,,,,,,,,,,,,,,,,,,,data_dictionary.xlsx [FBML Day Level].csv,RADx-DHT,"standard deviation,level hr value,day"
heart_attack,,,d396aac92fa43c01166d011aa8a6e60d24505835d5e2a11c764e607a9ebc133c174657153925bc95844bf6bc1c15b7fe2022a68ced296b9cfc20dba8c77b285f,,,A heart attack (myocardial infarction)?,,"0,No|1,Yes|77,Dont Know|88,Refused/Na|99,Other",,,,,,,,Medical History,,,,,,,,,,,,,,RADx-TECH-global-code-book.csv,RADx-TECH,"heart attack,myocardial infarction"
heart_attack,,select one,69a66e8ef3c7ef206fedf908a7f934713514cd62edcd5cf2999b7779d56f9194b3d683276927c4c2f1ae8a24be0e26dd343b784fae413cc9030632ea8110f1c3,Your Medical Conditions,4,A heart attack (myocardial infarction)?,true,Yes;No;Don't know,,,,,,,,,,,,,,,,,,,,,,survey_data_dictionary_origcopy.csv - Your Medical Conditions.csv,RADx-DHT,"heart attack,myocardial infarction"
heart_failure,,,3cd5a3623c751bbeffddc73788143e8a4c6faf3f6c7e8bfc45bd02c7e659c541a139ebbc28cf72754f00e060f053266231624c8471d5017f00b41e083a57c2ac,,,Heart failure,,"0, No| 1, Yes| 99, Prefer not to answer",,,,,,,tier2_ped,,,Significant underlying medical conditions at the time of COVID-19 testing or diagnosis:,radio,,,,,,,,,,,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,heart failure
heart_rate,,,1fac368b3ae9ea4fe5e3cbb028925559f6500d4979d059e679a559be017c1fab68255cd74664ca397e27d0e14b430aa63d4e5bd97f1d178dec9f0eb78a188f4d,,,Heart rate (beats/min),,,,,,,,,tier2_ped,,,Vital Signs,text,,number,30,220,,,,,,,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,"min,beat,heart rate"
heart_rate__not_moving__max,Maximum daily heart rate during minutes with no activity,double,456618eafbe94e4a36fae87ce46289c46fea24a3137ba3e19daffa2287c146a6893dabfa479aa7daa5e1b0bb0545c3b702ce8d83ef0d277fc88a6c23a3c1e2b1,,,,,,Heart,,,,,,,,,,,,,,,,,,,,,data_dictionary.xlsx [Wearable Model Features].csv,RADx-DHT,"minute,activity,maximum daily heart rate"
heart_rate__perc_50th,50th percentile daily heart rate,double,0255e834b3bda342489ca75dbdba201303b42cbec309bf00a67abc48655ec58482523a7111981271600e36e1291a586bf9da0d810b895b432e5c2a7f118f0f37,,,,,,Heart,,,,,,,,,,,,,,,,,,,,,data_dictionary.xlsx [Wearable Model Features].csv,RADx-DHT,50th percentile daily heart rate
heart_rate__resting_heart_rate,Daily resting heart rate derived from Fitbit source,double,fc5593b658ed3df66be2b17851240005c26db95b3ffa7964716f5a5079546bf493d813d6183270a3a92a9ce13830744288b7fcd4a1082a296b93a72ff9c1d52c,,,,,,Heart,,,,,,,,,,,,,,,,,,,,,data_dictionary.xlsx [Wearable Model Features].csv,RADx-DHT,"daily,fitbit source,heart rate"
heartrate_bpm,A quantity sample type that measures the user’s heart rate.,double,386d57db264065397d20419c168818421c286c34b73f2963957d45e351267ca98c959476e82c7f0695e4cbf58d15683c57bb5241586d6f25c2736a76c2bf67fa,,,,,,,https://developer.apple.com/documentation/healthkit/hkquantitytypeidentifier/1615138-heartrate,,,,,,,,,,,,,,,,,,,,data_dictionary.xlsx [Apple Watch Intraday Heart Rate].csv,RADx-DHT,"quantity sample type,heart rate,user"
heartratezones[array].caloriesout,Total estimated calories expended within participant's Heart Rate Zone array,double,8b6538fd7aa8c9c95f8cd0a6ddbd7018d2653a9cd48979604279bf4306ed786174cd09c5169eda3bd5dfa6bb436d979d4c45c35d0744e889882c9d87e86c98d3,,,,,,,https://dev.fitbit.com/build/reference/web-api/activity/,,,,,,,,,,,,,,,,,,,,data_dictionary.xlsx [Fitbit Activity Records].csv,RADx-DHT,"heart rate zone array,participant,calorie"
heartratezones[array].caloriesout,Total estimated calories expended within participant's Heart Rate Zone array,double,ed5007fa22e2ca423e70d46c6612194fa583e5c22bb579e802fc525449c859446ef962621a0f5730a2134a550ef234189acc93da31c6550323df8bbb82cc668a,,,,,,,https://dev.fitbit.com/build/reference/web-api/heart-rate/,,,,,,,,,,,,,,,,,,,,data_dictionary.xlsx [Fitbit Intraday Heart Rate].csv,RADx-DHT,"heart rate zone array,participant,calorie"
heartratezones[array].max,Maximum Heart Rate Reached within participant's Heart Rate Zone array,long,5d8466b6e60fba58cf7568e76ab906705b7def101e7bffb91b964c0174cf7c06a09299ff1bb2ad81f51f9f8655cda17226b82020949c3c0cd2775e66466ba9c7,,,,,,,https://dev.fitbit.com/build/reference/web-api/heart-rate/,,,,,,,,,,,,,,,,,,,,data_dictionary.xlsx [Fitbit Intraday Heart Rate].csv,RADx-DHT,"heart rate zone array,participant,maximum heart rate"
heartratezones[array].max,Maximum Heart Rate Reached within participant's Heart Rate Zone array,long,629020d46d5ab8f284c9ff0e1dca072edec7165f08d09d2b09e943d52031d2ff4e7d9f4d5b409579eba53365d241ad70f89f676e9c687e7931e732f8f2e85c96,,,,,,,https://dev.fitbit.com/build/reference/web-api/activity/,,,,,,,,,,,,,,,,,,,,data_dictionary.xlsx [Fitbit Activity Records].csv,RADx-DHT,"heart rate zone array,participant,maximum heart rate"
heartratezones[array].min,Minimum Heart Rate Reached within participant's Heart Rate Zone array,long,6421edf23176961112ee7768f9475a12b644e705476f32a9ba5f793fab069c347a0308d61867e0dfca33b2c618ecf44ba2cfcf662757d106ba7eef5007528f5b,,,,,,,https://dev.fitbit.com/build/reference/web-api/heart-rate/,,,,,,,,,,,,,,,,,,,,data_dictionary.xlsx [Fitbit Intraday Heart Rate].csv,RADx-DHT,"heart rate zone array,minimum heart rate,participant"
heartratezones[array].min,Minimum Heart Rate Reached within participant's Heart Rate Zone array,long,d7f3cfb7e9326f9e360ea82d3836a981d7130d65b9c8f469a29081dee0680d7e1f5239b1a081a53526e4f740a78b73d381671114f2a0508ad1e05432d898a3f4,,,,,,,https://dev.fitbit.com/build/reference/web-api/activity/,,,,,,,,,,,,,,,,,,,,data_dictionary.xlsx [Fitbit Activity Records].csv,RADx-DHT,"heart rate zone array,minimum heart rate,participant"
heartratezones[array].minutes,Total minutes within Heart Rate Zone array,long,4acf323dfd9e63276ca2dbfb1ebcead3f0b597e800740af3f85b27494f61445313862ed6ff4f82545460e5a8cafbfdb71506b7eea759f8accbabb1f3483aadfb,,,,,,,https://dev.fitbit.com/build/reference/web-api/heart-rate/,,,,,,,,,,,,,,,,,,,,data_dictionary.xlsx [Fitbit Intraday Heart Rate].csv,RADx-DHT,"heart rate zone array,total minute"
heartratezones[array].minutes,Total minutes within Heart Rate Zone array,long,f1994b60f6fd38b73c126d5f9ad87603621b0fa24a086de49090229ddaac70f86ebf73e4cb8968c4b80fbc91ac7f99f3e81e5746857e335202b7c3a7a616b233,,,,,,,https://dev.fitbit.com/build/reference/web-api/activity/,,,,,,,,,,,,,,,,,,,,data_dictionary.xlsx [Fitbit Activity Records].csv,RADx-DHT,"heart rate zone array,total minute"
heartratezones[array].name,Name of Heart Rate Zone array ,string,9c725f21e6075365df7075d6e4caef3358f5c3b9a86e6ba599c51d35b015a52bfda6b6caa3ebe0a176b0cb1a7d2e4f50626a344dc6d6b3162db5adcf18025697,,,,,,,https://dev.fitbit.com/build/reference/web-api/activity/,,,,,,,,,,,,,,,,,,,,data_dictionary.xlsx [Fitbit Activity Records].csv,RADx-DHT,heart rate zone array
heartratezones[array].name,"Name of Heart Rate Zone array. Possible Values: {'Cardio', 'Fat Burn', 'Peak', 'Out of Range'}",string,1fb9b630280ed69859fec22b08bc6a747b0ffba82a7ba882bef013ff4dc61bc5d49e77c854689d72ff03401203c1c563df8b8e48b1119b0f4c804c454afbd141,,,,,,,https://dev.fitbit.com/build/reference/web-api/heart-rate/,,,,,,,,,,,,,,,,,,,,data_dictionary.xlsx [Fitbit Intraday Heart Rate].csv,RADx-DHT,"cardio,fat burn,heart rate zone array,peak,possible value"
height,,double,60eef74bf26cd1bd6ac81777fc86680597ac500a122eefae7cb660faf253ac2b0648a549307910d9a6be8c6bcddefed12628efb63d121c8e10e0ff0bccd3be4e,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,data_dictionary.xlsx [C19EX - Screener].csv,RADx-DHT,
height,,integer,923167737d2ac700d19fbc3d1c1fb89a9b2af74007653a6d7ff60849bf942391494352123b3e4c4cd8383def2d7e17e33b2f9c226f7dfff45ee8158407a1e29c,Baseline Survey,7,What is your height in inches?,true,|inches,,,,,,,,,,,,,,,,,,,,,,survey_data_dictionary_origcopy.csv - Baseline Survey.csv,RADx-DHT,"inch,height"
height,,integer,e0b3b71ac4b90700644147393e29bf3ab0bdd3aef7375a8b5ce26f731c7a00c3226e2ee4ede9ae888a7f94ff3eb2bb7e99f025e905a7333a5777ec25078e1c35,Largest Gathering and Height/Weight,0,What is your height in inches?,true,|inches,,,,,,,,,,,,,,,,,,,,,,survey_data_dictionary_origcopy.csv - Largest Gathering and Height Weight.csv,RADx-DHT,"inch,height"
height,Height of participant,categorical,3458a9d4f46b242df67384f95506423985b5505f675d27677bd10bd5bd533404a8b3d5416ca91c280a02dfd022825221e0b36e22bf77a35467c11d75a162c023,,," ""Please provide your height""",,"4'5""-5'6""; 5'7"" - 6'; over 6'",,,,feet and inches,,,,,,,,,,,,,,,,,,NIH_Consent_Demographic_Data_Dictionary_MIT_Sep09_origcopy.xlsx [Sheet1].csv,RADx-DHT,"participant,height"
height,Height of participant,text,b1ed052da53ea39e91233a1a3c34b6a5a205b2508404f0bf7f2e951441f14ffb2970e39e52e2a55047adcaf5f4e48350d1fc314abc49f06ef0ad330e56311662,,,10. Height (inches),,,,,,,,,,,,,,,,,,,,,,,,Demographics_and_Clinical.csv,RADx-DHT,"participant,inch,height"
height_embedding,height in feet and inches,,22cce3551e2cc61e1e5422ddbd82faa7bbe4fbaf411fa5800da1d019b38ec633fbab31cf9826b3bd5f42faea033dd6762db08fb8cdf831043c51f6fc3ffed144,,,"<div class=""rich-text-field-label""><table style=""border-collapse: collapse; width: 100%; height: 36px;"" border=""0""> <tbody> <tr style=""border-style: none;""> <td style=""width: 60%; height: 36px;"">What is your height?</td> <td style=""height: 36px; width: 32.2489%;"" colspan=""3"">{height_feet} feet<br />{height_inches} in</td> </tr> </tbody> </table></div>",,,,,,,,,form_1,,,Health status,descriptive,,,,,,,,,,,RADx-rad_MinimumCDE_REDCapDataDictionary_2021-04-08.csv,RADx-rad,"width,inch,collapse,foot,36px,height"
height_feet,,,14bfc74033585c95e9203d4a420a731e600ca8691ff4c3e8cfcf1faf6f519e728976072b9710488a3011a44634f9deaedaad19e5e07121ba40847656ca865fe3,,,Height Feet,,"1, 1 | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 | 7, 7 | 8, 8",,,,foot,,,,,,Health Status,dropdown,,,,,,,,RADx-rad Minimum CDE,,,RADx-rad_Data_Elements_Wastewater_V006.csv,RADx-rad,height foot
height_feet,,,31cae3b8943ec09b458f09d9d01b7bc74f338b6c7da85a3ada352f0530dd92cc610af80cb9a3b969b7ba2462569b8c3efb9a27df42ddf973bd84da24d4e62d51,,,Height Feet,,"1, 1 | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 | 7, 7 | 8, 8",,,,,,,form_1,,,Health status,dropdown,,,,,,,,,,,RADx-rad_MinimumCDE_REDCapDataDictionary_2021-04-08.csv,RADx-rad,height foot
height_feet;height_inches,,,2b1a620300172c41184176fced8336ce103f2b33245e45ec577d6f62e32cc430f75154e5e6bf1e8a83ba9cc4abee5dfa7366b6fcdba06c54bdd4fd61834a35c6,,,Height Feet;Height Inches,,,,,,,,,,Health Status,Weight in pounds,,,,,,,,,,,,,RADx-rad-global-code-book.csv,RADx-rad,
height_inches,,,78f9cd605763fdacb47fae77f404813e300052df1935188d2c7677da379120b0882a6a248ceee00e76b8e86e182f6ddc720422f33b8a2a759e07f653e02d5350,,,Height Inches,,"0, 0 | 1, 1 | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 | 7, 7 | 8, 8 | 9, 9 | 10, 10 | 11, 11",,,,inch,,,,,,Health Status,dropdown,,,,,,,,RADx-rad Minimum CDE,,,RADx-rad_Data_Elements_Wastewater_V006.csv,RADx-rad,height inch
height_inches,,,c48d68b294b2fed92a7598fe2a8abd8d70d5972b3d5b6713135e39e69193aadefc2bd8c815b66eb8707757d34d0b9fd39cf78d39878e6860844d6702e7cbdb33,,,Height Inches,,"0, 0 | 1, 1 | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 | 7, 7 | 8, 8 | 9, 9 | 10, 10 | 11, 11",,,,,,,form_1,,,Health status,dropdown,,,,,,,,,,,RADx-rad_MinimumCDE_REDCapDataDictionary_2021-04-08.csv,RADx-rad,height inch
heparin,,,f31cc5c6334667188c1d04a54ac00cd0390fff384ec974ea915f86475380b91aa26ca7b9579d2d9bbb97317beeb4b68c5d13bc69c7db09b03b1d1894c658b82f,,,Heparin,,"1, Yes | 0, No |4, Not reported |98, Don't know| 99, Prefer not to answer",,,,,,,tier2_ped,,,"Treatment 

What medications did the patient take or receive to treat Acute COVID-19/MIS-C/Long COVID (PASC)?",radio,,,,,,,medications,,,,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,heparin
heroin_use_2,,,f1515e6cc81a0f19844121ed6a5ae845b7eb288dda774fd4a83550f5e940c90ac27e68ac6102dc11884400ff2585e7fbc87572abfb3133dac924cfb7848e8151,,,Heroin,,"1, Daily or almost daily|2, About once or twice per week|3, About once per month|4, Rarely (less than once per month)|5, Never| 99, Prefer not to answer",,,,,,,tier2_drug_use,,,How often have you used each of the following drugs?,radio,,,,,[idrug_use_2] = 1,,,,,,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,heroin
hi_coverage_type,,,416007cb1ca481db20c18e870d7095efa7cb570f9e4c694ebdcdad633317f0f0e379d9685d31d14fc2ed92fd5fdc4d272aed0738b1b1c35fb7b7cb6bb7f1c38b,,,What is the primary kind of health insurance or health care plan that you have now?,,"0, I do NOT have health insurance| 1, Private (purchased directly or through Employment)| 2, Public (Medicare, Medicaid, Tricare) | 98, Don't know | 99, Prefer not to answer",,,,,,,,Insurance Status,,,,,,,,,,,,,,RADx-UP-global-code-book.csv,RADx-UP,"primary kind,health care plan,health insurance"
hi_coverage_type,Adapted for CEAL Program from DMACS COVID 19 Survey. https://detroitsurvey.umich.edu/COVID 19-survey-and-resources/.  Further simplified.,,8ec9bd8399de8bd6c9f7ac80c32c6c1c5e0dd6c2c7227eb4d316d3bf383526561f6bb436edf7884017710849990146606fc7c22a08a44bef817aedfec2b0bd61,,,What is the primary kind of health insurance or health care plan that you have now?,,"0, I do NOT have health insurance| 1, Private (purchased directly or through Employment)| 2, Public (Medicare, Medicaid, Tricare) | 98, Don't know | 99, Prefer not to answer",,,,,,,housing_employment_and_insurance,,,Employment,radio,"Exclude plans that pay for only one type of 
Service (such as, nursing home care, accidents, 
family planning, or dental care) and plans that 
only provide extra cash when hospitalized.
",,,,,,,,,,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,"primary kind,health care plan,dmacs covid,ceal program,health insurance,survey"
hi_loss_covid,,,86b70763f23130fd4385e581098bd813b089ce96e6979e082734127b1150d09d50e41929c90e4691dedfcf1368a2d22ac3d296d322f88ff37fd023988c013e15,,,Did you lose health coverage because of the COVID-19 pandemic?,,"1, Yes | 0, No | 98, Prefer not to answer | 99, Don't know",,,,,,,housing_employment_and_insurance,,,Employment,radio,,,,,,,,,,,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,health coverage
high_dose_hook_effect,,,2f125c18f15e44e8dea8c8377996db2b1d817c36f73c1171023428c0852ca479bdbf37ccea5913deded9378263b6fac2d0dd16db540c5b15d7093931c50d9d74,,,Description of high dose hook effect.,,,,,,,,,,,,Analytical Performance,text,Example: No high dose hook effect was observed when the Ellume COVID-19 Home Test was tested with up to a concentration of 106.43 TCID 50 /mL of heat inactivated SARS-CoV-2 virus (USA-WA1/2020 Isolate). Source: https://www.fda.gov/media/144592/download.,,,,,,,https://www.olink.com/faq/what-is-the-high-dose-hook-effect/,,,Performance_Metrics_Data_Element_Template_v000.xlsx [RADxrad_Data_Element_Template_v].csv,RADx-rad,"high dose hook effect,description"
high_risk_cond_v2,Medical History,checkbox,dcc2e6562c0a2f9cd89b1c1137fc7dc53e682dd247e1a3e432284c92dce24dcf0f964406d7c785205579d12def9e90a7bb09d7fde2238e02e6bdec85fb63d471,,,Indicate the subject's medical history by checking all appropriate boxes. ,,"1, Cancer | 2, Chronic kidney disease | 3, Chronic obstructive pulmonary disease | 4, Immunocompromised state from solid organ transplant | 5, Immunocompromised state from blood of bone marrow transplant, immune deficencies, HIV, corticosteroid use, or other immune weakening medications | 6, BMI >30 | 7, Serious heart conditions (i.e., heart failure, CAD, cardiomyopathies) | 8, Sickle cell disease | 9, Type 2 diabetes | 10, Type 1 diabetes | 11, Asthma (moderate-to-severe) | 12, Cerebrovascular disease | 13, Cystic Fibrosis | 14, Hypertension | 15, Neurologic conditions (i.e., dementia) | 16, Liver disease | 17, Pregnancy | 18, Pulmonary disease | 19, History of smoking | 20, Thalassemia",,,,,,,,,,,,,,,,,,,,,,Demographics_and_Clinical.csv,RADx-DHT,"appropriate box,subject,medical history"
high_temp,,,fc7d582f72ee413321e793fe33eae73a5acb2172d1c19603e8d101a6044c23d64310c8b92f94c6fbfc08df4473e792e9551f3225fa1606ad1d8e1dc1fda33657,,,A temperature greater than 100.4 °F,,"0,No|1,Yes|77,Dont Know|88,Refused/Na|99,Other",,,,,,,,Symptoms,,,,,,,,,,,,,,RADx-TECH-global-code-book.csv,RADx-TECH,temperature
highstressdurationinseconds,The portion of the user’s stress duration where the measured stress score was in the high range (76-100).,double,a7e74a59f5af21b434f4e6b39a998157699c9135e108afbee57248f36d4ab6ff4c33676c30b169b74bb40cd120e13aad54e922e2653d211086d4c7457bad9f9d,,,,,,,,,,,,,,,,,,,,,,,,,,,data_dictionary.xlsx [Garmin Intraday Dailies (Heart ].csv,RADx-DHT,"portion,stress score,stress duration,high range,user"
hispanic,,select one,4dfacecfcb57c86c9fbe54d513b40d74b4b42ad69a4cef68b583831eddd30d142c27a3b75d62feac658eeb6307f9b26dd4e5e77ec7b973a74fc69f1d45b93215,Demographics Survey,5,"Are you of Hispanic, Latino or Spanish origin or ancestry?",true,"No;Yes: Mexican, Mexican American or Chicano;Yes: Puerto Rican;Yes: Cuban;Yes: Other or Mixed Hispanic, Latino or Spanish origin;Don't know;Prefer not to state",,,,,,,,,,,,,,,,,,,,,,survey_data_dictionary_origcopy.csv - Demographics Survey.csv,RADx-DHT,"latino,spanish origin,ancestry"
hiv,,,6135ac37050be31efdcf8fc07eb2da847b889123660f92cf31ec071933feec7ae45d550b3015507cf6b2c923fe0f0e78bead4e620d5a9d92d4b6f90cae4560de,,,Chronic HIV infection?,,"0,No|1,Yes|77,Dont Know|88,Refused/Na|99,Other",,,,,,,,Medical History,,,,,,,,,,,,,,RADx-TECH-global-code-book.csv,RADx-TECH,chronic hiv infection
hiv,,select one,39a6827382e6dd6d493daee8b999044fbe0eb78c6efbbfccbe4d242f1f3e10792dd2ec96e01fa4bf4d170e559853efccf490bc99c9dde30d775c56f2d49f39d5,Your Medical Conditions,4,Chronic HIV infection?,true,Yes;No;Don't know,,,,,,,,,,,,,,,,,,,,,,survey_data_dictionary_origcopy.csv - Your Medical Conditions.csv,RADx-DHT,chronic hiv infection
hlthstat_date_mdy,Note: Maximum expected day = Current day.,,12aedad524fdfabe1fd0904117d61d5b1b6c3c1d32c971c375ec9f52926f7d02422d170c0ed9753162c0b777471e646ffc081d5557228652d6f2a51d945e9b6b,,,Date of Health Status Collection,,,,,,,,,health_status,,,Conditions,text,MM/DD/YYYY,date_mdy,01/01/1900,,,,,,,,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,"date,maximum,current day"
home_phone,,,ab09e5a7eadc26b9663425e4827b28e6c9ff0b3e491ace448855e4be2eb965e38ca1f9fd8e410e6b8a73074b27feac40b861577ac522156c1d00b0a9043a7fdd,,,Home Phone,,,,,,,,,identity,,,About you,text,,phone,,,,,,,,,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,home phone
hosp_admit,,date,1c975afee1f6ca37333c18eb0428ed05612dd68a4c5bf7fbd6f05c5203adc93e48c3b783737819b3b0283d96b01baf837fc85c9b4cc138f34767d179144d7ad8,Hospitalization Survey,1,"When were you discharged from the hospital (if more than one time, use most recent)?",true,|MM/DD/YYYY,,,,,,,,,,,,,,,,,,,,,,survey_data_dictionary_origcopy.csv - Hospitalization Survey.csv,RADx-DHT,"hospital,time"
hosp_admittedlastthreemonth,,select one,215485cf7b3d54379ae3d591fcb4525169442432fe544a15db426ee805b5eaa35cbfd8896dcbec1e24786ab54b1aeba432806d876fbd6b0b41b24deab0651c5a,Hospitalization Survey,1,Have you been hospitalized (had an overnight stay in a hospital) in the past month or since the last time you answered?,true,Yes;No,,,,,,,,,,,,,,,,,,,,,,survey_data_dictionary_origcopy.csv - Hospitalization Survey.csv,RADx-DHT,"past month,hospital,overnight stay,time"
hosp_howmany,,integer,22828657d95dd4ce2d20a123ee6ca8644d97b86d3c93a892b1785bbe3c47aca9a280868b14003bb71899f09d93aa401ab1b3fc19ade5b4576eef00f386823ac8,Hospitalization Survey,1,How many days did you spend in the hospital over the past 30 days?,true,|days,,,,,,,,,,,,,,,,,,,,,,survey_data_dictionary_origcopy.csv - Hospitalization Survey.csv,RADx-DHT,"hospital,day"
hosp_mainreason,,select one,ef0181248168c8681299dca16cc2bad67bbe77897a22423872eb74f43299be0bcd9bb97441d21ee9a1f21d94a9ebaa3524b76b90b870e748556bf169244c2314,Hospitalization Survey,1,What was the main reason for your most recent hospitalization (you can look at the papers you received at discharge from the hospital)?,true,Suspected COVID-19 infection;Asthma;Chronic obstructive pulmonary disease;Pneumonia;Common flu;Heart attack;Arrhythmias;Other,,,,,,,,,,,,,,,,,,,,,,survey_data_dictionary_origcopy.csv - Hospitalization Survey.csv,RADx-DHT,"recent hospitalization,main reason,paper,discharge,hospital"
