Digest (variable_name|source_file|source_directory),variable_name,description,datatype,survey_name,survey_version,label,required,value_constraints,Channel,seeAlso,question_id,units,unique,CDE,form_name,section_header,ui,field_note,pattern,min,max,branching_logic,Custom Alignment,Matrix Group Name,CDE Reference,Value Set,Dependent Fields,source_file,source_directory,categories,related_group
d4ac40507caf7110a0d9e9ff051e1d1fbd614bec4278afc979dd2ef61f0a374f6182baf7a11adcb4a8972b634b57aeabbbe0318b00ef76d86e950a74b0a969a0,we_d_like_to_know_more_about_the_symptoms_you_experienced_looking_back_over_the_past_7_days3__nasal_congestion_having_a_stuffy_nose_or_a_runny_nose__2_days_ago,"We?d like to know more about the symptoms you experienced. Looking back over the past 7 days, please indicate on which days you felt the following symptoms. | Nasal congestion (having a stuffy nose) or a runny nose | 2 days ago",text,,,,,"[""""2_days_ago""""]",,,,,,,,,,,,,,,,,,,,survey__baseline_survey_origcopy.csv,RADx-DHT,"stuffy nose,nasal congestion,symptom,day",group46
6b3e1365337d14df7164fe653f9ee4875d7964ad563a7ca056f0aa0d2d2a4a3f21d105e9af6885ea35f04f6cee9d45260730d4f9417a7f748f89d80ababcb92e,acute_nasal_pe,,,,,Nasal congestion or runny nose,,"1, Yes | 0, No| 99, Prefer not to answer",,,,,,,tier2_ped,Which of the following acute symptoms were confirmed by physical exam?,radio,,,,,[acute_nasal] ='1' OR  [acute_nasal] ='0',,acute_pe,,,,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,"nasal congestion,runny nose",group46
faf4d95657b8e9508225cffad3f50d06a9ddfc3cba8cc6ddf8e8553b3ac4ebc961541ddbd1f5e817f97c9f28a608a6d754cab2e063a8b97a38e13c997add6a27,covid_runnynose_2,|https://www.cdc.gov/screening/index.html|CDC COVID-19 Screening,,,,"Sore throat, congestion or runny nose ",,"1, Yes | 0, No | 98, Don't know| 99, Prefer not to answer",,,,,,,symptoms,Current Symptoms,radio,,,,,,,covid_symptomlist,,,,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,"runny nose,congestion,sore throat",group46
da606432d899a06e8f2fb833a684bd7bca505c432c27516c2f0e7c7b5e0cecac2bb4ce53efd75595f8e0d00cf79b0406722ec93698546de67812c5709836636e,we_d_like_to_know_more_about_the_symptoms_you_experienced_looking_back_over_the_past_7_days3__nasal_congestion_having_a_stuffy_nose_or_a_runny_nose__6_days_ago,"We?d like to know more about the symptoms you experienced. Looking back over the past 7 days, please indicate on which days you felt the following symptoms. | Nasal congestion (having a stuffy nose) or a runny nose | 6 days ago",text,,,,,"[""""6_days_ago""""]",,,,,,,,,,,,,,,,,,,,survey__weekly_survey_origcopy.csv,RADx-DHT,"stuffy nose,nasal congestion,symptom,day",group46
4e7443519e88d68a7f9aa62a99b5c4532bb3b4f94529b30137978a0d5e215210e1db4f857ee10f74f9a10fd9a43e1789866ed8a66345f4d77a7540a0cad259a8,covid_nausea_2,|https://www.cdc.gov/screening/index.html|CDC COVID-19 Screening | modified to 1 week based on feedback from RADx-UP projects,,,,"Feeling sick to your stomach or vomiting, diarrhea",,"1, Yes | 0, No | 98, Don't know| 99, Prefer not to answer",,,,,,,symptoms,Current Symptoms,radio,,,,,,,covid_symptomlist,,,,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,"radx,stomach,vomit,project,diarrhea,week,feedback",group47
6aad9db216f8adc53f30eab4b279adf53db0d68191331061e5f97d40cae128976306433ac25a843dd22a676dc01c7a382f638b37114d9ad82c9757f7cee0f809,gisympt,"Are you currently experiencing any of the following symptoms in the past 24 hours?- Feeling sick to your stomach, vomiting, diarrhea",radio,,,"Feeling sick to your stomach, vomiting, diarrhea",,"1, Yes | 2, No | 3, Don't know",,,,,,,,,,,,,,,,,,,,Demographics_and_Clinical.csv,RADx-DHT,"diarrhea,stomach,symptom,vomit",group47
873cd068366b78b7769663055833738e0d7183ecd1a9a6feaaa878e649b4d71723dc1e888696fcf88794e404e41b82af50273d6f17cd969315c9bbbe68632094,acute_abpain_pe,,,,,Abdominal pain,,"1, Yes | 0, No| 99, Prefer not to answer",,,,,,,tier2_ped,Which of the following acute symptoms were confirmed by physical exam?,radio,,,,,[acute_abpain] ='1' OR  [acute_abpain] ='0',,acute_pe,,,,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,abdominal pain,group48
9c969f461acea1c4b5e93d0d1731c72b8da49687ad0f0e7a2a66b808699a763e834f829cba83329968ccda33f4a6ebe8968990067e913b8a2d31a3cc1fa4835f,abdominal_pain,,,,,Abdominal pain,,"1, Yes | 0, No",,,,,,,form_1,Symptoms ,radio,,,,,,,,,,,RADx-rad_MinimumCDE_REDCapDataDictionary_2021-04-08.csv,RADx-rad,abdominal pain,group48
0dab895ddb9ebe2a3895fcb7f4c7246a1d1b34f46a51fd3a09965c89c616e1c3129efb3baa901ab569873724115e159284d9ca943b09e395e009fc962ae90496,acute_abpain,,,,,Abdominal pain,,"1, Yes | 0, No | 98, Don't know | 99, Prefer not to answer",,,,,,,tier2_ped,"Symptoms/Physical Findings

Which of the following acute COVID/MIS-C symptoms were experienced at any time point during current illness? ",radio,,,,,,,acute_symp,,,,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,abdominal pain,group48
50752b57e7e1dd663fc9226523dd457e6b201de5fd55f6a63a7906b0529d80b91837356ca441d5a41e311ede6e62e5677b20cc5fefea6d34d864af343e88ce51,acute_chestpain_pe,,,,,Chest pain,,"1, Yes | 0, No| 99, Prefer not to answer",,,,,,,tier2_ped,Which of the following acute symptoms were confirmed by physical exam?,radio,,,,,[acute_chestpain] ='1' OR  [acute_chestpain] ='0',,acute_pe,,,,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,chest pain,group49
4bca500c8700292dd0ad58d90ca3b2d0a87080c2712bb14777de7dc4c76063944e6338b86b73f5349b182aa4d5112fd1250463cf5351c609c496e60cda2868a7,32591-symptoms_ill_4,(If applicable) The participant indicates this was a first symptom related to: Chest pain,categorical,,,Did you experience this symptom first? Chest pain,FALSE,"0, Not Selected or Not Provided; 1, Selected or Yes",,,,,,,Symptom Screening,,,,,,,,,,,,,COVIDCARE_survey_dictionary_v2_ForSubmission_MIT_Phase_II_2021-12-26.csv,RADx-DHT,"participant,chest pain,symptom",group49
b97e0d45e91a25b9964f7fe8d205149585e20927d0c1c1be7f260550746ae17829e00b08985ce0cb819cf933515bbd0b51cb8adf6671f124c2dfe30404cea7ce,blockages_in_your_coronary,,select one,Your Medical Conditions,4,Coronary artery disease (blockages in your heart vessels) or angina (chest pain)?,TRUE,Yes;No;Don't know,,,,,,,,,,,,,,,,,,,,survey_data_dictionary_origcopy.csv - Your Medical Conditions.csv,RADx-DHT,"blockage,coronary artery disease,chest pain,heart vessel,angina",group49
ed0cac73b8467656856b508c38afecf6ea3d6705de1c73ba0592247d26b15aa300205398d7205fb4ccd3ba0764030e92484ab7ba6a258460a7f5c5a907aafbd2,acute_chestpain,,,,,Chest pain,,"1, Yes | 0, No | 98, Don't know | 99, Prefer not to answer",,,,,,,tier2_ped,"Symptoms/Physical Findings

Which of the following acute COVID/MIS-C symptoms were experienced at any time point during current illness? ",radio,,,,,,,acute_symp,,,,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,chest pain,group49
d094923250bd71e79c0f64de5fb5ef1f7e083d8fa990edfa508fc63cf2de42f7af82587a73e4bf36ff3039f6a8e17ae8428f3fd5911fee43b7294d0ee09fe19a,covid_fever_2,|https://www.cdc.gov/screening/index.html|CDC COVID-19 Screening,,,,Fever or chills,,"1, Yes | 0, No | 98, Don't know| 99, Prefer not to answer",,,,,,,symptoms,Current Symptoms,radio,,,,,,,covid_symptomlist,,,,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,chill,group50
7bbf3aa43ee641a5159c6bccdfd8fc58476e63bf697d4673068ceb0ac2fb5d56915d65d668add3cb82f630f69a9a022b9dcb05dcd56f9721b3f68abcb115f42d,fever,Are you currently experiencing any of the following symptoms in the past 24 hours? -Fever or chills,radio,,,Fever or chills,,"1, Yes | 2, No | 3, Don't know",,,,,,,,,,,,,,,,,,,,Demographics_and_Clinical.csv,RADx-DHT,"hour,symptom,chill",group50
9f903f537424e193db75122210ec11b14fda2ff5b71e51154e40d61ed92b0c1d8ecc9d29b831ad24868318eaea8f63a86eda267c3cd050c3477e59d1ba3f5492,acute_diarrhea_pe,,,,,Diarrhea,,"1, Yes | 0, No| 99, Prefer not to answer",,,,,,,tier2_ped,Which of the following acute symptoms were confirmed by physical exam?,radio,,,,,[acute_diarrhea] ='1' OR  [acute_diarrhea] ='0',,acute_pe,,,,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,diarrhea,group51
fe5b0830e930a28f02e19d446f0146fed64166a57fe4374d1531af5bd7938071b1c7d3e36c9c62b14fbd9f78818bf0ffb39b4ecdb1cd686019b37343fe5e3a48,acute_diarrhea,,,,,Diarrhea,,"1, Yes | 0, No | 98, Don't know | 99, Prefer not to answer",,,,,,,tier2_ped,"Symptoms/Physical Findings

Which of the following acute COVID/MIS-C symptoms were experienced at any time point during current illness? ",radio,,,,,,,acute_symp,,,,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,diarrhea,group51
e27322f44befd236c828c43100c51bad28a78fd1e61600ea188f7529e61072c004a290e9ce282ff1e8b351ed6e4caf517da7198648a1387ed36e837b2b6b4eef,diarrhea,,,,,Diarrhea,,"1, Yes | 0, No",,,,,,,,Symptoms,radio,,,,,,,,RADx-rad Minimum CDE,,,RADx-rad_Data_Elements_Wastewater_V006.csv,RADx-rad,diarrhea,group51
dc98184a1e4efd232179db3928189cd2d9825c1c79ef3047246dbedac3fe0c2126e81ff8929fbef2b9ba1ad68c79fdd68b4d727fc04be782df9d12c911c6ed73,fi_eat_less,PX270301,,,,"In the last 12 months, did you ever eat less than you felt you should because there wasn't enough money to buy food?",,"1, Yes | 2, No | 98, Don't know | 99, Prefer not to answer",,,,,,,tier2_food_insecurity,"Food Insecurity:

I'm going to read you two statements that people have made about their food situation. 

Please tell me whether the statement was OFTEN, SOMETIMES, or NEVER true for (you/you and the other members of your household) in the last 12 months.",radio,,,,,[fi_change_diet]='1',,,,,,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,"px270301,month,food,money",group52
fc70d72d93906b35717d1cd1a44698cbc6c4b82dc6f854b4a163e913579c9af5d20a4c05ab12371f0c48ffe7d2274a884471047713aeca87e2094beffff87483,fi_hungry,PX270301,,,,"In the last 12 months, were you ever hungry but didn't eat because you couldn't afford enough food?",,"1, Yes | 2, No | 98, Don't know | 99, Prefer not to answer",,,,,,,tier2_food_insecurity,"Food Insecurity:

I'm going to read you two statements that people have made about their food situation. 

Please tell me whether the statement was OFTEN, SOMETIMES, or NEVER true for (you/you and the other members of your household) in the last 12 months.",radio,,,,,,,,,,,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,"px270301,month,food",group52
44bd6e5aed32eee68fddb3926fce36022d1846ee1c3538137f3a341801a5c677ebf688095298792a1a604e4538c6fb2a567d1ff1838604fc454ec70b15986bed,hungry,,select one,Food Security,0,"In the last 30 days, were you ever hungry but didn't eat because there wasn't enough money for food?",TRUE,Yes;No,,,,,,,,,,,,,,,,,,,,survey_data_dictionary_origcopy.csv - Food Security.csv,RADx-DHT,"day,food,money",group52
b803f15c224973f4da664900303853881838e3a6b9ebb93aaa90f5e61f09f6d24b35142889264ba3d28c437a2cf8175c547f9c0f469bba0172250e168839431b,eat_less,,select one,Food Security,0,"In the last 30 days, did you ever eat less than you felt you should because there wasn't enough money for food?",TRUE,Yes;No,,,,,,,,,,,,,,,,,,,,survey_data_dictionary_origcopy.csv - Food Security.csv,RADx-DHT,"day,food,money",group52
8f7aaad344f2e6b543aa9cdd28925fa6d887db1cdb6b0f3e29d744338e4ba6f51e76621e6d02a61ece3b66e04ac8e46dd91747c98ebf813954d5af7f93a504e7,fi_change_diet,PX270301,,,,"In the last 12 months, since (date 12 months ago) did (you/you or other adults in your household) ever cut the size of your meals or skip meals because there wasn't enough money for food?",,"1, Yes | 2, No | 98, Don't know | 99, Prefer not to answer",,,,,,,tier2_food_insecurity,"Food Insecurity:

I'm going to read you two statements that people have made about their food situation. 

Please tell me whether the statement was OFTEN, SOMETIMES, or NEVER true for (you/you and the other members of your household) in the last 12 months.",radio,,,,,,,,,,,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,"meal,household,adult,month,px270301,food",group52
d12fab0214ee13addfa4606d6f46735970ebcd6eeff39ed00392d362e75ad43cebfa76f514d147f3221ad3b79757b58b4e29853be0fdfe2dc09a9c719c50dc36,skip_meals,,select one,Food Security,0,"In the last 30 days, did you ever have to cut the size of your meals or skip meals because there wasn’t enough money for food?",TRUE,"Yes, on 1 day;Yes, on 2 days;Yes, on 3 or more days;No",,,,,,,,,,,,,,,,,,,,survey_data_dictionary_origcopy.csv - Food Security.csv,RADx-DHT,"meal,size,day,money,food",group52
e5162fbad30e02e3856ae66ab023baa773f1ec71d5752da2a4d821428bbe13ebb11d40f55d8a2d0d7a0b68ec2ea05ae4fb69f9f2620eb9973a096b58ca442a8b,pcr_nucleic_acid_type,,,,,type of nucleic acid targeted in the assay,,RNA | DNA,,,,,,,,PCR metadata,category,,,,,,,,,,,PCR_Data_Element_Template_v000.xlsx [RADxrad_Data_Element_Template_v].csv,RADx-rad,"type,nucleic acid,assay",group53
350cf5b2492093fa0ca30b044f169e3b4e6b0499b798e0a66ad782b39f33688095365b492bbb5530575fc5080b80065b20284f4bb9000b3c5dd47c3e9048a44a,quant_stan_type,,,,,The type of nucleic acid used as a standard for SARS-CoV-2 quantification,,DNA | RNA,,,,,,,,SARSCoV2 Quantification Method,category,,,,,,,,NWSS_DCIPHER_Data_Dictionary_v2.0.0_20210319,,,RADx-rad_Data_Elements_Wastewater_V006.csv,RADx-rad,"type,sar,nucleic acid,standard",group53
c46df3f61ca505a0b5b0399ba904eee4067427c935e871605f7058eb6f8eb5f8a8baa5445fbf846dd5a811fb7f216b6d45e64b034319a97f34cfee0d358eb6b1,quant_stan_type,The type of nucleic acid used as a standard for SARS-CoV-2 quantification,category,,,,required,,,,,[none],,,,,,,,,,,,,,,None,NWSS-Data-Dictionary_v2_0_3_20210621.xlsx [Metadata].csv,Unknown Source,"type,sar,nucleic acid,standard",group53
af1d1b7ba071b5dd6a9d4ec748febc599fd71e30ceb70a5f88570927af521c984f5290963fdf8910b32bac9110922270c8831145fae462afe8209cec7bb40b8f,pcr_target,The PCR gene target used to quantify SARS-CoV-2,category,,,,required,,,,,[none],,,,,,,,,,,,,,,None,NWSS-Data-Dictionary_v2_0_3_20210621.xlsx [Metadata].csv,Unknown Source,"sar,pcr gene target",group54
c26fc8aadbe66ee70ebdbb2e3cd60be8ea766eaeab01cf00c2e3a45424e7d0530f90c030d5dcb6cbc2ace33f63f2696ac75ebe4bb7b32bc75688d83f73f3b829,pcr_type,The type of PCR used to quantify SARS-CoV-2,category,,,,required,,,,,[none],,,,,,,,,,,,,,,None,NWSS-Data-Dictionary_v2_0_3_20210621.xlsx [Metadata].csv,Unknown Source,"type,sar,pcr",group54
d7891c1046738e2a87b3ae45a1983e5c2bff1e6e641724969e829e66279553d62a625197f3257dd712e4c5d04ae10becfa00573de291e54382ed9102b3947911,pcr_target,,,,,The PCR gene target used to quantify SARS-CoV-2,,n1 | n2 | n3 | e_sarbeco | n_sarbeco | rdrp_sarsr | niid_2019-ncov_n | rdrp gene / ncov_ip2 | rdrp gene / ncov_ip4 | taqpath n | taqpath s | orf1b | orf1ab | n1 and n2 combined,,,,,,,,SARSCoV2 Quantification Method,category,,,,,,,,NWSS_DCIPHER_Data_Dictionary_v2.0.0_20210319,,,RADx-rad_Data_Elements_Wastewater_V006.csv,RADx-rad,"sar,pcr gene target",group54
7dcb6b716562198c75c180f2132ac9609b89ccaabc8233d45f4460ce8d7a9659237e431ecabd774b2217b9d9953ee25e47828b19dcccc813dcf5aacf63e6fc40,pcr_type,,,,,The type of PCR used to quantify SARS-CoV-2,,qpcr | ddpcr | qiagen dpcr | fluidigm dpcr | life technologies dpcr | raindance dpcr,,,,,,,,SARSCoV2 Quantification Method,category,,,,,,,,NWSS_DCIPHER_Data_Dictionary_v2.0.0_20210319,,,RADx-rad_Data_Elements_Wastewater_V006.csv,RADx-rad,"type,sar,pcr",group54
621cea831f49f247e467459777825e1e640af9ac05db73e6e9cb1c6ab00e1ae0350894ffcb3668f6f00ac7d2d18fc9c36d7b41a6e1939d7983bc5a1988a424e6,wwtp_jurisdiction,"State, DC, US territory, or Freely Associated State jurisdiction name (2-letter abbreviation) in which the wastewater treatment plant provided in 'wwtp_name' is located",category,,,,required,,,,,[none],,,,,,,,,,,,,,,None,NWSS-Data-Dictionary_v2_0_3_20210621.xlsx [Metadata].csv,Unknown Source,"state,freely associate state jurisdiction,wastewater treatment plant,letter abbreviation,territory",group55
9350fbef23248957784e6228f595ef94208f8579b3cf568bf8d9e4334bad0b8279b4484218d7661767a270709450636a3f81484bf5e33c52eb8df1801f800315,wwtp_jurisdiction,,,,,"State, DC, US territory, or Freely Associated State jurisdiction name (2-letter abbreviation) in which the wastewater treatment plant provided in 'wwtp_name' is located",,"AL, Alabama | AK, Alaska | AS, American Samoa | AZ, Arizona | AR, Arkansas | CA, California | CI, Chicago, IL | CO, Colorado | MP, Commonwealth of Northern Mariana Islands | CT, Connecticut | DE, Delaware | DC, District of Columbia | FM, Federated States of Micronesia | FL, Florida | GA, Georgia | GU, Guam | HI, Hawaii | HO, Houston, TX | ID, Idaho | IL, Illinois | IN, Indiana | IA, Iowa | KS, Kansas | KY, Kentucky | LC, Los Angeles County, CA | LA, Louisiana | ME, Maine | MD, Maryland | MA, Massachusetts | MI, Michigan | MN, Minnesota | MS, Mississippi | MO, Missouri | MT, Montana | NE, Nebraska | NV, Nevada | NH, New Hampshire | NJ, New Jersey | NM, New Mexico | NY, New York | NZ, New York City, NY | NC, North Carolina | ND, North Dakota | OH, Ohio | OK, Oklahoma | OR, Oregon | PA, Pennsylvania | PH, Philadelphia, PA | PR, Puerto Rico | MH, Republic of the Marshall Islands | PW, Republic of Palau | RI, Rhode Island | SC, South Carolina | SD, South Dakota | TN, Tennessee | TX, Texas | VI, U.S. Virgin Islands | UT, Utah | VT, Vermont | VA, Virginia | WA, Washington | WV, West Virginia | WI, Wisconsin | WY, Wyoming",,,,,,,,WWTP,radio,,,,,,,,NWSS_DCIPHER_Data_Dictionary_v2.0.0_20210319,,,RADx-rad_Data_Elements_Wastewater_V006.csv,RADx-rad,"state,freely associate state jurisdiction,wastewater treatment plant,letter abbreviation,territory",group55
61b6d91b00c312757a254aceb99eb294f1c0a60271f062662928dbadde7aea04598edfa9469a7cb732ac3a4dc6ae8a720946a7411e7586ed244fa73a8e45cd7d,covid_test_name,,,,,Test manufacturer (or LDT) and test name,,,,,,,,,,Covid Testing,text,,,,,,,,RADx-UP Testing Core,,,RADxrad_COVID_Testing_Data_Elements_v000.xlsx [RADxrad_COVID_Testing_Data_Elem].csv,RADx-rad,"test manufacturer,ldt,test",group56
82aa16645cd726959b4caa970eaf715fdb25b3e4aee27696fa26ed83c543f95025aa0c4bc7606e8a969c440b410063da433db3acc8fba08db4e552a6421ef92f,covid_test_name,From RADx-UP Testing Core,,,,Test manufacturer (or LDT) and test name,,,,,,,,,covid_test,Accessibility to testing,text,,,,,,,,,,,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,"radx,ldt,test",group56
fc5593b658ed3df66be2b17851240005c26db95b3ffa7964716f5a5079546bf493d813d6183270a3a92a9ce13830744288b7fcd4a1082a296b93a72ff9c1d52c,heart_rate__resting_heart_rate,Daily resting heart rate derived from Fitbit source,double,,,,,,Heart,,,,,,,,,,,,,,,,,,,data_dictionary.xlsx [Wearable Model Features].csv,RADx-DHT,"heart rate,fitbit source,daily",group57
1fac368b3ae9ea4fe5e3cbb028925559f6500d4979d059e679a559be017c1fab68255cd74664ca397e27d0e14b430aa63d4e5bd97f1d178dec9f0eb78a188f4d,heart_rate,,,,,Heart rate (beats/min),,,,,,,,,tier2_ped,Vital Signs,text,,number,30,220,,,,,,,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,"min,heart rate,beat",group57
54bb744424128023e4dd4968bcd7c10a6132569e8b0fc597fe2aa44c0b35b356a48fb2026d8ff98369cef6711f71f98c1c31ddbbed8ad081ea06264475fbb0c4,health_status,,,,,"Would you say that (your) health in general is excellent, very good, good, fair or poor?",,"1, Excellent | 2, Very good | 3, Good | 4, Fair | 5, Poor",,,,,,,,Health Status,radio,,,,,,,,RADx-rad Minimum CDE,,,RADx-rad_Data_Elements_Wastewater_V006.csv,RADx-rad,health,group58
d619a746d453b2fb96a929b895b2ff6a1e1f0d3277745be691c73bc2fb29c8a36f195526ecb920e8f78988ab676c790b4d61e6a97d3bac90b55a93e21de2a55a,health,self rated health status,radio,,,"Would you say your health in general is excellent, very good, good, fair, or poor?",,"1, Excellent | 2, Very good | 3, Good | 4, Fair | 5, Poor | 7, Refused | 9, Don't know",,,,,,,,,,,,,,,,,,,,Demographics_and_Clinical.csv,RADx-DHT,"health status,health,self",group58
f3693f6234840ddc9c0fcbe3ea7ec6483ff38d1d76dd7466bfc982a9eb8661c04820880adbde33342ecddf9f46493f37bdc1fd1f0025d01b8ceed5c599674a68,self_rpt_hlth_stat_asses,PX770101. This question 'self_reported_health_status_assessment' can also be submitted with the variable name synonym 'self_rpt_hlth_stat_asses'.,,,,"Would you say your health in general is excellent, very good, good, fair, or poor?",,"1, Excellent | 2, Very good | 3, Good | 4, Fair | 5, Poor | 99, Prefer not to answer | 98, Don't know",,,,,,,health_status,Self-reported Health,radio,,,,,,,,,,,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,"px770101,variable synonym,health,self_rpt_hlth_stat_asse,question,self_reported_health_status_assessment",group58
bfad7c7fc6bfae259bf03b733eaa68d4c4e83dcba8c05ae9615564912d15626378277b58d5686e1dccd9630fc003492b2fc403f6ee463137957face95fa7e52f,covid_test_result_other,,,,,Other test result,,,,,,,,,,Covid Testing,text,,,,,"[covid_test_result] = ""90""",,,RADx-UP Testing Core,,,RADxrad_COVID_Testing_Data_Elements_v000.xlsx [RADxrad_COVID_Testing_Data_Elem].csv,RADx-rad,test result,group59
a62e77734e7ce05279ee4a588115257cbd87739def96b6350ec63fb2a3a432fd02c1452114260771444fd9c29a76e1ca63f7859c156715da3c2290e3fbdbeea5,covid_test_result,,,,,Test result,,"1, Positive | 2, Negative | 3, Failed | 4, Lost | 90, Other",,,,,,,,Covid Testing,radio,,,,,,,,RADx-UP Testing Core,,,RADxrad_COVID_Testing_Data_Elements_v000.xlsx [RADxrad_COVID_Testing_Data_Elem].csv,RADx-rad,test result,group59
a63544b3810ff5a56081c755a88bdd9645df97da6509c86b3a265185f525b882de1a5d0748d1aa1a6b65972f8552ad2b8ef5344548ec1ef7940ce0b02dfd0519,hum_frac_target_chem_ref,,,,,"A publication, website, or brief description of the chemical compound specified in 'hum_frac_target_chem'",,,,,,,,,,SARSCoV2 Quantification Method,text,,,,,,,,NWSS_DCIPHER_Data_Dictionary_v2.0.0_20210319,,,RADx-rad_Data_Elements_Wastewater_V006.csv,RADx-rad,"publication,chemical compound,brief description,website",group60
2c441693094df6027c10fd206219fb73eb7dea5d1369567649ded268f56d854fffa5f1d895f13ba015e4c5d11e36ba4d06f2aa5a92874e289e593dc0673721ee,hum_frac_target_chem_ref,"A publication, website, or brief description of the chemical compound specified in 'hum_frac_target_chem'",string,,,,not required,,,,,[none],,,,,,,,,,,,,,"[string];
[empty]","If 'hum_frac_chem_conc' has a non-empty value, then this must have a non-empty value",NWSS-Data-Dictionary_v2_0_3_20210621.xlsx [Metadata].csv,Unknown Source,"publication,chemical compound,brief description,website",group60
faa69694e0aff8ab973b2be1fd7473bff71c8a1c29f13f6170fa5d40659ba9887acbc94aa59acb380effd0b019400e03d5590fe2d5bb2c766b34a61ce1eeddcd,pcr_target_ref,,,,,"A publication, website, or brief description of the PCR gene target used",,,,,,,,,,SARSCoV2 Quantification Method,text,,,,,,,,NWSS_DCIPHER_Data_Dictionary_v2.0.0_20210319,,,RADx-rad_Data_Elements_Wastewater_V006.csv,RADx-rad,"publication,brief description,pcr gene target,website",group60
e781792184fea384d8bb58dca73be27639715fc49c4caeb3d13d48ab3656085838a73be976c980fa73e4418b84f228bfa28d2a8221f01765dccb3d1a77f4175a,other_norm_ref,"A publication, website, or brief description of the target or compound specified in 'other_norm_name'",string,,,,not required,,,,,[none],,,,,,,,,,,,,,"[string];
[empty]","If 'other_norm_conc' has a non-empty value, then this must have a non-empty value",NWSS-Data-Dictionary_v2_0_3_20210621.xlsx [Metadata].csv,Unknown Source,"publication,website,compound,target,brief description",group60
e09d1a0288fd2f65342cadc00a54e02989fd74064d863ebe7e6043e2bdef4b2fa186d0fcb7f6aa9627aeef8d83c7dd7bf30c4ff4a29097adecc8b3202347f4e0,hum_frac_target_mic_ref,"A publication, website, or brief description of the microbial target specified in 'hum_frac_target_mic'",string,,,,not required,,,,,[none],,,,,,,,,,,,,,"[string];
[empty]","If 'hum_frac_mic_conc' has a non-empty value, then this must have a non-empty value",NWSS-Data-Dictionary_v2_0_3_20210621.xlsx [Metadata].csv,Unknown Source,"publication,brief description,microbial target,website",group60
0ea09c77f396888fd9862d35f62a68fe70cfb83d9436ff045faca505c6b5ab6555630bbf98bf0559bde1f91cf96750ae8bf9d9c2a87ae53b4f321e9b2e6d1fce,stan_ref,,,,,"A publication, website, or brief description of the quantitative standard material used",,,,,,,,,,SARSCoV2 Quantification Method,text,,,,,,,,NWSS_DCIPHER_Data_Dictionary_v2.0.0_20210319,,,RADx-rad_Data_Elements_Wastewater_V006.csv,RADx-rad,"quantitative standard material,brief description,publication,website",group60
6c3d0f9f07c8a68a95dbb4827a164ae424e0655437a461c74297efcde3789670d172ef5b0fdfc517cac2e1e9f49e0dfbfa3f1252a5b5b36763700541c2d6abdf,other_norm_ref,,,,,"A publication, website, or brief description of the target or compound specified in 'other_norm_name'",,,,,,,,,,SARSCoV2 Quantification Method,text,,,,,,,,NWSS_DCIPHER_Data_Dictionary_v2.0.0_20210319,,,RADx-rad_Data_Elements_Wastewater_V006.csv,RADx-rad,"publication,website,compound,target,brief description",group60
ada5e749e900f4ec6f63dbb53f958684355c7f1fef510c4680a55a06a5679dd3a15f47beee0ea2c1225f8256f4840485b4fc11c4f60990ca248494f5b8b00f0d,hum_frac_target_mic_ref,,,,,"A publication, website, or brief description of the microbial target specified in 'hum_frac_target_mic'",,,,,,,,,,SARSCoV2 Quantification Method,text,,,,,,,,NWSS_DCIPHER_Data_Dictionary_v2.0.0_20210319,,,RADx-rad_Data_Elements_Wastewater_V006.csv,RADx-rad,"publication,brief description,microbial target,website",group60
57a2fcfc4fd463deb9cb4c237a6925f84207522821c95addb52043eef20ae8304248640c966793e91ef59916f67e62a2ad764cfca2b2d7b22665b3a7b235b2b5,stan_ref,"A publication, website, or brief description of the quantitative standard material used",string,,,,required,,,,,[none],,,,,,,,,,,,,,[string],None,NWSS-Data-Dictionary_v2_0_3_20210621.xlsx [Metadata].csv,Unknown Source,"quantitative standard material,brief description,publication,website",group60
