Digest (variable_name|source_file|source_directory),variable_name,description,datatype,survey_name,survey_version,label,required,value_constraints,Channel,seeAlso,question_id,units,unique,CDE,form_name,section_header,ui,field_note,pattern,min,max,branching_logic,Custom Alignment,Matrix Group Name,CDE Reference,Value Set,Dependent Fields,source_file,source_directory,categories,related_group,matches
d12fab0214ee13addfa4606d6f46735970ebcd6eeff39ed00392d362e75ad43cebfa76f514d147f3221ad3b79757b58b4e29853be0fdfe2dc09a9c719c50dc36,skip_meals,,select one,Food Security,0,"In the last 30 days, did you ever have to cut the size of your meals or skip meals because there wasn’t enough money for food?",TRUE,"Yes, on 1 day;Yes, on 2 days;Yes, on 3 or more days;No",,,,,,,,,,,,,,,,,,,,survey_data_dictionary_origcopy.csv - Food Security.csv,RADx-DHT,"meal,size,day,money,food",group44,"a504e7,0.8"
852f4ec354bf8667acca164805a9d4cab6e419374fc028d85029fd0b109508622f17159f0ece1c41686fd697877c797ccd0b571b0fafbf2a0c7fbe88e00a9171,30171-covid_vaccine,COVID vaccine status,categorical,,,Did you receive a vaccine for COVID-19?,TRUE,"1, No; 2, Yes, both doses of a two-dose vaccine; 3, Yes, only the 1st dose of a two-dose vaccine; 4, Yes, one dose of a one-dose vaccine; 999, Prefer not to answer",,,,,,,Symptom Screening,,,,,,,,,,,,,COVIDCARE_survey_dictionary_v2_ForSubmission_MIT_Phase_II_2021-12-26.csv,RADx-DHT,"covid vaccine status,vaccine",group45,"322add,0.77;4c7066,0.75;8701f0,0.72"
fc3b364ce74dc7e31d7d4964748d75e2a3649dd2a15581be9f60c9af9908d125859506fee0a37663c2ee0dca60ea307a35bdfd4a2a1113579f2bb61f78322add,vaccine_edu_post,,,,,"After your vaccination, were you given information or brochures about the vaccine and/or COVID-19?",,"1, Yes | 0, No | 98, Don't know | 99, Prefer not to answer",,,,,,,tier2_vaccine_acceptance,"In deciding whether to get the COVID-19 vaccine, how important are/were these statements to you ?  
1 = Not Important, 3 = Neutral,  5 = Very Important",radio,"This would include materials or discussions with your doctor, your library or church, a government health agency, university/college, or community health organization.",,,,[covid_vaccine] = '1',,,,,,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,"vaccination,brochure,vaccine,information",group45,"0a9171,0.77"
1eba5e0ae74d3e17273eb623df9b927cb2620ea6e8f20ae61674fa5b650697a6a37206ed68a40a8cba35501d539c8522014bf2cd6e5350e8e63d7db0544c7066,vaccine_edu_pre,,,,,"Prior to your vaccination, were you given information or brochures about the vaccine and/or COVID-19?",,"1, Yes | 0, No | 98, Don't know | 99, Prefer not to answer",,,,,,,tier2_vaccine_acceptance,"In deciding whether to get the COVID-19 vaccine, how important are/were these statements to you ?  
1 = Not Important, 3 = Neutral,  5 = Very Important",radio,"This would include materials or discussions with your doctor, your library or church, a government health agency, university/college, or community health organization.",,,,[covid_vaccine] = '1',,,,,,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,"vaccination,brochure,vaccine,information",group45,"0a9171,0.75"
0fb68ade8e8e508379cb5a1a9e6f0618856d4f3cd8d99a69bf08ac64aa974e583007dbf2694357bb644bf134515811604c5780e3df78660a3394322d5b8701f0,vaccine_requirement,,,,,Is the vaccine required by your school or job?,,"1, Yes | 0, No | 98, Don't know | 99, Prefer not to answer",,,,,,,tier2_vaccine_acceptance,"In deciding whether to get the COVID-19 vaccine, how important are/were these statements to you ?  
1 = Not Important, 3 = Neutral,  5 = Very Important",radio,,,,,,,,,,,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,"school,job,vaccine",group45,"0a9171,0.72"
af1d1b7ba071b5dd6a9d4ec748febc599fd71e30ceb70a5f88570927af521c984f5290963fdf8910b32bac9110922270c8831145fae462afe8209cec7bb40b8f,pcr_target,The PCR gene target used to quantify SARS-CoV-2,category,,,,required,,,,,[none],,,,,,,,,,,,,,,None,NWSS-Data-Dictionary_v2_0_3_20210621.xlsx [Metadata].csv,Unknown Source,"sar,pcr gene target",group46,"e6fc40,0.77;947911,1.0"
7dcb6b716562198c75c180f2132ac9609b89ccaabc8233d45f4460ce8d7a9659237e431ecabd774b2217b9d9953ee25e47828b19dcccc813dcf5aacf63e6fc40,pcr_type,,,,,The type of PCR used to quantify SARS-CoV-2,,qpcr | ddpcr | qiagen dpcr | fluidigm dpcr | life technologies dpcr | raindance dpcr,,,,,,,,SARSCoV2 Quantification Method,category,,,,,,,,NWSS_DCIPHER_Data_Dictionary_v2.0.0_20210319,,,RADx-rad_Data_Elements_Wastewater_V006.csv,RADx-rad,"type,sar,pcr",group46,"b40b8f,0.77;f3b829,1.0"
d7891c1046738e2a87b3ae45a1983e5c2bff1e6e641724969e829e66279553d62a625197f3257dd712e4c5d04ae10becfa00573de291e54382ed9102b3947911,pcr_target,,,,,The PCR gene target used to quantify SARS-CoV-2,,n1 | n2 | n3 | e_sarbeco | n_sarbeco | rdrp_sarsr | niid_2019-ncov_n | rdrp gene / ncov_ip2 | rdrp gene / ncov_ip4 | taqpath n | taqpath s | orf1b | orf1ab | n1 and n2 combined,,,,,,,,SARSCoV2 Quantification Method,category,,,,,,,,NWSS_DCIPHER_Data_Dictionary_v2.0.0_20210319,,,RADx-rad_Data_Elements_Wastewater_V006.csv,RADx-rad,"sar,pcr gene target",group46,"b40b8f,1.0;f3b829,0.77"
c26fc8aadbe66ee70ebdbb2e3cd60be8ea766eaeab01cf00c2e3a45424e7d0530f90c030d5dcb6cbc2ace33f63f2696ac75ebe4bb7b32bc75688d83f73f3b829,pcr_type,The type of PCR used to quantify SARS-CoV-2,category,,,,required,,,,,[none],,,,,,,,,,,,,,,None,NWSS-Data-Dictionary_v2_0_3_20210621.xlsx [Metadata].csv,Unknown Source,"type,sar,pcr",group46,"e6fc40,1.0;947911,0.77"
c46df3f61ca505a0b5b0399ba904eee4067427c935e871605f7058eb6f8eb5f8a8baa5445fbf846dd5a811fb7f216b6d45e64b034319a97f34cfee0d358eb6b1,quant_stan_type,The type of nucleic acid used as a standard for SARS-CoV-2 quantification,category,,,,required,,,,,[none],,,,,,,,,,,,,,,None,NWSS-Data-Dictionary_v2_0_3_20210621.xlsx [Metadata].csv,Unknown Source,"type,sar,nucleic acid,standard",group47,"48a44a,1.0"
350cf5b2492093fa0ca30b044f169e3b4e6b0499b798e0a66ad782b39f33688095365b492bbb5530575fc5080b80065b20284f4bb9000b3c5dd47c3e9048a44a,quant_stan_type,,,,,The type of nucleic acid used as a standard for SARS-CoV-2 quantification,,DNA | RNA,,,,,,,,SARSCoV2 Quantification Method,category,,,,,,,,NWSS_DCIPHER_Data_Dictionary_v2.0.0_20210319,,,RADx-rad_Data_Elements_Wastewater_V006.csv,RADx-rad,"type,sar,nucleic acid,standard",group47,"8eb6b1,1.0"
9350fbef23248957784e6228f595ef94208f8579b3cf568bf8d9e4334bad0b8279b4484218d7661767a270709450636a3f81484bf5e33c52eb8df1801f800315,wwtp_jurisdiction,,,,,"State, DC, US territory, or Freely Associated State jurisdiction name (2-letter abbreviation) in which the wastewater treatment plant provided in 'wwtp_name' is located",,"AL, Alabama | AK, Alaska | AS, American Samoa | AZ, Arizona | AR, Arkansas | CA, California | CI, Chicago, IL | CO, Colorado | MP, Commonwealth of Northern Mariana Islands | CT, Connecticut | DE, Delaware | DC, District of Columbia | FM, Federated States of Micronesia | FL, Florida | GA, Georgia | GU, Guam | HI, Hawaii | HO, Houston, TX | ID, Idaho | IL, Illinois | IN, Indiana | IA, Iowa | KS, Kansas | KY, Kentucky | LC, Los Angeles County, CA | LA, Louisiana | ME, Maine | MD, Maryland | MA, Massachusetts | MI, Michigan | MN, Minnesota | MS, Mississippi | MO, Missouri | MT, Montana | NE, Nebraska | NV, Nevada | NH, New Hampshire | NJ, New Jersey | NM, New Mexico | NY, New York | NZ, New York City, NY | NC, North Carolina | ND, North Dakota | OH, Ohio | OK, Oklahoma | OR, Oregon | PA, Pennsylvania | PH, Philadelphia, PA | PR, Puerto Rico | MH, Republic of the Marshall Islands | PW, Republic of Palau | RI, Rhode Island | SC, South Carolina | SD, South Dakota | TN, Tennessee | TX, Texas | VI, U.S. Virgin Islands | UT, Utah | VT, Vermont | VA, Virginia | WA, Washington | WV, West Virginia | WI, Wisconsin | WY, Wyoming",,,,,,,,WWTP,radio,,,,,,,,NWSS_DCIPHER_Data_Dictionary_v2.0.0_20210319,,,RADx-rad_Data_Elements_Wastewater_V006.csv,RADx-rad,"state,freely associate state jurisdiction,wastewater treatment plant,letter abbreviation,territory",group48,"a424e6,1.0"
621cea831f49f247e467459777825e1e640af9ac05db73e6e9cb1c6ab00e1ae0350894ffcb3668f6f00ac7d2d18fc9c36d7b41a6e1939d7983bc5a1988a424e6,wwtp_jurisdiction,"State, DC, US territory, or Freely Associated State jurisdiction name (2-letter abbreviation) in which the wastewater treatment plant provided in 'wwtp_name' is located",category,,,,required,,,,,[none],,,,,,,,,,,,,,,None,NWSS-Data-Dictionary_v2_0_3_20210621.xlsx [Metadata].csv,Unknown Source,"state,freely associate state jurisdiction,wastewater treatment plant,letter abbreviation,territory",group48,"800315,1.0"
61b6d91b00c312757a254aceb99eb294f1c0a60271f062662928dbadde7aea04598edfa9469a7cb732ac3a4dc6ae8a720946a7411e7586ed244fa73a8e45cd7d,covid_test_name,,,,,Test manufacturer (or LDT) and test name,,,,,,,,,,Covid Testing,text,,,,,,,,RADx-UP Testing Core,,,RADxrad_COVID_Testing_Data_Elements_v000.xlsx [RADxrad_COVID_Testing_Data_Elem].csv,RADx-rad,"test manufacturer,ldt,test",group49,"1ef92f,0.88"
82aa16645cd726959b4caa970eaf715fdb25b3e4aee27696fa26ed83c543f95025aa0c4bc7606e8a969c440b410063da433db3acc8fba08db4e552a6421ef92f,covid_test_name,From RADx-UP Testing Core,,,,Test manufacturer (or LDT) and test name,,,,,,,,,covid_test,Accessibility to testing,text,,,,,,,,,,,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,"radx,ldt,test",group49,"45cd7d,0.88"
54bb744424128023e4dd4968bcd7c10a6132569e8b0fc597fe2aa44c0b35b356a48fb2026d8ff98369cef6711f71f98c1c31ddbbed8ad081ea06264475fbb0c4,health_status,,,,,"Would you say that (your) health in general is excellent, very good, good, fair or poor?",,"1, Excellent | 2, Very good | 3, Good | 4, Fair | 5, Poor",,,,,,,,Health Status,radio,,,,,,,,RADx-rad Minimum CDE,,,RADx-rad_Data_Elements_Wastewater_V006.csv,RADx-rad,health,group50,"e2a55a,0.9"
d619a746d453b2fb96a929b895b2ff6a1e1f0d3277745be691c73bc2fb29c8a36f195526ecb920e8f78988ab676c790b4d61e6a97d3bac90b55a93e21de2a55a,health,self rated health status,radio,,,"Would you say your health in general is excellent, very good, good, fair, or poor?",,"1, Excellent | 2, Very good | 3, Good | 4, Fair | 5, Poor | 7, Refused | 9, Don't know",,,,,,,,,,,,,,,,,,,,Demographics_and_Clinical.csv,RADx-DHT,"health status,health,self",group50,"fbb0c4,0.9;a65796,0.9"
221df2d4e043cf1fbaf5c6a7edd67c2c4f1cca5886483901d33f884f414447eeb4bf74ecbd86ee5d96da5c78149ce7f74a24514cf2f5a18d930f465173a65796,health_status,,,,,"Would you say that (your) health in general is excellent, very good, good, fair or poor?",,"1, Excellent | 2, Very good | 3, Good | 4, Fair | 5, Poor",,,,,,,form_1,Health status,radio,,,,,,,,,,,RADx-rad_MinimumCDE_REDCapDataDictionary_2021-04-08.csv,RADx-rad,health,group50,"e2a55a,0.9"
a62e77734e7ce05279ee4a588115257cbd87739def96b6350ec63fb2a3a432fd02c1452114260771444fd9c29a76e1ca63f7859c156715da3c2290e3fbdbeea5,covid_test_result,,,,,Test result,,"1, Positive | 2, Negative | 3, Failed | 4, Lost | 90, Other",,,,,,,,Covid Testing,radio,,,,,,,,RADx-UP Testing Core,,,RADxrad_COVID_Testing_Data_Elements_v000.xlsx [RADxrad_COVID_Testing_Data_Elem].csv,RADx-rad,test result,group51,"d554fa,0.71"
bfad7c7fc6bfae259bf03b733eaa68d4c4e83dcba8c05ae9615564912d15626378277b58d5686e1dccd9630fc003492b2fc403f6ee463137957face95fa7e52f,covid_test_result_other,,,,,Other test result,,,,,,,,,,Covid Testing,text,,,,,"[covid_test_result] = ""90""",,,RADx-UP Testing Core,,,RADxrad_COVID_Testing_Data_Elements_v000.xlsx [RADxrad_COVID_Testing_Data_Elem].csv,RADx-rad,test result,group51,"d554fa,1.0"
ae53b07c07b19700613b0b67422dfae88fdd79aea9289df99add01fbd8041418d6f2c7bbc81c237aeeafe851abce58457e79d19378dbd3d46ae95e5d14d554fa,covid_test_result_other,,,,,Other test result,,,,,,,,,covid_test,Accessibility to testing,text,,,,,"[covid_test_result] = ""90""",,,,,,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,test result,group51,"dbeea5,0.71;a7e52f,1.0"
e781792184fea384d8bb58dca73be27639715fc49c4caeb3d13d48ab3656085838a73be976c980fa73e4418b84f228bfa28d2a8221f01765dccb3d1a77f4175a,other_norm_ref,"A publication, website, or brief description of the target or compound specified in 'other_norm_name'",string,,,,not required,,,,,[none],,,,,,,,,,,,,,"[string];
[empty]","If 'other_norm_conc' has a non-empty value, then this must have a non-empty value",NWSS-Data-Dictionary_v2_0_3_20210621.xlsx [Metadata].csv,Unknown Source,"publication,website,compound,target,brief description",group52,"fd0519,0.8;d6abdf,1.0;b00f0d,0.78"
a63544b3810ff5a56081c755a88bdd9645df97da6509c86b3a265185f525b882de1a5d0748d1aa1a6b65972f8552ad2b8ef5344548ec1ef7940ce0b02dfd0519,hum_frac_target_chem_ref,,,,,"A publication, website, or brief description of the chemical compound specified in 'hum_frac_target_chem'",,,,,,,,,,SARSCoV2 Quantification Method,text,,,,,,,,NWSS_DCIPHER_Data_Dictionary_v2.0.0_20210319,,,RADx-rad_Data_Elements_Wastewater_V006.csv,RADx-rad,"publication,chemical compound,brief description,website",group52,"f4175a,0.8;47f4e0,0.73;3721ee,1.0"
6c3d0f9f07c8a68a95dbb4827a164ae424e0655437a461c74297efcde3789670d172ef5b0fdfc517cac2e1e9f49e0dfbfa3f1252a5b5b36763700541c2d6abdf,other_norm_ref,,,,,"A publication, website, or brief description of the target or compound specified in 'other_norm_name'",,,,,,,,,,SARSCoV2 Quantification Method,text,,,,,,,,NWSS_DCIPHER_Data_Dictionary_v2.0.0_20210319,,,RADx-rad_Data_Elements_Wastewater_V006.csv,RADx-rad,"publication,website,compound,target,brief description",group52,"f4175a,1.0;47f4e0,0.78;3721ee,0.8"
e09d1a0288fd2f65342cadc00a54e02989fd74064d863ebe7e6043e2bdef4b2fa186d0fcb7f6aa9627aeef8d83c7dd7bf30c4ff4a29097adecc8b3202347f4e0,hum_frac_target_mic_ref,"A publication, website, or brief description of the microbial target specified in 'hum_frac_target_mic'",string,,,,not required,,,,,[none],,,,,,,,,,,,,,"[string];
[empty]","If 'hum_frac_mic_conc' has a non-empty value, then this must have a non-empty value",NWSS-Data-Dictionary_v2_0_3_20210621.xlsx [Metadata].csv,Unknown Source,"publication,brief description,microbial target,website",group52,"fd0519,0.73;d6abdf,0.78;b00f0d,1.0"
ada5e749e900f4ec6f63dbb53f958684355c7f1fef510c4680a55a06a5679dd3a15f47beee0ea2c1225f8256f4840485b4fc11c4f60990ca248494f5b8b00f0d,hum_frac_target_mic_ref,,,,,"A publication, website, or brief description of the microbial target specified in 'hum_frac_target_mic'",,,,,,,,,,SARSCoV2 Quantification Method,text,,,,,,,,NWSS_DCIPHER_Data_Dictionary_v2.0.0_20210319,,,RADx-rad_Data_Elements_Wastewater_V006.csv,RADx-rad,"publication,brief description,microbial target,website",group52,"f4175a,0.78;47f4e0,1.0;3721ee,0.73"
2c441693094df6027c10fd206219fb73eb7dea5d1369567649ded268f56d854fffa5f1d895f13ba015e4c5d11e36ba4d06f2aa5a92874e289e593dc0673721ee,hum_frac_target_chem_ref,"A publication, website, or brief description of the chemical compound specified in 'hum_frac_target_chem'",string,,,,not required,,,,,[none],,,,,,,,,,,,,,"[string];
[empty]","If 'hum_frac_chem_conc' has a non-empty value, then this must have a non-empty value",NWSS-Data-Dictionary_v2_0_3_20210621.xlsx [Metadata].csv,Unknown Source,"publication,chemical compound,brief description,website",group52,"fd0519,1.0;d6abdf,0.8;b00f0d,0.73"
f58ce1e9738edef954be74f225b4de68b5fa72fc6e5a62783f3dc0480748e7be137d0c3a721cb5fc9769e8d11d5b0dbe6401dfab563f8ac86beb3dc3cd4fbd56,inhibition_method,"A publication, website, or brief description of the method used to evaluate molecular inhibition",string,,,,required,,,,,[none],,,,,,,,,,,,,,"[string];
none (if inhibition not tested)",None,NWSS-Data-Dictionary_v2_0_3_20210621.xlsx [Metadata].csv,Unknown Source,"publication,method,website,molecular inhibition,brief description",group53,"0cf16b,0.7;fb9f86,1.0"
87cb7d1ffa3ef909ba20f336d2581651730465b0ba8ae1987b2a6b3f59d9689a161d924a5b414663b6d9eb1d4f65dae2b23d28eff045d45f39cb2a7b562bf2e9,lod_ref,"A publication, website, or brief description of the method used to calculate the limit of detection",string,,,,required,,,,,[none],,,,,,,,,,,,,,[string],None,NWSS-Data-Dictionary_v2_0_3_20210621.xlsx [Metadata].csv,Unknown Source,"publication,detection,method,limit,brief description",group53,"0cf16b,1.0;fb9f86,0.7"
56af7bda7811842f6d443a88d06fcb10111fffa078e1e262853ddb1e4710784ea01b5f8750a3b24f37364c9be64615c16c8e0425916ff8578efcdae06f0cf16b,lod_ref,,,,,"A publication, website, or brief description of the method used to calculate the limit of detection",,,,,,,,,,SARSCoV2 Quantification Method,text,,,,,,,,NWSS_DCIPHER_Data_Dictionary_v2.0.0_20210319,,,RADx-rad_Data_Elements_Wastewater_V006.csv,RADx-rad,"publication,detection,method,limit,brief description",group53,"4fbd56,0.7;2bf2e9,1.0"
5aa7f23e5c5bd92d43ef9dc5d571bc380715c41f7fe254df10bfded26cbde44c45321ff83769807573d7e432fcd37f9e066da1712f45b73ad894356547fb9f86,inhibition_method,,,,,"A publication, website, or brief description of the method used to evaluate molecular inhibition",,,,,,,,,,SARSCoV2 Quantification Method,text,,,,,,,,NWSS_DCIPHER_Data_Dictionary_v2.0.0_20210319,,,RADx-rad_Data_Elements_Wastewater_V006.csv,RADx-rad,"publication,method,website,molecular inhibition,brief description",group53,"4fbd56,1.0;2bf2e9,0.7"
faa69694e0aff8ab973b2be1fd7473bff71c8a1c29f13f6170fa5d40659ba9887acbc94aa59acb380effd0b019400e03d5590fe2d5bb2c766b34a61ce1eeddcd,pcr_target_ref,,,,,"A publication, website, or brief description of the PCR gene target used",,,,,,,,,,SARSCoV2 Quantification Method,text,,,,,,,,NWSS_DCIPHER_Data_Dictionary_v2.0.0_20210319,,,RADx-rad_Data_Elements_Wastewater_V006.csv,RADx-rad,"publication,brief description,pcr gene target,website",group54,"0edbb4,1.0"
252bb3770d2c82878a5c685865ddb103472d4e3dfe5d6d5b5d0f7b8438272ffac9c5b80c9289455e45a1689d84ae51ec37c08b35dddfb5c4bcb4cad3470edbb4,pcr_target_ref,"A publication, website, or brief description of the PCR gene target used",string,,,,required,,,,,[none],,,,,,,,,,,,,,[string],None,NWSS-Data-Dictionary_v2_0_3_20210621.xlsx [Metadata].csv,Unknown Source,"publication,brief description,pcr gene target,website",group54,"eeddcd,1.0"
0ea09c77f396888fd9862d35f62a68fe70cfb83d9436ff045faca505c6b5ab6555630bbf98bf0559bde1f91cf96750ae8bf9d9c2a87ae53b4f321e9b2e6d1fce,stan_ref,,,,,"A publication, website, or brief description of the quantitative standard material used",,,,,,,,,,SARSCoV2 Quantification Method,text,,,,,,,,NWSS_DCIPHER_Data_Dictionary_v2.0.0_20210319,,,RADx-rad_Data_Elements_Wastewater_V006.csv,RADx-rad,"quantitative standard material,brief description,publication,website",group55,"35b2b5,1.0"
57a2fcfc4fd463deb9cb4c237a6925f84207522821c95addb52043eef20ae8304248640c966793e91ef59916f67e62a2ad764cfca2b2d7b22665b3a7b235b2b5,stan_ref,"A publication, website, or brief description of the quantitative standard material used",string,,,,required,,,,,[none],,,,,,,,,,,,,,[string],None,NWSS-Data-Dictionary_v2_0_3_20210621.xlsx [Metadata].csv,Unknown Source,"quantitative standard material,brief description,publication,website",group55,"6d1fce,1.0"
e7e798058b49e50908aa83d9852046a82759e31f57c61348554a9027cb9c68c4aeb3a2a1678fec69cbc34205360632f63f4320f3fb0d2c6dd17716f51ce39d02,influent_equilibrated,,,,,Is influent to the wastewater treatment plant specified in 'wwtp_name' ever stored prior to treatment to equilibrate or modulate the influent flow rate?,,Yes | No,,,,,,,,WWTP,category,,,,,,,,NWSS_DCIPHER_Data_Dictionary_v2.0.0_20210319,,,RADx-rad_Data_Elements_Wastewater_V006.csv,RADx-rad,"treatment,wastewater treatment plant,influent flow rate,influent",group56,"40cba1,1.0"
1a2c520e922ffe1980b598d6fe6faacecbbc217f9967048b9b10341c5c19a6298f8b23b9579e79f625f9ca2f4aa28867cf537c05f34bd2e0dfa77e044a40cba1,influent_equilibrated,Is influent to the wastewater treatment plant specified in 'wwtp_name' ever stored prior to treatment to equilibrate or modulate the influent flow rate?,category,,,,not required,,,,,[none],,,,,,,,,,,,,,,None,NWSS-Data-Dictionary_v2_0_3_20210621.xlsx [Metadata].csv,Unknown Source,"treatment,wastewater treatment plant,influent flow rate,influent",group56,"e39d02,1.0"
2f86e07e2137bb74a50323eb0aa6c063f477491991ac723b2e200351cb18554b8ee841a475131cb4bc139d0ba6df5504cbfcc6c231ecb7e175cc7bed8f026b34,self_reported_weight_kgs,PX021502|https://www.phenxtoolkit.org/protocols/view/21502?origin=search||2007-2008 National Health and Nutrition Examination Survey (NHANES) Anthropometry Procedures Manual,,,,"How much do you weigh without clothes or shoes? 

If you are currently pregnant, how much did you weigh before your pregnancy?",,,,,,,,,health_status,Weight,text,,number,0,635,"[self_reported_weight_units_2] = ""1""",,,,,,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,"clothe,protocol,national health,pregnancy,shoe,anthropometry procedure manual,nutrition examination survey,nhane",group57,"7fa69c,0.73"
5085eeec077144dbb7815ebd9b1ee3e1a920ba922f98f57482602abddc3f7dea090f9170a8cbad1fd40b6f94cfa6bb08ec24b9591890ed9873213319fbc121bc,self_reported_weight_lbs,PX021502|https://www.phenxtoolkit.org/protocols/view/21502?origin=search||2007-2008 National Health and Nutrition Examination Survey (NHANES) Anthropometry Procedures Manual,,,,"How much do you weigh without clothes or shoes? 

If you are currently pregnant, how much did you weigh before your pregnancy?",,,,,,,,,health_status,Weight,text,,number,0,1400,"[self_reported_weight_units_2] = ""2""",,,,,,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,"clothe,protocol,national health,pregnancy,shoe,anthropometry procedure manual,nutrition examination survey,nhane",group57,"7fa69c,0.73"
f55bd326a25411144bc05f13adb71d374b4e79b6d4c8778e94b18249012ca5a029f1c959b378f0ba340a9c9d05fc5fdb54728c742fce2381614f173b377fa69c,how_much_did_you_weigh_without_clothes_or_shoes_before_your_pregnancy_lbs,<em>How much did you weigh without clothes or shoes before your pregnancy (lbs)?</em>,text,,,,, ,,,,,,,,,,,,,,,,,,,,survey__baseline_survey_origcopy.csv,RADx-DHT,"shoe,pregnancy,clothe",group57,"026b34,0.73;c121bc,0.73"
bc99c92aa5cc273124cad2544e504b60873360f317198c68d826f2ffd034e6530157c51ec157dffebcba7363c76e8409fb43f6e71dffbed27b0d8075d73680a1,quality_flag,Does this observation have quality control issues? ,category,,,,not required,,,,,,,,,,,,,,,,,,,,None,NWSS-Data-Dictionary_v2_0_3_20210621.xlsx [Metadata].csv,Unknown Source,"quality control issue,observation",group58,"1ca73a,1.0"
c273bfcdb43f1604675905f062069b763a969ee455cbc5e14a17f273c1a09c4edee436770362f8c116815d444a78e6f68dd64cc382993974ad0ad955c31ca73a,quality_flag,,,,,Does this observation have quality control issues?,,Yes | No,,,,,,,,SARSCoV2 Quantification Method,category,,,,,,,,NWSS_DCIPHER_Data_Dictionary_v2.0.0_20210319,,,RADx-rad_Data_Elements_Wastewater_V006.csv,RADx-rad,"quality control issue,observation",group58,"3680a1,1.0"
76e1f24c4e452adc9b71ffa13cd3cf7e176b2ea883491eacddc1f3d775dfeafb320cb9805cf8366826b556a68ced593e756a4cb15b69ce88df213024875f028e,sleephours_child,,,,,"In the last week, how many hours of sleep did you get on most nights?",,"1, More than 11 hours | 2, 9-11 hours | 3, 8-9 hours | 4, 7-8 hours | 5, 5-7 hours | 6, Less than 5 hours | 98, Don't know | 99, Prefer not to answer",,,,,,,tier2_ped,"(13+) During the COVID-19 pandemic (since March 2020), how often did you:",radio,,,,,,,,,,,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,"hour,night,week,sleep",group59,"875098,0.79;7db592,0.79;2573eb,0.79;e05412,0.79"
6f7d92847c8246abdc34e8c37bffff2fb52bacbd230d4166d356940d8c9095b503c95d496880ed74d50f98b881ca95ffc72c7bd619b1b7db2a69da361b875098,avg_sleep_past_week,,integer,Weekly COVID-19 Citizen Science Survey,10,"Over the past WEEK, on average, how many hours did you sleep per night?",TRUE,|hours per night,,,,,,,,,,,,,,,,,,,,survey_data_dictionary_origcopy.csv - Weekly COVID-19 Citizen Science Survey.csv,RADx-DHT,"hour,past week,night",group59,"5f028e,0.79"
a841d712a907b89996dd0d0ecede1a23ff657d00c4017889b6a5629f4b94db24cbaa4eedb6ad214af138fa7688ec0bcfdb06cc74fbf5dbaffa7999bd1c7db592,avg_sleep_past_week,,integer,Weekly COVID-19 Citizen Science Survey 2,9,"Over the past WEEK, on average, how many hours did you sleep per night?",TRUE,|hours per night,,,,,,,,,,,,,,,,,,,,survey_data_dictionary_origcopy.csv - Weekly COVID-19 Citizen Science Survey 2.csv,RADx-DHT,"hour,past week,night",group59,"5f028e,0.79"
bbdee7947030b12db876497f26f5f7ccfc838a3de942bd84ae1406986f8e559549cb808e1b80888e78ded24868270a4ad0a3b605c8e3977c6ca05611072573eb,avg_sleep_past_week,,integer,Weekly COVID-19 Citizen Science Survey 4,9,"Over the past WEEK, on average, how many hours did you sleep per night?",TRUE,|hours per night,,,,,,,,,,,,,,,,,,,,survey_data_dictionary_origcopy.csv - Weekly COVID-19 Citizen Science Survey 4.csv,RADx-DHT,"hour,past week,night",group59,"5f028e,0.79"
e82f9c72255dd0f53531082bf6c7118b801974baf2cbdac36cad4b1c24031402d6fbae5a924bae8f3174cf2d76c3be8088e70045768821dbbe85c750eee05412,avg_sleep_past_week,,integer,Weekly COVID-19 Citizen Science Survey 3,9,"Over the past WEEK, on average, how many hours did you sleep per night?",TRUE,|hours per night,,,,,,,,,,,,,,,,,,,,survey_data_dictionary_origcopy.csv - Weekly COVID-19 Citizen Science Survey 3.csv,RADx-DHT,"hour,past week,night",group59,"5f028e,0.79"
4b5eef6c056bf8f7b1a005052e901f207220313c8c7c9edebfdef87d5cc564b42f35cc18a02667bb51a7674f523127a9c6f21c513e19ae25b80bd73cc8046bf4,composite_freq,,,,,"Frequency of sub-sample collection (for composite samples only): for flow-weighted, the number of sub-samples collected per million gallons of flow; for time-weighted, the number of sub-samples per hour. Flow-weighted example: a value of 5 would indicate 5 sub-samples per million gallons, or 1 sub-sample per 200,000 gallons",,,,,,,,,,Collection Method,float,If flow-weighted composite: number per million gallons; if time-weighted or manual composite: number per hour,,0,,,,,NWSS_DCIPHER_Data_Dictionary_v2.0.0_20210319,,,RADx-rad_Data_Elements_Wastewater_V006.csv,RADx-rad,"gallon,composite sample,frequency,hour,flow",group60,"fc21d2,1.0"
