variable_name,description,datatype,survey_name,survey_version,label,required,value_constraints,Channel,seeAlso,question_id,units,unique,CDE,form_name,section_header,ui,field_note,min,max,branching_logic,Custom Alignment,Matrix Group Name,CDE Reference,Value Set,Dependent Fields,source_file,source_directory,categories,related_group
acute_nasal,,,,,Nasal congestion or runny nose,,"1, Yes | 0, No | 98, Don't know | 99, Prefer not to answer",,,,,,,tier2_ped,"Symptoms/Physical Findings

Which of the following acute COVID/MIS-C symptoms were experienced at any time point during current illness? ",radio,,,,,,acute_symp,,,,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,"runny nose,nasal congestion",group47
we_d_like_to_know_more_about_the_symptoms_you_experienced_looking_back_over_the_past_7_days3__nasal_congestion_having_a_stuffy_nose_or_a_runny_nose__yesterday,"We?d like to know more about the symptoms you experienced. Looking back over the past 7 days, please indicate on which days you felt the following symptoms. | Nasal congestion (having a stuffy nose) or a runny nose | Yesterday",text,,,,,"[""""yesterday""""]",,,,,,,,,,,,,,,,,,,survey__weekly_survey_origcopy.csv,RADx-DHT,"stuffy nose,nasal congestion,symptom,day",group47
we_d_like_to_know_more_about_the_symptoms_you_experienced_looking_back_over_the_past_7_days2__nasal_congestion_having_a_stuffy_nose_or_a_runny_nose,"We?d like to know more about the symptoms you experienced. Looking back over the past 7 days, please indicate on which days you felt the following symptoms. | Nasal congestion (having a stuffy nose) or a runny nose",text,,,,,"[""today"",""4_days_ago"",""2_days_ago"",""5_days_ago"",""6_days_ago"",""yesterday"",""3_days_ago""]",,,,,,,,,,,,,,,,,,,survey__weekly_survey_origcopy.csv,RADx-DHT,"runny nose,stuffy nose,symptom,day,nasal congestion",group47
acute_abpain,,,,,Abdominal pain,,"1, Yes | 0, No | 98, Don't know | 99, Prefer not to answer",,,,,,,tier2_ped,"Symptoms/Physical Findings

Which of the following acute COVID/MIS-C symptoms were experienced at any time point during current illness? ",radio,,,,,,acute_symp,,,,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,abdominal pain,group48
acute_abpain_pe,,,,,Abdominal pain,,"1, Yes | 0, No| 99, Prefer not to answer",,,,,,,tier2_ped,Which of the following acute symptoms were confirmed by physical exam?,radio,,,,[acute_abpain] ='1' OR  [acute_abpain] ='0',,acute_pe,,,,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,abdominal pain,group48
abdominal_pain,,,,,Abdominal pain,,"1, Yes | 0, No",,,,,,,form_1,Symptoms ,radio,,,,,,,,,,RADx-rad_MinimumCDE_REDCapDataDictionary_2021-04-08.csv,RADx-rad,abdominal pain,group48
covid_nausea_2,|https://www.cdc.gov/screening/index.html|CDC COVID-19 Screening | modified to 1 week based on feedback from RADx-UP projects,,,,"Feeling sick to your stomach or vomiting, diarrhea",,"1, Yes | 0, No | 98, Don't know| 99, Prefer not to answer",,,,,,,symptoms,Current Symptoms,radio,,,,,,covid_symptomlist,,,,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,"feedback,diarrhea,stomach,radx,vomit,project,week",group49
gisympt,"Are you currently experiencing any of the following symptoms in the past 24 hours?- Feeling sick to your stomach, vomiting, diarrhea",radio,,,"Feeling sick to your stomach, vomiting, diarrhea",,"1, Yes | 2, No | 3, Don't know",,,,,,,,,,,,,,,,,,,Demographics_and_Clinical.csv,RADx-DHT,"stomach,vomit,diarrhea,symptom",group49
32591-symptoms_ill_4,(If applicable) The participant indicates this was a first symptom related to: Chest pain,categorical,,,Did you experience this symptom first? Chest pain,FALSE,"0, Not Selected or Not Provided; 1, Selected or Yes",,,,,,,Symptom Screening,,,,,,,,,,,,COVIDCARE_survey_dictionary_v2_ForSubmission_MIT_Phase_II_2021-12-26.csv,RADx-DHT,"participant,chest pain,symptom",group50
blockages_in_your_coronary,,select one,Your Medical Conditions,4,Coronary artery disease (blockages in your heart vessels) or angina (chest pain)?,TRUE,Yes;No;Don't know,,,,,,,,,,,,,,,,,,,survey_data_dictionary_origcopy.csv - Your Medical Conditions.csv,RADx-DHT,"blockage,angina,chest pain,coronary artery disease,heart vessel",group50
acute_chestpain,,,,,Chest pain,,"1, Yes | 0, No | 98, Don't know | 99, Prefer not to answer",,,,,,,tier2_ped,"Symptoms/Physical Findings

Which of the following acute COVID/MIS-C symptoms were experienced at any time point during current illness? ",radio,,,,,,acute_symp,,,,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,chest pain,group50
acute_chestpain_pe,,,,,Chest pain,,"1, Yes | 0, No| 99, Prefer not to answer",,,,,,,tier2_ped,Which of the following acute symptoms were confirmed by physical exam?,radio,,,,[acute_chestpain] ='1' OR  [acute_chestpain] ='0',,acute_pe,,,,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,chest pain,group50
covid_fever_2,|https://www.cdc.gov/screening/index.html|CDC COVID-19 Screening,,,,Fever or chills,,"1, Yes | 0, No | 98, Don't know| 99, Prefer not to answer",,,,,,,symptoms,Current Symptoms,radio,,,,,,covid_symptomlist,,,,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,chill,group51
fever,Are you currently experiencing any of the following symptoms in the past 24 hours? -Fever or chills,radio,,,Fever or chills,,"1, Yes | 2, No | 3, Don't know",,,,,,,,,,,,,,,,,,,Demographics_and_Clinical.csv,RADx-DHT,"hour,chill,symptom",group51
diarrhea,,,,,Diarrhea,,"1, Yes | 0, No",,,,,,,form_1,Symptoms ,radio,,,,,,,,,,RADx-rad_MinimumCDE_REDCapDataDictionary_2021-04-08.csv,RADx-rad,diarrhea,group52
acute_diarrhea_pe,,,,,Diarrhea,,"1, Yes | 0, No| 99, Prefer not to answer",,,,,,,tier2_ped,Which of the following acute symptoms were confirmed by physical exam?,radio,,,,[acute_diarrhea] ='1' OR  [acute_diarrhea] ='0',,acute_pe,,,,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,diarrhea,group52
acute_diarrhea,,,,,Diarrhea,,"1, Yes | 0, No | 98, Don't know | 99, Prefer not to answer",,,,,,,tier2_ped,"Symptoms/Physical Findings

Which of the following acute COVID/MIS-C symptoms were experienced at any time point during current illness? ",radio,,,,,,acute_symp,,,,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,diarrhea,group52
fi_eat_less,PX270301,,,,"In the last 12 months, did you ever eat less than you felt you should because there wasn't enough money to buy food?",,"1, Yes | 2, No | 98, Don't know | 99, Prefer not to answer",,,,,,,tier2_food_insecurity,"Food Insecurity:

I'm going to read you two statements that people have made about their food situation. 

Please tell me whether the statement was OFTEN, SOMETIMES, or NEVER true for (you/you and the other members of your household) in the last 12 months.",radio,,,,[fi_change_diet]='1',,,,,,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,"food,month,money,px270301",group53
hungry,,select one,Food Security,0," In the last 30 days, were you ever hungry but didn't eat because there wasn't enough money for food?",TRUE,Yes;No,,,,,,,,,,,,,,,,,,,survey_data_dictionary_origcopy.csv - Food Security.csv,RADx-DHT,"food,money,day",group53
eat_less,,select one,Food Security,0,"In the last 30 days, did you ever eat less than you felt you should because there wasn't enough money for food?",TRUE,Yes;No,,,,,,,,,,,,,,,,,,,survey_data_dictionary_origcopy.csv - Food Security.csv,RADx-DHT,"food,money,day",group53
fi_change_diet,PX270301,,,,"In the last 12 months, since (date 12 months ago) did (you/you or other adults in your household) ever cut the size of your meals or skip meals because there wasn't enough money for food?",,"1, Yes | 2, No | 98, Don't know | 99, Prefer not to answer",,,,,,,tier2_food_insecurity,"Food Insecurity:

I'm going to read you two statements that people have made about their food situation. 

Please tell me whether the statement was OFTEN, SOMETIMES, or NEVER true for (you/you and the other members of your household) in the last 12 months.",radio,,,,,,,,,,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,"adult,meal,food,month,px270301,household",group53
fi_hungry,PX270301,,,,"In the last 12 months, were you ever hungry but didn't eat because you couldn't afford enough food?",,"1, Yes | 2, No | 98, Don't know | 99, Prefer not to answer",,,,,,,tier2_food_insecurity,"Food Insecurity:

I'm going to read you two statements that people have made about their food situation. 

Please tell me whether the statement was OFTEN, SOMETIMES, or NEVER true for (you/you and the other members of your household) in the last 12 months.",radio,,,,,,,,,,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,"food,month,px270301",group53
skip_meals,,select one,Food Security,0,"In the last 30 days, did you ever have to cut the size of your meals or skip meals because there wasn’t enough money for food?",TRUE,"Yes, on 1 day;Yes, on 2 days;Yes, on 3 or more days;No",,,,,,,,,,,,,,,,,,,survey_data_dictionary_origcopy.csv - Food Security.csv,RADx-DHT,"money,size,meal,food,day",group53
pcr_nucleic_acid_type,,,,,type of nucleic acid targeted in the assay,,RNA | DNA,,,,,,,,PCR metadata,category,,,,,,,,,,PCR_Data_Element_Template_v000.xlsx [RADxrad_Data_Element_Template_v].csv,RADx-rad,"assay,nucleic acid,type",group54
quant_stan_type,The type of nucleic acid used as a standard for SARS-CoV-2 quantification,category,,,,required,,,,,[none],,,,,,,,,,,,,,None,NWSS-Data-Dictionary_v2_0_3_20210621.xlsx [Metadata].csv,Unknown Source,"sar,nucleic acid,type,standard",group54
quant_stan_type,,,,,The type of nucleic acid used as a standard for SARS-CoV-2 quantification,,DNA | RNA,,,,,,,,SARSCoV2 Quantification Method,category,,,,,,,NWSS_DCIPHER_Data_Dictionary_v2.0.0_20210319,,,RADx-rad_Data_Elements_Wastewater_V006.csv,RADx-rad,"sar,nucleic acid,type,standard",group54
pcr_target,The PCR gene target used to quantify SARS-CoV-2,category,,,,required,,,,,[none],,,,,,,,,,,,,,None,NWSS-Data-Dictionary_v2_0_3_20210621.xlsx [Metadata].csv,Unknown Source,"pcr gene target,sar",group55
pcr_target,,,,,The PCR gene target used to quantify SARS-CoV-2,,n1 | n2 | n3 | e_sarbeco | n_sarbeco | rdrp_sarsr | niid_2019-ncov_n | rdrp gene / ncov_ip2 | rdrp gene / ncov_ip4 | taqpath n | taqpath s | orf1b | orf1ab | n1 and n2 combined,,,,,,,,SARSCoV2 Quantification Method,category,,,,,,,NWSS_DCIPHER_Data_Dictionary_v2.0.0_20210319,,,RADx-rad_Data_Elements_Wastewater_V006.csv,RADx-rad,"pcr gene target,sar",group55
pcr_type,The type of PCR used to quantify SARS-CoV-2,category,,,,required,,,,,[none],,,,,,,,,,,,,,None,NWSS-Data-Dictionary_v2_0_3_20210621.xlsx [Metadata].csv,Unknown Source,"sar,pcr,type",group55
pcr_type,,,,,The type of PCR used to quantify SARS-CoV-2,,qpcr | ddpcr | qiagen dpcr | fluidigm dpcr | life technologies dpcr | raindance dpcr,,,,,,,,SARSCoV2 Quantification Method,category,,,,,,,NWSS_DCIPHER_Data_Dictionary_v2.0.0_20210319,,,RADx-rad_Data_Elements_Wastewater_V006.csv,RADx-rad,"sar,pcr,type",group55
wwtp_jurisdiction,"State, DC, US territory, or Freely Associated State jurisdiction name (2-letter abbreviation) in which the wastewater treatment plant provided in 'wwtp_name' is located",category,,,,required,,,,,[none],,,,,,,,,,,,,,None,NWSS-Data-Dictionary_v2_0_3_20210621.xlsx [Metadata].csv,Unknown Source,"freely associate state jurisdiction,state,territory,wastewater treatment plant,letter abbreviation",group56
wwtp_jurisdiction,,,,,"State, DC, US territory, or Freely Associated State jurisdiction name (2-letter abbreviation) in which the wastewater treatment plant provided in 'wwtp_name' is located",,"AL, Alabama | AK, Alaska | AS, American Samoa | AZ, Arizona | AR, Arkansas | CA, California | CI, Chicago, IL | CO, Colorado | MP, Commonwealth of Northern Mariana Islands | CT, Connecticut | DE, Delaware | DC, District of Columbia | FM, Federated States of Micronesia | FL, Florida | GA, Georgia | GU, Guam | HI, Hawaii | HO, Houston, TX | ID, Idaho | IL, Illinois | IN, Indiana | IA, Iowa | KS, Kansas | KY, Kentucky | LC, Los Angeles County, CA | LA, Louisiana | ME, Maine | MD, Maryland | MA, Massachusetts | MI, Michigan | MN, Minnesota | MS, Mississippi | MO, Missouri | MT, Montana | NE, Nebraska | NV, Nevada | NH, New Hampshire | NJ, New Jersey | NM, New Mexico | NY, New York | NZ, New York City, NY | NC, North Carolina | ND, North Dakota | OH, Ohio | OK, Oklahoma | OR, Oregon | PA, Pennsylvania | PH, Philadelphia, PA | PR, Puerto Rico | MH, Republic of the Marshall Islands | PW, Republic of Palau | RI, Rhode Island | SC, South Carolina | SD, South Dakota | TN, Tennessee | TX, Texas | VI, U.S. Virgin Islands | UT, Utah | VT, Vermont | VA, Virginia | WA, Washington | WV, West Virginia | WI, Wisconsin | WY, Wyoming",,,,,,,,WWTP,radio,,,,,,,NWSS_DCIPHER_Data_Dictionary_v2.0.0_20210319,,,RADx-rad_Data_Elements_Wastewater_V006.csv,RADx-rad,"freely associate state jurisdiction,state,territory,wastewater treatment plant,letter abbreviation",group56
covid_test_name,,,,,Test manufacturer (or LDT) and test name,,,,,,,,,,Covid Testing,text,,,,,,,RADx-UP Testing Core,,,RADxrad_COVID_Testing_Data_Elements_v000.xlsx [RADxrad_COVID_Testing_Data_Elem].csv,RADx-rad,"test,ldt,test manufacturer",group57
32005-test_specify,Name of home test from test in past 30 days related to COVID testing,text,,,Please provide the name of the home-based test:,TRUE,,,,,,,,Symptom Screening,,,,,,,,,,,,COVIDCARE_survey_dictionary_v2_ForSubmission_MIT_Phase_II_2021-12-26.csv,RADx-DHT,",covid testing,test,home test,home",group57
covid_test_name,From RADx-UP Testing Core,,,,Test manufacturer (or LDT) and test name,,,,,,,,,covid_test,Accessibility to testing,text,,,,,,,,,,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,"test,radx,ldt",group57
heart_rate__resting_heart_rate,Daily resting heart rate derived from Fitbit source,double,,,,,,Heart,,,,,,,,,,,,,,,,,,data_dictionary.xlsx [Wearable Model Features].csv,RADx-DHT,"fitbit source,daily,heart rate",group58
heart_rate,,number,,,Heart rate (beats/min),,,,,,,,,tier2_ped,Vital Signs,text,,30,220,,,,,,,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,"beat,heart rate,min",group58
health_status,,,,,"Would you say that (your) health in general is excellent, very good, good, fair or poor?",,"1, Excellent | 2, Very good | 3, Good | 4, Fair | 5, Poor",,,,,,,form_1,Health status,radio,,,,,,,,,,RADx-rad_MinimumCDE_REDCapDataDictionary_2021-04-08.csv,RADx-rad,health,group59
health,self rated health status,radio,,,"Would you say your health in general is excellent, very good, good, fair, or poor?",,"1, Excellent | 2, Very good | 3, Good | 4, Fair | 5, Poor | 7, Refused | 9, Don't know",,,,,,,,,,,,,,,,,,,Demographics_and_Clinical.csv,RADx-DHT,"health,health status,self",group59
self_rpt_hlth_stat_asses,PX770101. This question 'self_reported_health_status_assessment' can also be submitted with the variable name synonym 'self_rpt_hlth_stat_asses'.,,,,"Would you say your health in general is excellent, very good, good, fair, or poor?",,"1, Excellent | 2, Very good | 3, Good | 4, Fair | 5, Poor | 99, Prefer not to answer | 98, Don't know",,,,,,,health_status,Self-reported Health,radio,,,,,,,,,,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,"px770101,health,variable synonym,self_rpt_hlth_stat_asse,self_reported_health_status_assessment,question",group59
covid_test_result,,,,,Test result,,"1, Positive | 2, Negative | 3, Failed | 4, Lost | 90, Other",,,,,,,,Covid Testing,radio,,,,,,,RADx-UP Testing Core,,,RADxrad_COVID_Testing_Data_Elements_v000.xlsx [RADxrad_COVID_Testing_Data_Elem].csv,RADx-rad,test result,group60
covid_test_result_other,,,,,Other test result,,,,,,,,,covid_test,Accessibility to testing,text,,,,"[covid_test_result] = ""90""",,,,,,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,test result,group60
hum_frac_target_mic_ref,,,,,"A publication, website, or brief description of the microbial target specified in 'hum_frac_target_mic'",,,,,,,,,,SARSCoV2 Quantification Method,text,,,,,,,NWSS_DCIPHER_Data_Dictionary_v2.0.0_20210319,,,RADx-rad_Data_Elements_Wastewater_V006.csv,RADx-rad,"website,microbial target,brief description,publication",group61
other_norm_ref,,,,,"A publication, website, or brief description of the target or compound specified in 'other_norm_name'",,,,,,,,,,SARSCoV2 Quantification Method,text,,,,,,,NWSS_DCIPHER_Data_Dictionary_v2.0.0_20210319,,,RADx-rad_Data_Elements_Wastewater_V006.csv,RADx-rad,"target,brief description,website,compound,publication",group61
other_norm_ref,"A publication, website, or brief description of the target or compound specified in 'other_norm_name'",string,,,,not required,,,,,[none],,,,,,,,,,,,,"[string];
[empty]","If 'other_norm_conc' has a non-empty value, then this must have a non-empty value",NWSS-Data-Dictionary_v2_0_3_20210621.xlsx [Metadata].csv,Unknown Source,"target,brief description,website,compound,publication",group61
stan_ref,"A publication, website, or brief description of the quantitative standard material used",string,,,,required,,,,,[none],,,,,,,,,,,,,[string],None,NWSS-Data-Dictionary_v2_0_3_20210621.xlsx [Metadata].csv,Unknown Source,"website,quantitative standard material,brief description,publication",group61
stan_ref,,,,,"A publication, website, or brief description of the quantitative standard material used",,,,,,,,,,SARSCoV2 Quantification Method,text,,,,,,,NWSS_DCIPHER_Data_Dictionary_v2.0.0_20210319,,,RADx-rad_Data_Elements_Wastewater_V006.csv,RADx-rad,"website,quantitative standard material,brief description,publication",group61
hum_frac_target_chem_ref,,,,,"A publication, website, or brief description of the chemical compound specified in 'hum_frac_target_chem'",,,,,,,,,,SARSCoV2 Quantification Method,text,,,,,,,NWSS_DCIPHER_Data_Dictionary_v2.0.0_20210319,,,RADx-rad_Data_Elements_Wastewater_V006.csv,RADx-rad,"chemical compound,website,brief description,publication",group61
hum_frac_target_mic_ref,"A publication, website, or brief description of the microbial target specified in 'hum_frac_target_mic'",string,,,,not required,,,,,[none],,,,,,,,,,,,,"[string];
[empty]","If 'hum_frac_mic_conc' has a non-empty value, then this must have a non-empty value",NWSS-Data-Dictionary_v2_0_3_20210621.xlsx [Metadata].csv,Unknown Source,"website,microbial target,brief description,publication",group61
hum_frac_target_chem_ref,"A publication, website, or brief description of the chemical compound specified in 'hum_frac_target_chem'",string,,,,not required,,,,,[none],,,,,,,,,,,,,"[string];
[empty]","If 'hum_frac_chem_conc' has a non-empty value, then this must have a non-empty value",NWSS-Data-Dictionary_v2_0_3_20210621.xlsx [Metadata].csv,Unknown Source,"chemical compound,website,brief description,publication",group61
pcr_target_ref,,,,,"A publication, website, or brief description of the PCR gene target used",,,,,,,,,,SARSCoV2 Quantification Method,text,,,,,,,NWSS_DCIPHER_Data_Dictionary_v2.0.0_20210319,,,RADx-rad_Data_Elements_Wastewater_V006.csv,RADx-rad,"pcr gene target,website,brief description,publication",group61
pcr_target_ref,"A publication, website, or brief description of the PCR gene target used",string,,,,required,,,,,[none],,,,,,,,,,,,,[string],None,NWSS-Data-Dictionary_v2_0_3_20210621.xlsx [Metadata].csv,Unknown Source,"pcr gene target,website,brief description,publication",group61
inhibition_method,,,,,"A publication, website, or brief description of the method used to evaluate molecular inhibition",,,,,,,,,,SARSCoV2 Quantification Method,text,,,,,,,NWSS_DCIPHER_Data_Dictionary_v2.0.0_20210319,,,RADx-rad_Data_Elements_Wastewater_V006.csv,RADx-rad,"method,brief description,website,molecular inhibition,publication",group62
lod_ref,,,,,"A publication, website, or brief description of the method used to calculate the limit of detection",,,,,,,,,,SARSCoV2 Quantification Method,text,,,,,,,NWSS_DCIPHER_Data_Dictionary_v2.0.0_20210319,,,RADx-rad_Data_Elements_Wastewater_V006.csv,RADx-rad,"method,limit,brief description,publication,detection",group62
lod_ref,"A publication, website, or brief description of the method used to calculate the limit of detection",string,,,,required,,,,,[none],,,,,,,,,,,,,[string],None,NWSS-Data-Dictionary_v2_0_3_20210621.xlsx [Metadata].csv,Unknown Source,"method,limit,brief description,publication,detection",group62
inhibition_method,"A publication, website, or brief description of the method used to evaluate molecular inhibition",string,,,,required,,,,,[none],,,,,,,,,,,,,"[string];
none (if inhibition not tested)",None,NWSS-Data-Dictionary_v2_0_3_20210621.xlsx [Metadata].csv,Unknown Source,"method,brief description,website,molecular inhibition,publication",group62
32006-whytested_specify,Other reasons tested for coronavirus,text,,,"Other reasons tested for coronavirus, please specify:",TRUE,,,,,,,,Symptom Screening,,,,,,,,,,,,COVIDCARE_survey_dictionary_v2_ForSubmission_MIT_Phase_II_2021-12-26.csv,RADx-DHT,"coronavirus,reason",group63
covid_tst_reas_other,,,,,Other reason why you were tested.,,,,,,,,,tier2_testing,Tier 2 Covid,notes,,,,[covid_tst_reas] = '5',,,,,,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,reason,group63
influent_equilibrated,,,,,Is influent to the wastewater treatment plant specified in 'wwtp_name' ever stored prior to treatment to equilibrate or modulate the influent flow rate?,,Yes | No,,,,,,,,WWTP,category,,,,,,,NWSS_DCIPHER_Data_Dictionary_v2.0.0_20210319,,,RADx-rad_Data_Elements_Wastewater_V006.csv,RADx-rad,"treatment,influent,wastewater treatment plant,influent flow rate",group64
influent_equilibrated,Is influent to the wastewater treatment plant specified in 'wwtp_name' ever stored prior to treatment to equilibrate or modulate the influent flow rate?,category,,,,not required,,,,,[none],,,,,,,,,,,,,,None,NWSS-Data-Dictionary_v2_0_3_20210621.xlsx [Metadata].csv,Unknown Source,"treatment,influent,wastewater treatment plant,influent flow rate",group64
self_reported_weight_lbs,PX021502|https://www.phenxtoolkit.org/protocols/view/21502?origin=search||2007-2008 National Health and Nutrition Examination Survey (NHANES) Anthropometry Procedures Manual,number,,,"How much do you weigh without clothes or shoes? 

If you are currently pregnant, how much did you weigh before your pregnancy?",,,,,,,,,health_status,Weight,text,,0,1400,"[self_reported_weight_units_2] = ""2""",,,,,,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,"shoe,national health,clothe,protocol,pregnancy,nhane,nutrition examination survey,anthropometry procedure manual",group65
self_reported_weight_kgs,PX021502|https://www.phenxtoolkit.org/protocols/view/21502?origin=search||2007-2008 National Health and Nutrition Examination Survey (NHANES) Anthropometry Procedures Manual,number,,,"How much do you weigh without clothes or shoes? 

If you are currently pregnant, how much did you weigh before your pregnancy?",,,,,,,,,health_status,Weight,text,,0,635,"[self_reported_weight_units_2] = ""1""",,,,,,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,"shoe,national health,clothe,protocol,pregnancy,nhane,nutrition examination survey,anthropometry procedure manual",group65
how_much_do_you_weigh_without_clothes_or_shoes_lbs,How much do you weigh without clothes or shoes (lbs)?,text,,,,, ,,,,,,,,,,,,,,,,,,,survey__baseline_survey_origcopy.csv,RADx-DHT,"shoe,lbs,clothe",group65
how_much_did_you_weigh_without_clothes_or_shoes_before_your_pregnancy_lbs,<em>How much did you weigh without clothes or shoes before your pregnancy (lbs)?</em>,text,,,,, ,,,,,,,,,,,,,,,,,,,survey__baseline_survey_origcopy.csv,RADx-DHT,"shoe,pregnancy,clothe",group65
quality_flag,,,,,Does this observation have quality control issues?,,Yes | No,,,,,,,,SARSCoV2 Quantification Method,category,,,,,,,NWSS_DCIPHER_Data_Dictionary_v2.0.0_20210319,,,RADx-rad_Data_Elements_Wastewater_V006.csv,RADx-rad,"quality control issue,observation",group66
quality_flag,Does this observation have quality control issues? ,category,,,,not required,,,,,,,,,,,,,,,,,,,None,NWSS-Data-Dictionary_v2_0_3_20210621.xlsx [Metadata].csv,Unknown Source,"quality control issue,observation",group66
sleephours_child,,,,,"In the last week, how many hours of sleep did you get on most nights?",,"1, More than 11 hours | 2, 9-11 hours | 3, 8-9 hours | 4, 7-8 hours | 5, 5-7 hours | 6, Less than 5 hours | 98, Don't know | 99, Prefer not to answer",,,,,,,tier2_ped,"(13+) During the COVID-19 pandemic (since March 2020), how often did you:",radio,,,,,,,,,,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,"week,hour,night,sleep",group67
avg_sleep_past_week,,integer,Weekly COVID-19 Citizen Science Survey 4,9,"Over the past WEEK, on average, how many hours did you sleep per night?",TRUE,|hours per night,,,,,,,,,,,,,,,,,,,survey_data_dictionary_origcopy.csv - Weekly COVID-19 Citizen Science Survey 4.csv,RADx-DHT,"hour,past week,night",group67
sleephours_parent,,,,,"In the last week, how many hours of sleep did your child get on most nights?",,"1, More than 11 hours | 2, 9-11 hours | 3, 8-9 hours | 4, 7-8 hours | 5, 5-7 hours | 6, Less than 5 hours | 98, Don't know | 99, Prefer not to answer",,,,,,,tier2_ped,"(13+) During the COVID-19 pandemic (since March 2020), how often did you:",radio,,,,,,,,,,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,"child,night,sleep,hour,week",group67
composite_freq,,,,,"Frequency of sub-sample collection (for composite samples only): for flow-weighted, the number of sub-samples collected per million gallons of flow; for time-weighted, the number of sub-samples per hour. Flow-weighted example: a value of 5 would indicate 5 sub-samples per million gallons, or 1 sub-sample per 200,000 gallons",,,,,,,,,,Collection Method,float,If flow-weighted composite: number per million gallons; if time-weighted or manual composite: number per hour,0,,,,,NWSS_DCIPHER_Data_Dictionary_v2.0.0_20210319,,,RADx-rad_Data_Elements_Wastewater_V006.csv,RADx-rad,"composite sample,flow,frequency,hour,gallon",group68
composite_freq,"Frequency of sub-sample collection (for composite samples only): for flow-weighted, the number of sub-samples collected per million gallons of flow; for time-weighted, the number of sub-samples per hour. Flow-weighted example: a value of 5 would indicate 5 sub-samples per million gallons, or 1 sub-sample per 200,000 gallons",float,,,,not required,,,,,if flow-weighted composite: number per million gallons; if time-weighted or manual composite: number per hour,,,,,,,,,,,,,"[greater than or equal to 0];
[empty]",None,NWSS-Data-Dictionary_v2_0_3_20210621.xlsx [Metadata].csv,Unknown Source,"composite sample,flow,frequency,hour,gallon",group68
ph,,,,,"pH of wastewater sample (if sludge, pH of influent at time of collection)",,,,,,,,,,Sample,float,,,,,,,NWSS_DCIPHER_Data_Dictionary_v2.0.0_20210319,,,RADx-rad_Data_Elements_Wastewater_V006.csv,RADx-rad,"wastewater sample,collection,sludge,influent,ph",group69
ph,"pH of wastewater sample (if sludge, pH of influent at time of collection)",float,,,,not required,,,,,ph units,,,,,,,,,,,,,"[float];
[empty]",None,NWSS-Data-Dictionary_v2_0_3_20210621.xlsx [Metadata].csv,Unknown Source,"wastewater sample,collection,sludge,influent,ph",group69
skin_rash,,,,,Skin rash,,"1, Yes | 0, No",,,,,,,form_1,Symptoms ,radio,,,,,,,,,,RADx-rad_MinimumCDE_REDCapDataDictionary_2021-04-08.csv,RADx-rad,skin rash,group70
acute_skinrash,,,,,Skin rash,,"1, Yes | 0, No | 98, Don't know | 99, Prefer not to answer",,,,,,,tier2_ped,"Symptoms/Physical Findings

Which of the following acute COVID/MIS-C symptoms were experienced at any time point during current illness? ",radio,,,,,,acute_symp,,,,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,skin rash,group70
acute_skinrash_pe,,,,,Skin rash,,"1, Yes | 0, No| 99, Prefer not to answer",,,,,,,tier2_ped,Which of the following acute symptoms were confirmed by physical exam?,radio,,,,[acute_skinrash] ='1' OR  [acute_skinrash] ='0',,acute_pe,,,,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,skin rash,group70
