variable_name,description,datatype,survey_name,survey_version,label,required,value_constraints,Channel,seeAlso,question_id,units,unique,CDE,form_name,section_header,ui,field_note,min,max,branching_logic,Custom Alignment,Matrix Group Name,CDE Reference,Value Set,Dependent Fields,source_file,source_directory,categories,related_group
vaccine_edu_post,,,,,"After your vaccination, were you given information or brochures about the vaccine and/or COVID-19? ",,"1, Yes | 0, No | 98, Don't know | 99, Prefer not to answer",,,,,,,tier2_vaccine_acceptance,"In deciding whether to get the COVID-19 vaccine, how important are/were these statements to you ?  
1 = Not Important, 3 = Neutral,  5 = Very Important",radio,"This would include materials or discussions with your doctor, your library or church, a government health agency, university/college, or community health organization.",,,[covid_vaccine] = '1',,,,,,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,"information,vaccination,brochure,vaccine",group45
pcr_target,,,,,The PCR gene target used to quantify SARS-CoV-2,,n1 | n2 | n3 | e_sarbeco | n_sarbeco | rdrp_sarsr | niid_2019-ncov_n | rdrp gene / ncov_ip2 | rdrp gene / ncov_ip4 | taqpath n | taqpath s | orf1b | orf1ab | n1 and n2 combined,,,,,,,,SARSCoV2 Quantification Method,category,,,,,,,NWSS_DCIPHER_Data_Dictionary_v2.0.0_20210319,,,RADx-rad_Data_Elements_Wastewater_V006.csv,RADx-rad,"pcr gene target,sar",group46
pcr_type,The type of PCR used to quantify SARS-CoV-2,category,,,,required,,,,,[none],,,,,,,,,,,,,,None,NWSS-Data-Dictionary_v2_0_3_20210621.xlsx [Metadata].csv,Unknown Source,"sar,pcr,type",group46
pcr_target,The PCR gene target used to quantify SARS-CoV-2,category,,,,required,,,,,[none],,,,,,,,,,,,,,None,NWSS-Data-Dictionary_v2_0_3_20210621.xlsx [Metadata].csv,Unknown Source,"pcr gene target,sar",group46
pcr_type,,,,,The type of PCR used to quantify SARS-CoV-2,,qpcr | ddpcr | qiagen dpcr | fluidigm dpcr | life technologies dpcr | raindance dpcr,,,,,,,,SARSCoV2 Quantification Method,category,,,,,,,NWSS_DCIPHER_Data_Dictionary_v2.0.0_20210319,,,RADx-rad_Data_Elements_Wastewater_V006.csv,RADx-rad,"sar,pcr,type",group46
quant_stan_type,,,,,The type of nucleic acid used as a standard for SARS-CoV-2 quantification,,DNA | RNA,,,,,,,,SARSCoV2 Quantification Method,category,,,,,,,NWSS_DCIPHER_Data_Dictionary_v2.0.0_20210319,,,RADx-rad_Data_Elements_Wastewater_V006.csv,RADx-rad,"sar,nucleic acid,type,standard",group47
quant_stan_type,The type of nucleic acid used as a standard for SARS-CoV-2 quantification,category,,,,required,,,,,[none],,,,,,,,,,,,,,None,NWSS-Data-Dictionary_v2_0_3_20210621.xlsx [Metadata].csv,Unknown Source,"sar,nucleic acid,type,standard",group47
wwtp_jurisdiction,"State, DC, US territory, or Freely Associated State jurisdiction name (2-letter abbreviation) in which the wastewater treatment plant provided in 'wwtp_name' is located",category,,,,required,,,,,[none],,,,,,,,,,,,,,None,NWSS-Data-Dictionary_v2_0_3_20210621.xlsx [Metadata].csv,Unknown Source,"freely associate state jurisdiction,state,territory,wastewater treatment plant,letter abbreviation",group48
wwtp_jurisdiction,,,,,"State, DC, US territory, or Freely Associated State jurisdiction name (2-letter abbreviation) in which the wastewater treatment plant provided in 'wwtp_name' is located",,"AL, Alabama | AK, Alaska | AS, American Samoa | AZ, Arizona | AR, Arkansas | CA, California | CI, Chicago, IL | CO, Colorado | MP, Commonwealth of Northern Mariana Islands | CT, Connecticut | DE, Delaware | DC, District of Columbia | FM, Federated States of Micronesia | FL, Florida | GA, Georgia | GU, Guam | HI, Hawaii | HO, Houston, TX | ID, Idaho | IL, Illinois | IN, Indiana | IA, Iowa | KS, Kansas | KY, Kentucky | LC, Los Angeles County, CA | LA, Louisiana | ME, Maine | MD, Maryland | MA, Massachusetts | MI, Michigan | MN, Minnesota | MS, Mississippi | MO, Missouri | MT, Montana | NE, Nebraska | NV, Nevada | NH, New Hampshire | NJ, New Jersey | NM, New Mexico | NY, New York | NZ, New York City, NY | NC, North Carolina | ND, North Dakota | OH, Ohio | OK, Oklahoma | OR, Oregon | PA, Pennsylvania | PH, Philadelphia, PA | PR, Puerto Rico | MH, Republic of the Marshall Islands | PW, Republic of Palau | RI, Rhode Island | SC, South Carolina | SD, South Dakota | TN, Tennessee | TX, Texas | VI, U.S. Virgin Islands | UT, Utah | VT, Vermont | VA, Virginia | WA, Washington | WV, West Virginia | WI, Wisconsin | WY, Wyoming",,,,,,,,WWTP,radio,,,,,,,NWSS_DCIPHER_Data_Dictionary_v2.0.0_20210319,,,RADx-rad_Data_Elements_Wastewater_V006.csv,RADx-rad,"freely associate state jurisdiction,state,territory,wastewater treatment plant,letter abbreviation",group48
covid_test_name,,,,,Test manufacturer (or LDT) and test name,,,,,,,,,,Covid Testing,text,,,,,,,RADx-UP Testing Core,,,RADxrad_COVID_Testing_Data_Elements_v000.xlsx [RADxrad_COVID_Testing_Data_Elem].csv,RADx-rad,"test,ldt,test manufacturer",group49
covid_test_name,From RADx-UP Testing Core,,,,Test manufacturer (or LDT) and test name,,,,,,,,,covid_test,Accessibility to testing,text,,,,,,,,,,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,"test,radx,ldt",group49
health,self rated health status,radio,,,"Would you say your health in general is excellent, very good, good, fair, or poor?",,"1, Excellent | 2, Very good | 3, Good | 4, Fair | 5, Poor | 7, Refused | 9, Don't know",,,,,,,,,,,,,,,,,,,Demographics_and_Clinical.csv,RADx-DHT,"health,health status,self",group50
health_status,,,,,"Would you say that (your) health in general is excellent, very good, good, fair or poor?",,"1, Excellent | 2, Very good | 3, Good | 4, Fair | 5, Poor",,,,,,,form_1,Health status,radio,,,,,,,,,,RADx-rad_MinimumCDE_REDCapDataDictionary_2021-04-08.csv,RADx-rad,health,group50
covid_test_result_other,,,,,Other test result,,,,,,,,,covid_test,Accessibility to testing,text,,,,"[covid_test_result] = ""90""",,,,,,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,test result,group51
covid_test_result,,,,,Test result,,"1, Positive | 2, Negative | 3, Failed | 4, Lost | 90, Other",,,,,,,,Covid Testing,radio,,,,,,,RADx-UP Testing Core,,,RADxrad_COVID_Testing_Data_Elements_v000.xlsx [RADxrad_COVID_Testing_Data_Elem].csv,RADx-rad,test result,group51
hum_frac_target_chem_ref,,,,,"A publication, website, or brief description of the chemical compound specified in 'hum_frac_target_chem'",,,,,,,,,,SARSCoV2 Quantification Method,text,,,,,,,NWSS_DCIPHER_Data_Dictionary_v2.0.0_20210319,,,RADx-rad_Data_Elements_Wastewater_V006.csv,RADx-rad,"chemical compound,website,brief description,publication",group52
hum_frac_target_mic_ref,"A publication, website, or brief description of the microbial target specified in 'hum_frac_target_mic'",string,,,,not required,,,,,[none],,,,,,,,,,,,,"[string];
[empty]","If 'hum_frac_mic_conc' has a non-empty value, then this must have a non-empty value",NWSS-Data-Dictionary_v2_0_3_20210621.xlsx [Metadata].csv,Unknown Source,"website,microbial target,brief description,publication",group52
other_norm_ref,"A publication, website, or brief description of the target or compound specified in 'other_norm_name'",string,,,,not required,,,,,[none],,,,,,,,,,,,,"[string];
[empty]","If 'other_norm_conc' has a non-empty value, then this must have a non-empty value",NWSS-Data-Dictionary_v2_0_3_20210621.xlsx [Metadata].csv,Unknown Source,"target,brief description,website,compound,publication",group52
hum_frac_target_chem_ref,"A publication, website, or brief description of the chemical compound specified in 'hum_frac_target_chem'",string,,,,not required,,,,,[none],,,,,,,,,,,,,"[string];
[empty]","If 'hum_frac_chem_conc' has a non-empty value, then this must have a non-empty value",NWSS-Data-Dictionary_v2_0_3_20210621.xlsx [Metadata].csv,Unknown Source,"chemical compound,website,brief description,publication",group52
hum_frac_target_mic_ref,,,,,"A publication, website, or brief description of the microbial target specified in 'hum_frac_target_mic'",,,,,,,,,,SARSCoV2 Quantification Method,text,,,,,,,NWSS_DCIPHER_Data_Dictionary_v2.0.0_20210319,,,RADx-rad_Data_Elements_Wastewater_V006.csv,RADx-rad,"website,microbial target,brief description,publication",group52
other_norm_ref,,,,,"A publication, website, or brief description of the target or compound specified in 'other_norm_name'",,,,,,,,,,SARSCoV2 Quantification Method,text,,,,,,,NWSS_DCIPHER_Data_Dictionary_v2.0.0_20210319,,,RADx-rad_Data_Elements_Wastewater_V006.csv,RADx-rad,"target,brief description,website,compound,publication",group52
inhibition_method,,,,,"A publication, website, or brief description of the method used to evaluate molecular inhibition",,,,,,,,,,SARSCoV2 Quantification Method,text,,,,,,,NWSS_DCIPHER_Data_Dictionary_v2.0.0_20210319,,,RADx-rad_Data_Elements_Wastewater_V006.csv,RADx-rad,"method,brief description,website,molecular inhibition,publication",group53
inhibition_method,"A publication, website, or brief description of the method used to evaluate molecular inhibition",string,,,,required,,,,,[none],,,,,,,,,,,,,"[string];
none (if inhibition not tested)",None,NWSS-Data-Dictionary_v2_0_3_20210621.xlsx [Metadata].csv,Unknown Source,"method,brief description,website,molecular inhibition,publication",group53
lod_ref,"A publication, website, or brief description of the method used to calculate the limit of detection",string,,,,required,,,,,[none],,,,,,,,,,,,,[string],None,NWSS-Data-Dictionary_v2_0_3_20210621.xlsx [Metadata].csv,Unknown Source,"method,limit,brief description,publication,detection",group53
lod_ref,,,,,"A publication, website, or brief description of the method used to calculate the limit of detection",,,,,,,,,,SARSCoV2 Quantification Method,text,,,,,,,NWSS_DCIPHER_Data_Dictionary_v2.0.0_20210319,,,RADx-rad_Data_Elements_Wastewater_V006.csv,RADx-rad,"method,limit,brief description,publication,detection",group53
pcr_target_ref,"A publication, website, or brief description of the PCR gene target used",string,,,,required,,,,,[none],,,,,,,,,,,,,[string],None,NWSS-Data-Dictionary_v2_0_3_20210621.xlsx [Metadata].csv,Unknown Source,"pcr gene target,website,brief description,publication",group54
pcr_target_ref,,,,,"A publication, website, or brief description of the PCR gene target used",,,,,,,,,,SARSCoV2 Quantification Method,text,,,,,,,NWSS_DCIPHER_Data_Dictionary_v2.0.0_20210319,,,RADx-rad_Data_Elements_Wastewater_V006.csv,RADx-rad,"pcr gene target,website,brief description,publication",group54
stan_ref,,,,,"A publication, website, or brief description of the quantitative standard material used",,,,,,,,,,SARSCoV2 Quantification Method,text,,,,,,,NWSS_DCIPHER_Data_Dictionary_v2.0.0_20210319,,,RADx-rad_Data_Elements_Wastewater_V006.csv,RADx-rad,"website,quantitative standard material,brief description,publication",group55
stan_ref,"A publication, website, or brief description of the quantitative standard material used",string,,,,required,,,,,[none],,,,,,,,,,,,,[string],None,NWSS-Data-Dictionary_v2_0_3_20210621.xlsx [Metadata].csv,Unknown Source,"website,quantitative standard material,brief description,publication",group55
influent_equilibrated,,,,,Is influent to the wastewater treatment plant specified in 'wwtp_name' ever stored prior to treatment to equilibrate or modulate the influent flow rate?,,Yes | No,,,,,,,,WWTP,category,,,,,,,NWSS_DCIPHER_Data_Dictionary_v2.0.0_20210319,,,RADx-rad_Data_Elements_Wastewater_V006.csv,RADx-rad,"treatment,influent,wastewater treatment plant,influent flow rate",group56
influent_equilibrated,Is influent to the wastewater treatment plant specified in 'wwtp_name' ever stored prior to treatment to equilibrate or modulate the influent flow rate?,category,,,,not required,,,,,[none],,,,,,,,,,,,,,None,NWSS-Data-Dictionary_v2_0_3_20210621.xlsx [Metadata].csv,Unknown Source,"treatment,influent,wastewater treatment plant,influent flow rate",group56
how_much_did_you_weigh_without_clothes_or_shoes_before_your_pregnancy_lbs,<em>How much did you weigh without clothes or shoes before your pregnancy (lbs)?</em>,text,,,,, ,,,,,,,,,,,,,,,,,,,survey__baseline_survey_origcopy.csv,RADx-DHT,"shoe,pregnancy,clothe",group57
self_reported_weight_kgs,PX021502|https://www.phenxtoolkit.org/protocols/view/21502?origin=search||2007-2008 National Health and Nutrition Examination Survey (NHANES) Anthropometry Procedures Manual,number,,,"How much do you weigh without clothes or shoes? 

If you are currently pregnant, how much did you weigh before your pregnancy?",,,,,,,,,health_status,Weight,text,,0,635,"[self_reported_weight_units_2] = ""1""",,,,,,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,"shoe,national health,clothe,protocol,pregnancy,nhane,nutrition examination survey,anthropometry procedure manual",group57
self_reported_weight_lbs,PX021502|https://www.phenxtoolkit.org/protocols/view/21502?origin=search||2007-2008 National Health and Nutrition Examination Survey (NHANES) Anthropometry Procedures Manual,number,,,"How much do you weigh without clothes or shoes? 

If you are currently pregnant, how much did you weigh before your pregnancy?",,,,,,,,,health_status,Weight,text,,0,1400,"[self_reported_weight_units_2] = ""2""",,,,,,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,"shoe,national health,clothe,protocol,pregnancy,nhane,nutrition examination survey,anthropometry procedure manual",group57
quality_flag,Does this observation have quality control issues? ,category,,,,not required,,,,,,,,,,,,,,,,,,,None,NWSS-Data-Dictionary_v2_0_3_20210621.xlsx [Metadata].csv,Unknown Source,"quality control issue,observation",group58
quality_flag,,,,,Does this observation have quality control issues?,,Yes | No,,,,,,,,SARSCoV2 Quantification Method,category,,,,,,,NWSS_DCIPHER_Data_Dictionary_v2.0.0_20210319,,,RADx-rad_Data_Elements_Wastewater_V006.csv,RADx-rad,"quality control issue,observation",group58
sleephours_child,,,,,"In the last week, how many hours of sleep did you get on most nights?",,"1, More than 11 hours | 2, 9-11 hours | 3, 8-9 hours | 4, 7-8 hours | 5, 5-7 hours | 6, Less than 5 hours | 98, Don't know | 99, Prefer not to answer",,,,,,,tier2_ped,"(13+) During the COVID-19 pandemic (since March 2020), how often did you:",radio,,,,,,,,,,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,"week,hour,night,sleep",group59
avg_sleep_past_week,,integer,Weekly COVID-19 Citizen Science Survey 4,9,"Over the past WEEK, on average, how many hours did you sleep per night?",true,|hours per night,,,,,,,,,,,,,,,,,,,survey_data_dictionary_origcopy.csv - Weekly COVID-19 Citizen Science Survey 4.csv,RADx-DHT,"hour,past week,night",group59
composite_freq,"Frequency of sub-sample collection (for composite samples only): for flow-weighted, the number of sub-samples collected per million gallons of flow; for time-weighted, the number of sub-samples per hour. Flow-weighted example: a value of 5 would indicate 5 sub-samples per million gallons, or 1 sub-sample per 200,000 gallons",float,,,,not required,,,,,if flow-weighted composite: number per million gallons; if time-weighted or manual composite: number per hour,,,,,,,,,,,,,"[greater than or equal to 0];
[empty]",None,NWSS-Data-Dictionary_v2_0_3_20210621.xlsx [Metadata].csv,Unknown Source,"composite sample,flow,frequency,hour,gallon",group60
composite_freq,,,,,"Frequency of sub-sample collection (for composite samples only): for flow-weighted, the number of sub-samples collected per million gallons of flow; for time-weighted, the number of sub-samples per hour. Flow-weighted example: a value of 5 would indicate 5 sub-samples per million gallons, or 1 sub-sample per 200,000 gallons",,,,,,,,,,Collection Method,float,If flow-weighted composite: number per million gallons; if time-weighted or manual composite: number per hour,0,,,,,NWSS_DCIPHER_Data_Dictionary_v2.0.0_20210319,,,RADx-rad_Data_Elements_Wastewater_V006.csv,RADx-rad,"composite sample,flow,frequency,hour,gallon",group60
ph,"pH of wastewater sample (if sludge, pH of influent at time of collection)",float,,,,not required,,,,,ph units,,,,,,,,,,,,,"[float];
[empty]",None,NWSS-Data-Dictionary_v2_0_3_20210621.xlsx [Metadata].csv,Unknown Source,"wastewater sample,collection,sludge,influent,ph",group61
ph,,,,,"pH of wastewater sample (if sludge, pH of influent at time of collection)",,,,,,,,,,Sample,float,,,,,,,NWSS_DCIPHER_Data_Dictionary_v2.0.0_20210319,,,RADx-rad_Data_Elements_Wastewater_V006.csv,RADx-rad,"wastewater sample,collection,sludge,influent,ph",group61
acute_skinrash,,,,,Skin rash,,"1, Yes | 0, No | 98, Don't know | 99, Prefer not to answer",,,,,,,tier2_ped,"Symptoms/Physical Findings

Which of the following acute COVID/MIS-C symptoms were experienced at any time point during current illness? ",radio,,,,,,acute_symp,,,,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,skin rash,group62
acute_skinrash_pe,,,,,Skin rash,,"1, Yes | 0, No| 99, Prefer not to answer",,,,,,,tier2_ped,Which of the following acute symptoms were confirmed by physical exam?,radio,,,,[acute_skinrash] ='1' OR  [acute_skinrash] ='0',,acute_pe,,,,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,skin rash,group62
skin_rash,,,,,Skin rash,,"1, Yes | 0, No",,,,,,,form_1,Symptoms ,radio,,,,,,,,,,RADx-rad_MinimumCDE_REDCapDataDictionary_2021-04-08.csv,RADx-rad,skin rash,group62
lab_id,"An ID assigned to a testing lab. It must be unique across labs used for this NWSS reporting jurisdiction's testing. If the same lab is used across multiple NWSS reporting jurisdictions, each NWSS reporting jurisdiction may assign that lab a different lab ID. Note: including PII in this field is discouraged.","jurisdiction id (a string 20 characters or less, containing only numbers, english alphabetic characters, underscores, and hyphens; white space is not allowed; not case sensitive)",,,,required,,,,,[none],,,,,,,,,,,,,[lab id],None,NWSS-Data-Dictionary_v2_0_3_20210621.xlsx [Metadata].csv,Unknown Source,"different lab d,pii,testing lab,lab,multiple nwss reporting jurisdiction",group63
lab_id,,,,,"An ID assigned to a testing lab. It must be unique across labs used for this NWSS reporting jurisdiction's testing. If the same lab is used across multiple NWSS reporting jurisdictions, each NWSS reporting jurisdiction may assign that lab a different lab ID.",,,,,,,,,,Sample,text,"jurisdiction id (a string 20 characters or less, containing only numbers, English alphabetic characters, underscores, and hyphens; white space is not allowed)",,,,,,NWSS_DCIPHER_Data_Dictionary_v2.0.0_20210319,,,RADx-rad_Data_Elements_Wastewater_V006.csv,RADx-rad,"different lab d,testing lab,lab,multiple nwss reporting jurisdiction",group63
sample_concentration_unit,,,,,Unit of the sample concentration,,,,,,,,,,Sample,text,exmaple: copies/ml,,,,,,,,,Spiked_Sample_Data_Element_Template_v000.xlsx [Spiked_Sample_Data_Elements].csv,RADx-rad,"sample concentration,unit",group64
sars_cov2_units,Units of SARS-CoV-2 sample concentration,category,,,,required,,,,,[none],,,,,,,,,,,,,,None,NWSS-Data-Dictionary_v2_0_3_20210621.xlsx [Metadata].csv,Unknown Source,"sar,unit",group64
sars_cov2_units,,,,,Units of SARS-CoV-2 sample concentration,,copies/L wastewater | log10 copies/L wastewater | copies/g wet sludge | log10 copies/g wet sludge | copies/g dry sludge | log10 copies/g dry sludge,,,,,,,,SARSCoV2 Quantification Method,category,,,,,,,NWSS_DCIPHER_Data_Dictionary_v2.0.0_20210319,,,RADx-rad_Data_Elements_Wastewater_V006.csv,RADx-rad,"sar,unit",group64
current_employment_status,"PX011301|https://www.phenxtoolkit.org/protocols/view/11301|Panel Study of Income Dynamics (PSID), 2007||Added 99, Prefer not to answer",,,,"We would like to know about what you do -- are you working now, looking for work, retired, keeping house, a student, or something else?",,"1, Working now | 2, Only temporarily laid off, sick leave or maternity leave | 3, Looking for work, unemployed | 4, Retired | 5, Disabled, permanently or temporarily | 6, Keeping house | 7, Student | 96, Other (Specify)| 98, Prefer not to answer | 99, Don't know",,,,,,,housing_employment_and_insurance,Employment,radio,,,,,,,,,,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,"study,,student,house,protocol,work,psid,income dynamic",group65
employ,Employment status of participant,radio,,,"We would like to know what you do. Are you working now, looking for work, retired, keeping house, a student, or what?",,"1, Working now | 2, Only temporarily laid off, sick leave or maternity leave | 3, Looking for work, unemployed | 4, Retired | 5, Disabled, permanently or temporarily | 6, Keeping house | 7, Student | 8, Other | 9, Prefer not to answer/Don't know",,,,,,,,,,,,,,,,,,,Demographics_and_Clinical.csv,RADx-DHT,"house,work,employment status,participant,student",group65
capacity_mgd,Wastewater treatment plant design capacity,float,,,,required,,,,,million gallons per day (mgd),,,,,,,,,,,,,[greater than or equal to 0],None,NWSS-Data-Dictionary_v2_0_3_20210621.xlsx [Metadata].csv,Unknown Source,wastewater treatment plant design capacity,group66
capacity_mgd,,,,,Wastewater treatment plant design capacity,,,,,,million gallons/day,,,,WWTP,float,,0,,,,,NWSS_DCIPHER_Data_Dictionary_v2.0.0_20210319,,,RADx-rad_Data_Elements_Wastewater_V006.csv,RADx-rad,wastewater treatment plant design capacity,group66
hum_frac_mic_unit,Concentration units of microbial target specified in 'hum_frac_target_mic',category,,,,not required,,,,,[none],,,,,,,,,,,,,,"If 'hum_frac_mic_conc' has a non-empty value, then this must have a non-empty value",NWSS-Data-Dictionary_v2_0_3_20210621.xlsx [Metadata].csv,Unknown Source,"concentration unit,microbial target",group67
hum_frac_mic_unit,,,,,Concentration units of microbial target specified in 'hum_frac_target_mic',,copies/L wastewater | log10 copies/L wastewater | copies/g wet sludge | log10 copies/g wet sludge | copies/g dry sludge | log10 copies/g dry sludge,,,,,,,,SARSCoV2 Quantification Method,category,,,,,,,NWSS_DCIPHER_Data_Dictionary_v2.0.0_20210319,,,RADx-rad_Data_Elements_Wastewater_V006.csv,RADx-rad,"concentration unit,microbial target",group67
hum_frac_chem_conc,Concentration of chemical target specified in 'hum_frac_target_chem',float,,,,not required,,,,,[units specified in 'hum_frac_chem_unit'],,,,,,,,,,,,,"[float];
[empty]","If 'hum_frac_chem_unit' has a non-empty value, then this must have a non-empty value",NWSS-Data-Dictionary_v2_0_3_20210621.xlsx [Metadata].csv,Unknown Source,"concentration,chemical target",group67
other_norm_conc,,,,,Concentration of target spcified in 'other_norm_name',,,,,,,,,,SARSCoV2 Quantification Method,float,[units specified in 'other_norm_conc'],,,,,,NWSS_DCIPHER_Data_Dictionary_v2.0.0_20210319,,,RADx-rad_Data_Elements_Wastewater_V006.csv,RADx-rad,"concentration,target",group67
other_norm_conc,Concentration of target spcified in 'other_norm_name',float,,,,not required,,,,,[units specified in 'other_norm_conc'],,,,,,,,,,,,,"[float];
[empty]","If 'other_norm_unit' has a non-empty value, then this must have a non-empty value",NWSS-Data-Dictionary_v2_0_3_20210621.xlsx [Metadata].csv,Unknown Source,"concentration,target",group67
other_norm_unit,,,,,Concentration units of target spcified in 'other_norm_name',,copies/L wastewater | log10 copies/L wastewater | copies/g wet sludge | log10 copies/g wet sludge | copies/g dry sludge | log10 copies/g dry sludge | micrograms/L wastewater | log10 micrograms/L wastewater | micrograms/g wet sludge | log10 micrograms/g wet sludge | micrograms/g dry sludge | log10 micrograms/g dry sludge,,,,,,,,SARSCoV2 Quantification Method,category,,,,,,,NWSS_DCIPHER_Data_Dictionary_v2.0.0_20210319,,,RADx-rad_Data_Elements_Wastewater_V006.csv,RADx-rad,"concentration unit,target",group67
hum_frac_chem_conc,,,,,Concentration of chemical target specified in 'hum_frac_target_chem',,,,,,,,,,SARSCoV2 Quantification Method,float,[units specified in 'hum_frac_chem_unit'],,,,,,NWSS_DCIPHER_Data_Dictionary_v2.0.0_20210319,,,RADx-rad_Data_Elements_Wastewater_V006.csv,RADx-rad,"concentration,chemical target",group67
hum_frac_chem_unit,Concentration units of chemical target  specified in 'hum_frac_target_chem',category,,,,not required,,,,,[none],,,,,,,,,,,,,,"If 'hum_frac_chem_conc' has a non-empty value, then this must have a non-empty value",NWSS-Data-Dictionary_v2_0_3_20210621.xlsx [Metadata].csv,Unknown Source,"concentration unit,chemical target",group67
hum_frac_chem_unit,,,,,Concentration units of chemical target specified in 'hum_frac_target_chem',,micrograms/L wastewater | log10 micrograms/L wastewater | micrograms/g wet sludge | log10 micrograms/g wet sludge | micrograms/g dry sludge | log10 micrograms/g dry sludge |,,,,,,,,SARSCoV2 Quantification Method,category,,,,,,,NWSS_DCIPHER_Data_Dictionary_v2.0.0_20210319,,,RADx-rad_Data_Elements_Wastewater_V006.csv,RADx-rad,"concentration unit,chemical target",group67
other_norm_unit,Concentration units of target spcified in 'other_norm_name',category,,,,not required,,,,,[none],,,,,,,,,,,,,,"If 'other_norm_conc' has a non-empty value, then this must have a non-empty value",NWSS-Data-Dictionary_v2_0_3_20210621.xlsx [Metadata].csv,Unknown Source,"concentration unit,target",group67
other_norm_name,Name of a target or compound not specified in 'hum_frac_target_mic' or 'hum_frac_target_chem' used to estimate human fecal content,category,,,,not required,,,,,[none],,,,,,,,,,,,,,"If 'other_norm_conc' has a non-empty value, then this must have a non-empty value",NWSS-Data-Dictionary_v2_0_3_20210621.xlsx [Metadata].csv,Unknown Source,"human fecal content,target,compound,hum_frac_target_chem,hum_frac_target_mic",group68
other_norm_name,,,,,Name of a target or compound not specified in 'hum_frac_target_mic' or 'hum_frac_target_chem' used to estimate human fecal content,,,,,,,,,,SARSCoV2 Quantification Method,text,,,,,,,NWSS_DCIPHER_Data_Dictionary_v2.0.0_20210319,,,RADx-rad_Data_Elements_Wastewater_V006.csv,RADx-rad,"human fecal content,target,compound,hum_frac_target_chem,hum_frac_target_mic",group68
concentration_method,,,,,Method used to concentrate the sample prior to analysis of the concentrate,,membrane filtration with addition of mgcl2 | membrane filtration with sample acidification | membrane filtration with acidification and mgcl2 | membrane filtration with no amendment | peg precipitation | ultracentrifugation | skimmed milk flocculation | beef extract flocculation | promega wastewater large volume tna capture kit | centricon ultrafiltration | amicon ultrafiltration | hollow fiber dead end ultrafiltration | none,,,,,,,,Processing Method,category,,,,,,,NWSS_DCIPHER_Data_Dictionary_v2.0.0_20210319,,,RADx-rad_Data_Elements_Wastewater_V006.csv,RADx-rad,"method,sample,concentrate,analysis",group69
concentration_method,Method used to concentrate the sample prior to analysis of the concentrate,category,,,,required,,,,,[none],,,,,,,,,,,,,,None,NWSS-Data-Dictionary_v2_0_3_20210621.xlsx [Metadata].csv,Unknown Source,"method,sample,concentrate,analysis",group69
extraction_method,Method used for nucleic acid extraction from the sample,category,,,,required,,,,,[none],,,,,,,,,,,,,,None,NWSS-Data-Dictionary_v2_0_3_20210621.xlsx [Metadata].csv,Unknown Source,"method,sample,nucleic acid extraction",group70
extraction_method,,,,,Method used for nucleic acid extraction from the sample,,qiagen allprep powerviral dna/rna kit | qiagen allprep powerfecal dna/rna kit | qiange allprep dna/rna kit | qiagen rneasy powermicrobiome kit | qiagen powerwater kit | qiagen rneasy kit | promega ht tna kit | promega automated tna kit | promega manual tna kit | promega wastewater large volume tna capture kit | nuclisens automated magnetic bead extraction kit | nuclisens manual magnetic bead extraction kit | phenol chloroform,,,,,,,,Processing Method,category,,,,,,,NWSS_DCIPHER_Data_Dictionary_v2.0.0_20210319,,,RADx-rad_Data_Elements_Wastewater_V006.csv,RADx-rad,"method,sample,nucleic acid extraction",group70
copd,,select one,Your Medical Conditions,4,"COPD (emphysema, chronic bronchitis, obstructive pulmonary disease)?",true,Yes;No;Don't know,,,,,,,,,,,,,,,,,,,survey_data_dictionary_origcopy.csv - Your Medical Conditions.csv,RADx-DHT,"chronic bronchitis,copd,obstructive pulmonary disease,emphysema",group71
cc_copd_2,JHU C4WARD|https://www.phenxtoolkit.org/toolkit_content/PDF/JHU_C4WARD_Health.pdf|C3PNO from JHU Community Survey,,,,Chronic obstructive pulmonary disease (COPD),,"1, Yes | 0, No| 99, Prefer not to answer",,,,,,,medical_history,Conditions,radio,,,,,RH,,,,,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,"jhu community survey,copd,toolkit_content,pdf,chronic obstructive pulmonary disease",group71
heart_failure,,,,,Heart failure,,"0, No| 1, Yes| 99, Prefer not to answer",,,,,,,tier2_ped,Significant underlying medical conditions at the time of COVID-19 testing or diagnosis:,radio,,,,,,,,,,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,heart failure,group72
chf,,select one,Your Medical Conditions,4,"Congestive Heart failure (CHF, Heart Failure)?",true,Yes;No;Don't know,,,,,,,,,,,,,,,,,,,survey_data_dictionary_origcopy.csv - Your Medical Conditions.csv,RADx-DHT,"heart failure,congestive heart failure,chf",group72
